t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
52.0,57.623,-0.176,-4.953,0.047,0.683,2,14,0,0.292,0,0,38.072,55.452,-0.003,-4.931,0.069,0.600,2,14,0,0.273,0,0,37.961,2.178,38.452,19,0,0.292,20.000,0.000,0.000,0.000
53.0,57.992,-0.230,-5.006,-0.006,0.178,2,14,0,0.259,0,0,38.447,55.803,0.034,-4.833,0.167,0.100,2,14,0,0.256,0,0,38.329,2.211,38.803,19,0,0.259,20.000,0.000,0.000,0.000
54.0,57.892,-0.300,-4.978,0.022,0.344,2,14,0,0.231,0,0,38.347,55.643,0.055,-4.916,0.084,0.415,2,14,0,0.277,0,0,38.176,2.277,38.643,19,0,0.277,20.000,0.000,0.000,0.000
55.0,57.363,-0.265,-4.992,0.008,0.844,2,14,0,0.286,0,0,37.824,55.034,0.059,-4.911,0.089,0.922,2,14,0,0.227,0,0,37.583,2.352,38.034,19,0,0.286,20.000,0.000,0.000,0.000
56.0,56.314,-0.221,-5.019,-0.019,1.361,2,14,0,0.224,0,0,36.781,53.870,0.029,-4.934,0.066,1.453,2,14,0,0.243,0,0,36.432,2.458,36.870,19,0,0.243,20.000,0.000,0.000,0.000
57.0,54.715,-0.205,-5.020,-0.020,1.893,2,14,0,0.225,0,0,35.185,52.078,0.016,-4.946,0.054,2.012,2,14,0,0.243,0,0,34.654,2.647,35.078,19,0,0.243,20.000,0.000,0.000,0.000
58.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
59.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
60.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
61.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
62.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
63.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
64.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
65.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
66.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
67.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
68.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
69.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
70.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
71.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
72.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
73.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
74.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
75.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
76.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
77.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
78.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
79.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
80.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
81.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
82.0,54.254,-0.205,-5.034,-0.034,2.019,2,14,0,0.340,0,0,34.742,51.588,0.013,-4.938,0.062,2.140,2,14,0,0.236,0,0,34.149,2.677,34.588,19,0,0.340,20.000,0.000,0.000,0.000
