t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d0_planratio,d0_clipn,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d1_planratio,d1_clipn,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d2_planratio,d2_clipn,d3_x,d3_y,d3_z,d3_zerr,d3_velxy,d3_arm,d3_nav,d3_mpc,d3_solve_ms,d3_fallback,d3_hover,d3_poserr,d3_planratio,d3_clipn,d4_x,d4_y,d4_z,d4_zerr,d4_velxy,d4_arm,d4_nav,d4_mpc,d4_solve_ms,d4_fallback,d4_hover,d4_poserr,d4_planratio,d4_clipn,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
11.0,0.352,-0.124,-4.990,0.010,0.022,2,14,0,0.161,0,0,0.040,0.2355,0,0.324,2.949,-3.896,1.104,0.050,2,14,0,0.159,0,0,0.053,0.9411,0,0.255,-3.183,-4.648,0.352,0.050,2,14,0,0.187,0,0,0.047,0.9348,0,2.645,0.278,-3.933,1.067,0.110,2,14,0,0.187,0,0,0.055,0.9467,0,-3.247,0.236,-4.316,0.684,0.070,2,14,0,0.160,0,0,0.048,0.9461,0,2.557,0.451,0,0,0.187,0.000,0.000,0.000,0.000
12.0,0.342,-0.140,-4.993,0.007,0.055,2,14,0,0.210,0,0,0.042,0.2355,0,0.283,2.989,-3.820,1.180,0.058,2,14,0,0.227,0,0,0.064,0.9411,0,0.225,-3.190,-4.654,0.346,0.067,2,14,0,0.205,0,0,0.038,0.9348,0,2.714,0.345,-3.943,1.057,0.017,2,14,0,0.186,0,0,0.047,0.9467,0,-3.146,0.228,-4.269,0.731,0.059,2,14,0,0.235,0,0,0.056,0.9461,0,2.639,0.448,0,0,0.235,0.000,0.000,0.000,0.000
13.0,0.360,-0.134,-4.989,0.011,0.039,2,14,0,0.166,0,0,0.052,0.2355,0,0.364,3.039,-3.833,1.167,0.023,2,14,0,0.190,0,0,0.045,0.9411,0,0.227,-3.258,-4.711,0.289,0.026,2,14,0,0.204,0,0,0.033,0.9348,0,2.756,0.310,-3.978,1.022,0.073,2,14,0,0.190,0,0,0.062,0.9467,0,-3.201,0.227,-4.243,0.757,0.037,2,14,0,0.198,0,0,0.018,0.9461,0,2.638,0.395,0,0,0.204,0.000,0.000,0.000,0.000
14.0,0.305,-0.133,-5.031,-0.031,0.035,2,14,0,0.198,0,0,0.024,0.2355,0,0.370,3.010,-3.803,1.197,0.066,2,14,0,0.193,0,0,0.029,0.9411,0,0.231,-3.262,-4.773,0.227,0.057,2,14,0,0.195,0,0,0.036,0.9348,0,2.658,0.290,-3.990,1.010,0.013,2,14,0,0.160,0,0,0.036,0.9467,0,-3.239,0.229,-4.211,0.789,0.026,2,14,0,0.159,0,0,0.041,0.9461,0,2.608,0.448,0,0,0.198,0.000,0.000,0.000,0.000
15.0,0.307,-0.088,-4.971,0.029,0.008,2,14,0,0.166,0,0,0.023,0.2355,0,0.364,2.985,-3.869,1.131,0.026,2,14,0,0.191,0,0,0.022,0.9411,0,0.199,-3.287,-4.750,0.250,0.045,2,14,0,0.162,0,0,0.070,0.9348,0,2.705,0.306,-3.997,1.003,0.024,2,14,0,0.188,0,0,0.011,0.9467,0,-3.210,0.253,-4.286,0.714,0.016,2,14,0,0.189,0,0,0.014,0.9461,0,2.618,0.425,0,0,0.191,0.000,0.000,0.000,0.000
16.0,0.293,-0.079,-4.978,0.022,0.037,2,14,0,0.196,0,0,0.038,0.2355,0,0.372,2.997,-3.849,1.151,0.054,2,14,0,0.193,0,0,0.028,0.9411,0,0.228,-3.241,-4.763,0.237,0.026,2,14,0,0.201,0,0,0.017,0.9348,0,2.723,0.290,-3.965,1.035,0.055,2,14,0,0.158,0,0,0.030,0.9467,0,-3.228,0.238,-4.272,0.728,0.038,2,14,0,0.157,0,0,0.028,0.9461,0,2.659,0.401,0,0,0.201,0.000,0.000,0.000,0.000
17.0,0.280,-0.106,-5.011,-0.011,0.059,2,14,0,0.169,0,0,0.036,0.2355,0,0.332,2.999,-3.907,1.093,0.035,2,14,0,0.189,0,0,0.013,0.9411,0,0.226,-3.240,-4.743,0.257,0.023,2,14,0,0.242,0,0,0.017,0.9348,0,2.653,0.289,-4.010,0.990,0.024,2,14,0,0.226,0,0,0.043,0.9467,0,-3.185,0.243,-4.312,0.688,0.019,2,14,0,0.191,0,0,0.015,0.9461,0,2.605,0.452,0,0,0.242,0.000,0.000,0.000,0.000
18.0,0.286,-0.097,-5.051,-0.051,0.014,2,14,0,0.196,0,0,0.031,0.2355,0,0.343,2.969,-3.890,1.110,0.044,2,14,0,0.190,0,0,0.029,0.9411,0,0.200,-3.243,-4.766,0.234,0.046,2,14,0,0.195,0,0,0.039,0.9348,0,2.644,0.316,-3.929,1.071,0.060,2,14,0,0.193,0,0,0.053,0.9467,0,-3.184,0.239,-4.267,0.733,0.034,2,14,0,0.173,0,0,0.018,0.9461,0,2.644,0.476,0,0,0.196,0.000,0.000,0.000,0.000
19.0,0.280,-0.077,-4.995,0.005,0.079,2,14,0,0.166,0,0,0.049,0.2355,0,0.327,2.971,-3.838,1.162,0.063,2,14,0,0.192,0,0,0.032,0.9411,0,0.264,-3.245,-4.693,0.307,0.041,2,14,0,0.198,0,0,0.035,0.9348,0,2.662,0.313,-3.952,1.048,0.036,2,14,0,0.219,0,0,0.034,0.9467,0,-3.162,0.255,-4.236,0.764,0.028,2,14,0,0.188,0,0,0.039,0.9461,0,2.629,0.460,0,0,0.219,0.000,0.000,0.000,0.000
20.0,0.260,-0.129,-5.020,-0.020,0.040,2,14,0,0.174,0,0,0.057,0.2355,0,0.354,2.975,-3.881,1.119,0.057,2,14,0,0.226,0,0,0.026,0.9411,0,0.228,-3.188,-4.752,0.248,0.033,2,14,0,0.195,0,0,0.038,0.9348,0,2.711,0.312,-3.946,1.054,0.023,2,14,0,0.165,0,0,0.019,0.9467,0,-3.227,0.268,-4.204,0.796,0.008,2,14,0,0.191,0,0,0.034,0.9461,0,2.713,0.425,0,0,0.226,0.000,0.000,0.000,0.000
21.0,0.295,-0.120,-5.034,-0.034,0.048,2,14,0,0.165,0,0,0.022,0.2355,0,0.324,3.006,-3.883,1.117,0.012,2,14,0,0.157,0,0,0.022,0.9411,0,0.260,-3.191,-4.754,0.246,0.042,2,14,0,0.201,0,0,0.043,0.9348,0,2.678,0.313,-3.973,1.027,0.032,2,14,0,0.187,0,0,0.021,0.9467,0,-3.211,0.261,-4.286,0.714,0.033,2,14,0,0.229,0,0,0.020,0.9461,0,2.644,0.449,0,0,0.229,0.000,0.000,0.000,0.000
