t_wall,drone,x,y,z,vx,vy,vz,vcmd_x,vcmd_y,vcmd_z,cmd_is_pos,cmd_age_s
1783579829.0096,2,0.3534,7.7995,-3.8566,-1.3106,2.7393,0.0086,-1.5071,2.5415,-0.0166,0,0.0045
1783579829.0132,0,7.4808,9.0488,-5.0108,0.5630,0.4652,-0.0172,0.3685,0.4102,0.0084,0,0.0119
1783579829.0134,3,-4.9766,18.2226,-4.1893,-0.6571,1.3264,-0.0064,-0.6510,1.1294,-0.0140,0,0.0014
1783579829.0173,1,-4.8010,0.3322,-4.0433,-0.7274,-0.6433,0.0133,-0.7534,-0.4459,0.0235,0,0.0013
1783579829.0174,2,0.3428,7.8208,-3.8552,-1.3141,2.7370,0.0078,-1.5071,2.5415,-0.0166,0,0.0123
1783579829.0174,4,-4.5825,9.0793,-3.7656,-0.7658,0.4807,-0.0352,-0.8059,0.4790,-0.0439,0,0.0124
1783579829.0213,0,7.4858,9.0528,-5.0122,0.5603,0.4643,-0.0163,0.3685,0.4102,0.0084,0,0.0200
1783579829.0215,3,-4.9825,18.2333,-4.1877,-0.6575,1.3234,-0.0062,-0.6510,1.1294,-0.0140,0,0.0095
1783579829.0253,2,0.3321,7.8421,-3.8538,-1.3177,2.7346,0.0070,-1.5071,2.5415,-0.0166,0,0.0202
1783579829.0255,1,-4.8063,0.3274,-4.0431,-0.7277,-0.6407,0.0143,-0.7534,-0.4459,0.0235,0,0.0095
1783579829.0255,4,-4.5891,9.0829,-3.7654,-0.7667,0.4804,-0.0357,-0.8083,0.4786,-0.0443,0,0.0004
1783579829.0294,0,7.4908,9.0568,-5.0135,0.5575,0.4634,-0.0155,0.3630,0.4090,0.0122,0,0.0063
1783579829.0296,3,-4.9884,18.2439,-4.1861,-0.6578,1.3203,-0.0061,-0.6510,1.1294,-0.0140,0,0.0176
1783579829.0335,2,0.3214,7.8633,-3.8524,-1.3213,2.7323,0.0061,-1.5141,2.5370,-0.0195,0,0.0077
1783579829.0335,4,-4.5956,9.0864,-3.7653,-0.7677,0.4801,-0.0363,-0.8083,0.4786,-0.0443,0,0.0084
1783579829.0338,1,-4.8116,0.3226,-4.0429,-0.7280,-0.6381,0.0153,-0.7534,-0.4459,0.0235,0,0.0178
1783579829.0378,0,7.4958,9.0607,-5.0148,0.5548,0.4625,-0.0146,0.3630,0.4090,0.0122,0,0.0146
1783579829.0378,3,-4.9942,18.2546,-4.1845,-0.6581,1.3173,-0.0061,-0.6513,1.1203,-0.0189,0,0.0060
1783579829.0415,2,0.3107,7.8846,-3.8511,-1.3248,2.7299,0.0051,-1.5141,2.5370,-0.0195,0,0.0157
1783579829.0416,1,-4.8170,0.3178,-4.0427,-0.7284,-0.6355,0.0162,-0.7543,-0.4381,0.0230,0,0.0054
1783579829.0416,4,-4.6022,9.0900,-3.7651,-0.7687,0.4798,-0.0368,-0.8083,0.4786,-0.0443,0,0.0165
1783579829.0453,0,7.5007,9.0646,-5.0161,0.5521,0.4615,-0.0137,0.3548,0.4060,0.0148,0,0.0029
1783579829.0454,3,-5.0001,18.2652,-4.1830,-0.6585,1.3142,-0.0061,-0.6513,1.1203,-0.0189,0,0.0136
1783579829.0495,2,0.3000,7.9058,-3.8498,-1.3284,2.7275,0.0041,-1.5248,2.5299,-0.0236,0,0.0044
1783579829.0497,1,-4.8223,0.3131,-4.0425,-0.7287,-0.6329,0.0171,-0.7543,-0.4381,0.0230,0,0.0135
1783579829.0497,4,-4.6088,9.0935,-3.7650,-0.7697,0.4795,-0.0373,-0.8095,0.4771,-0.0448,0,0.0050
1783579829.0535,0,7.5055,9.0686,-5.0173,0.5494,0.4606,-0.0128,0.3548,0.4060,0.0148,0,0.0111
1783579829.0536,3,-5.0060,18.2758,-4.1816,-0.6588,1.3112,-0.0061,-0.6533,1.1142,-0.0219,0,0.0018
1783579829.0573,1,-4.8277,0.3083,-4.0423,-0.7291,-0.6303,0.0179,-0.7564,-0.4329,0.0226,0,0.0012
1783579829.0574,2,0.2890,7.9277,-3.8490,-1.3321,2.7254,0.0029,-1.5248,2.5299,-0.0236,0,0.0122
1783579829.0574,4,-4.6153,9.0971,-3.7649,-0.7706,0.4792,-0.0378,-0.8095,0.4771,-0.0448,0,0.0127
1783579829.0617,0,7.5104,9.0725,-5.0185,0.5466,0.4597,-0.0118,0.3548,0.4060,0.0148,0,0.0193
1783579829.0618,3,-5.0118,18.2863,-4.1801,-0.6592,1.3081,-0.0062,-0.6533,1.1142,-0.0219,0,0.0100
1783579829.0656,2,0.2780,7.9495,-3.8483,-1.3358,2.7232,0.0017,-1.5321,2.5254,-0.0257,0,0.0004
1783579829.0657,1,-4.8331,0.3036,-4.0421,-0.7294,-0.6277,0.0187,-0.7564,-0.4329,0.0226,0,0.0096
1783579829.0657,4,-4.6219,9.1007,-3.7648,-0.7716,0.4789,-0.0383,-0.8119,0.4767,-0.0450,0,0.0009
1783579829.0696,0,7.5152,9.0764,-5.0197,0.5439,0.4588,-0.0108,0.3494,0.4049,0.0185,0,0.0066
1783579829.0697,3,-5.0177,18.2968,-4.1788,-0.6595,1.3050,-0.0065,-0.6533,1.1142,-0.0219,0,0.0179
1783579829.0736,1,-4.8385,0.2989,-4.0419,-0.7298,-0.6252,0.0194,-0.7564,-0.4329,0.0226,0,0.0175
1783579829.0736,2,0.2670,7.9713,-3.8476,-1.3395,2.7210,0.0004,-1.5321,2.5254,-0.0257,0,0.0084
1783579829.0738,4,-4.6285,9.1042,-3.7647,-0.7726,0.4786,-0.0388,-0.8119,0.4767,-0.0450,0,0.0090
1783579829.0778,0,7.5200,9.0803,-5.0208,0.5411,0.4579,-0.0098,0.3494,0.4049,0.0185,0,0.0148
1783579829.0778,3,-5.0235,18.3073,-4.1774,-0.6598,1.3019,-0.0068,-0.6537,1.1050,-0.0262,0,0.0058
1783579829.0816,4,-4.6350,9.1078,-3.7647,-0.7735,0.4783,-0.0393,-0.8119,0.4767,-0.0450,0,0.0167
1783579829.0817,2,0.2560,7.9931,-3.8470,-1.3432,2.7188,-0.0009,-1.5321,2.5254,-0.0257,0,0.0165
1783579829.0819,1,-4.8439,0.2941,-4.0416,-0.7302,-0.6226,0.0201,-0.7573,-0.4252,0.0220,0,0.0062
1783579829.0857,3,-5.0293,18.3178,-4.1761,-0.6602,1.2988,-0.0072,-0.6537,1.1050,-0.0262,0,0.0136
1783579829.0858,0,7.5247,9.0841,-5.0219,0.5384,0.4569,-0.0088,0.3411,0.4019,0.0208,0,0.0044
1783579829.0897,1,-4.8493,0.2894,-4.0414,-0.7306,-0.6200,0.0207,-0.7573,-0.4252,0.0220,0,0.0139
1783579829.0898,2,0.2450,8.0148,-3.8463,-1.3469,2.7166,-0.0022,-1.5432,2.5188,-0.0277,0,0.0046
1783579829.0899,4,-4.6416,9.1114,-3.7646,-0.7745,0.4780,-0.0398,-0.8130,0.4751,-0.0452,0,0.0046
1783579829.0937,0,7.5294,9.0880,-5.0229,0.5356,0.4560,-0.0076,0.3411,0.4019,0.0208,0,0.0123
1783579829.0938,3,-5.0351,18.3283,-4.1748,-0.6605,1.2957,-0.0077,-0.6557,1.0988,-0.0288,0,0.0016
1783579829.0977,1,-4.8548,0.2848,-4.0412,-0.7310,-0.6174,0.0213,-0.7595,-0.4200,0.0215,0,0.0016
1783579829.0978,2,0.2339,8.0366,-3.8457,-1.3506,2.7144,-0.0036,-1.5432,2.5188,-0.0277,0,0.0126
1783579829.0978,4,-4.6483,9.1149,-3.7638,-0.7755,0.4777,-0.0399,-0.8130,0.4751,-0.0452,0,0.0125
1783579829.1017,0,7.5341,9.0918,-5.0240,0.5329,0.4551,-0.0065,0.3411,0.4019,0.0208,0,0.0203
1783579829.1019,3,-5.0409,18.3387,-4.1736,-0.6608,1.2926,-0.0083,-0.6557,1.0988,-0.0288,0,0.0097
1783579829.1057,1,-4.8598,0.2804,-4.0413,-0.7312,-0.6147,0.0216,-0.7595,-0.4200,0.0215,0,0.0095
1783579829.1057,2,0.2228,8.0583,-3.8451,-1.3542,2.7122,-0.0049,-1.5506,2.5144,-0.0290,0,0.0002
1783579829.1058,4,-4.6549,9.1183,-3.7629,-0.7765,0.4774,-0.0401,-0.8155,0.4748,-0.0461,0,0.0006
1783579829.1098,0,7.5387,9.0957,-5.0250,0.5301,0.4542,-0.0053,0.3356,0.4009,0.0229,0,0.0079
1783579829.1098,3,-5.0467,18.3491,-4.1724,-0.6611,1.2894,-0.0090,-0.6557,1.0988,-0.0288,0,0.0177
1783579829.1137,1,-4.8648,0.2760,-4.0414,-0.7314,-0.6120,0.0220,-0.7595,-0.4200,0.0215,0,0.0175
1783579829.1137,4,-4.6616,9.1218,-3.7621,-0.7774,0.4771,-0.0402,-0.8155,0.4748,-0.0461,0,0.0086
1783579829.1138,2,0.2117,8.0800,-3.8446,-1.3579,2.7099,-0.0062,-1.5506,2.5144,-0.0290,0,0.0083
1783579829.1177,0,7.5433,9.0995,-5.0260,0.5274,0.4532,-0.0041,0.3356,0.4009,0.0229,0,0.0159
1783579829.1178,3,-5.0525,18.3594,-4.1712,-0.6615,1.2863,-0.0097,-0.6561,1.0894,-0.0325,0,0.0058
1783579829.1217,4,-4.6683,9.1253,-3.7613,-0.7784,0.4768,-0.0404,-0.8155,0.4748,-0.0461,0,0.0166
1783579829.1219,1,-4.8699,0.2717,-4.0415,-0.7316,-0.6093,0.0223,-0.7604,-0.4120,0.0215,0,0.0061
1783579829.1219,2,0.2006,8.1017,-3.8440,-1.3616,2.7077,-0.0075,-1.5506,2.5144,-0.0290,0,0.0164
1783579829.1257,0,7.5479,9.1033,-5.0269,0.5246,0.4523,-0.0029,0.3274,0.3980,0.0260,0,0.0043
1783579829.1258,3,-5.0582,18.3698,-4.1701,-0.6618,1.2831,-0.0105,-0.6561,1.0894,-0.0325,0,0.0139
1783579829.1298,1,-4.8750,0.2674,-4.0416,-0.7319,-0.6065,0.0225,-0.7604,-0.4120,0.0215,0,0.0140
1783579829.1298,2,0.1894,8.1234,-3.8435,-1.3653,2.7054,-0.0088,-1.5616,2.5077,-0.0306,0,0.0048
1783579829.1301,4,-4.6749,9.1288,-3.7606,-0.7794,0.4765,-0.0405,-0.8166,0.4733,-0.0486,0,0.0049
1783579829.1337,0,7.5525,9.1071,-5.0286,0.5219,0.4514,-0.0018,0.3274,0.3980,0.0260,0,0.0124
1783579829.1340,3,-5.0644,18.3802,-4.1685,-0.6621,1.2799,-0.0112,-0.6581,1.0831,-0.0348,0,0.0020
1783579829.1376,1,-4.8801,0.2630,-4.0416,-0.7321,-0.6038,0.0227,-0.7627,-0.4065,0.0217,0,0.0019
1783579829.1377,2,0.1783,8.1450,-3.8431,-1.3689,2.7031,-0.0101,-1.5616,2.5077,-0.0306,0,0.0126
1783579829.1378,4,-4.6816,9.1322,-3.7599,-0.7804,0.4762,-0.0407,-0.8166,0.4733,-0.0486,0,0.0126
1783579829.1417,0,7.5571,9.1109,-5.0302,0.5192,0.4504,-0.0008,0.3219,0.3970,0.0286,0,0.0004
1783579829.1418,3,-5.0705,18.3906,-4.1670,-0.6625,1.2767,-0.0120,-0.6581,1.0831,-0.0348,0,0.0099
1783579829.1456,2,0.1671,8.1667,-3.8426,-1.3726,2.7009,-0.0114,-1.5616,2.5077,-0.0306,0,0.0206
1783579829.1458,1,-4.8852,0.2587,-4.0417,-0.7324,-0.6011,0.0229,-0.7627,-0.4065,0.0217,0,0.0101
1783579829.1458,4,-4.6883,9.1357,-3.7592,-0.7813,0.4759,-0.0410,-0.8191,0.4729,-0.0500,0,0.0009
1783579829.1498,0,7.5617,9.1146,-5.0318,0.5165,0.4495,0.0002,0.3219,0.3970,0.0286,0,0.0085
1783579829.1499,3,-5.0766,18.4010,-4.1655,-0.6628,1.2735,-0.0129,-0.6581,1.0831,-0.0348,0,0.0179
1783579829.1538,2,0.1558,8.1883,-3.8422,-1.3763,2.6986,-0.0126,-1.5689,2.5031,-0.0321,0,0.0069
1783579829.1539,1,-4.8904,0.2544,-4.0418,-0.7327,-0.5984,0.0231,-0.7627,-0.4065,0.0217,0,0.0182
1783579829.1540,4,-4.6949,9.1392,-3.7586,-0.7823,0.4756,-0.0412,-0.8191,0.4729,-0.0500,0,0.0091
1783579829.1577,0,7.5663,9.1184,-5.0333,0.5138,0.4485,0.0012,0.3219,0.3970,0.0286,0,0.0164
1783579829.1579,3,-5.0826,18.4113,-4.1640,-0.6631,1.2703,-0.0138,-0.6584,1.0735,-0.0394,0,0.0059
1783579829.1617,1,-4.8955,0.2501,-4.0418,-0.7330,-0.5957,0.0232,-0.7636,-0.3984,0.0219,0,0.0060
1783579829.1618,4,-4.7016,9.1428,-3.7579,-0.7832,0.4753,-0.0415,-0.8191,0.4729,-0.0500,0,0.0169
1783579829.1620,2,0.1446,8.2099,-3.8417,-1.3799,2.6963,-0.0138,-1.5689,2.5031,-0.0321,0,0.0150
1783579829.1657,0,7.5708,9.1221,-5.0348,0.5111,0.4476,0.0023,0.3138,0.3941,0.0333,0,0.0029
1783579829.1658,3,-5.0887,18.4216,-4.1626,-0.6635,1.2671,-0.0147,-0.6584,1.0735,-0.0394,0,0.0138
1783579829.1697,2,0.1333,8.2315,-3.8414,-1.3835,2.6940,-0.0150,-1.5799,2.4963,-0.0329,0,0.0044
1783579829.1701,4,-4.7082,9.1463,-3.7574,-0.7842,0.4750,-0.0419,-0.8201,0.4713,-0.0520,0,0.0047
1783579829.1702,1,-4.9007,0.2458,-4.0418,-0.7333,-0.5930,0.0233,-0.7636,-0.3984,0.0219,0,0.0146
1783579829.1738,0,7.5752,9.1259,-5.0363,0.5084,0.4466,0.0034,0.3138,0.3941,0.0333,0,0.0110
1783579829.1739,3,-5.0947,18.4319,-4.1613,-0.6638,1.2638,-0.0157,-0.6602,1.0671,-0.0423,0,0.0022
1783579829.1777,2,0.1221,8.2531,-3.8410,-1.3872,2.6918,-0.0162,-1.5799,2.4963,-0.0329,0,0.0124
1783579829.1780,1,-4.9060,0.2415,-4.0419,-0.7336,-0.5903,0.0234,-0.7659,-0.3930,0.0219,0,0.0021
1783579829.1780,4,-4.7149,9.1498,-3.7568,-0.7851,0.4747,-0.0423,-0.8201,0.4713,-0.0520,0,0.0127
1783579829.1817,0,7.5797,9.1296,-5.0376,0.5057,0.4457,0.0045,0.3084,0.3931,0.0363,0,0.0003
1783579829.1820,3,-5.1008,18.4421,-4.1600,-0.6641,1.2606,-0.0167,-0.6602,1.0671,-0.0423,0,0.0103
1783579829.1858,1,-4.9112,0.2372,-4.0419,-0.7340,-0.5875,0.0235,-0.7659,-0.3930,0.0219,0,0.0099
1783579829.1859,2,0.1111,8.2747,-3.8398,-1.3907,2.6894,-0.0171,-1.5872,2.4918,-0.0337,0,0.0007
1783579829.1860,4,-4.7215,9.1533,-3.7563,-0.7861,0.4744,-0.0427,-0.8225,0.4709,-0.0531,0,0.0008
1783579829.1898,3,-5.1068,18.4524,-4.1587,-0.6644,1.2574,-0.0177,-0.6602,1.0671,-0.0423,0,0.0181
1783579829.1900,0,7.5841,9.1333,-5.0390,0.5030,0.4447,0.0056,0.3084,0.3931,0.0363,0,0.0086
1783579829.1939,1,-4.9165,0.2330,-4.0419,-0.7343,-0.5848,0.0236,-0.7659,-0.3930,0.0219,0,0.0180
1783579829.1940,4,-4.7281,9.1568,-3.7558,-0.7870,0.4741,-0.0431,-0.8225,0.4709,-0.0531,0,0.0088
1783579829.1941,2,0.1001,8.2963,-3.8387,-1.3941,2.6871,-0.0180,-1.5872,2.4918,-0.0337,0,0.0089
1783579829.1977,0,7.5885,9.1370,-5.0403,0.5002,0.4438,0.0068,0.3084,0.3931,0.0363,0,0.0164
1783579829.1979,3,-5.1128,18.4625,-4.1575,-0.6647,1.2542,-0.0189,-0.6605,1.0574,-0.0462,0,0.0058
1783579829.2017,4,-4.7348,9.1604,-3.7554,-0.7879,0.4738,-0.0436,-0.8225,0.4709,-0.0531,0,0.0165
1783579829.2019,1,-4.9217,0.2287,-4.0419,-0.7347,-0.5821,0.0237,-0.7669,-0.3848,0.0220,0,0.0062
1783579829.2019,2,0.0890,8.3178,-3.8377,-1.3976,2.6848,-0.0189,-1.5872,2.4918,-0.0337,0,0.0167
1783579829.2057,0,7.5928,9.1407,-5.0416,0.4975,0.4428,0.0080,0.3002,0.3903,0.0403,0,0.0042
1783579829.2059,3,-5.1188,18.4727,-4.1563,-0.6650,1.2509,-0.0201,-0.6605,1.0574,-0.0462,0,0.0137
1783579829.2097,1,-4.9270,0.2245,-4.0419,-0.7351,-0.5794,0.0238,-0.7669,-0.3848,0.0220,0,0.0141
1783579829.2099,2,0.0780,8.3394,-3.8366,-1.4011,2.6825,-0.0197,-1.5976,2.4848,-0.0370,0,0.0032
1783579829.2099,4,-4.7414,9.1639,-3.7549,-0.7888,0.4735,-0.0441,-0.8235,0.4693,-0.0545,0,0.0050
1783579829.2139,3,-5.1248,18.4828,-4.1552,-0.6653,1.2477,-0.0213,-0.6624,1.0509,-0.0486,0,0.0022
1783579829.2140,0,7.5971,9.1444,-5.0428,0.4948,0.4419,0.0093,0.3002,0.3903,0.0403,0,0.0125
1783579829.2177,1,-4.9323,0.2202,-4.0419,-0.7355,-0.5767,0.0239,-0.7693,-0.3794,0.0220,0,0.0020
1783579829.2179,2,0.0669,8.3609,-3.8357,-1.4045,2.6802,-0.0205,-1.5976,2.4848,-0.0370,0,0.0112
1783579829.2179,4,-4.7481,9.1675,-3.7545,-0.7897,0.4732,-0.0446,-0.8235,0.4693,-0.0545,0,0.0130
1783579829.2220,3,-5.1307,18.4929,-4.1541,-0.6656,1.2444,-0.0225,-0.6624,1.0509,-0.0486,0,0.0104
1783579829.2222,0,7.6014,9.1480,-5.0440,0.4920,0.4409,0.0106,0.2948,0.3893,0.0428,0,0.0009
1783579829.2260,2,0.0558,8.3824,-3.8347,-1.4080,2.6779,-0.0214,-1.6045,2.4802,-0.0390,0,0.0011
1783579829.2261,1,-4.9373,0.2161,-4.0412,-0.7357,-0.5740,0.0242,-0.7693,-0.3794,0.0220,0,0.0104
1783579829.2262,4,-4.7551,9.1712,-3.7534,-0.7907,0.4729,-0.0449,-0.8259,0.4688,-0.0554,0,0.0014
1783579829.2300,0,7.6057,9.1517,-5.0451,0.4893,0.4400,0.0119,0.2948,0.3893,0.0428,0,0.0087
1783579829.2304,3,-5.1367,18.5030,-4.1530,-0.6659,1.2412,-0.0238,-0.6624,1.0509,-0.0486,0,0.0188
1783579829.2340,1,-4.9422,0.2120,-4.0404,-0.7360,-0.5713,0.0245,-0.7693,-0.3794,0.0220,0,0.0183
1783579829.2341,2,0.0446,8.4039,-3.8338,-1.4115,2.6755,-0.0222,-1.6045,2.4802,-0.0390,0,0.0092
1783579829.2342,4,-4.7621,9.1749,-3.7524,-0.7916,0.4727,-0.0453,-0.8259,0.4688,-0.0554,0,0.0094
1783579829.2381,3,-5.1426,18.5130,-4.1521,-0.6662,1.2379,-0.0252,-0.6627,1.0412,-0.0519,0,0.0061
1783579829.2383,0,7.6099,9.1553,-5.0462,0.4865,0.4390,0.0133,0.2948,0.3893,0.0428,0,0.0170
1783579829.2423,1,-4.9472,0.2079,-4.0397,-0.7363,-0.5686,0.0249,-0.7704,-0.3713,0.0205,0,0.0064
1783579829.2424,4,-4.7691,9.1786,-3.7513,-0.7926,0.4725,-0.0456,-0.8259,0.4688,-0.0554,0,0.0177
1783579829.2426,2,0.0334,8.4254,-3.8329,-1.4149,2.6732,-0.0231,-1.6045,2.4802,-0.0390,0,0.0177
1783579829.2465,0,7.6141,9.1590,-5.0473,0.4837,0.4381,0.0146,0.2865,0.3865,0.0462,0,0.0048
1783579829.2466,3,-5.1485,18.5230,-4.1511,-0.6665,1.2346,-0.0265,-0.6627,1.0412,-0.0519,0,0.0146
1783579829.2505,4,-4.7761,9.1824,-3.7503,-0.7935,0.4723,-0.0460,-0.8267,0.4672,-0.0586,0,0.0056
1783579829.2509,1,-4.9522,0.2039,-4.0390,-0.7366,-0.5659,0.0252,-0.7704,-0.3713,0.0205,0,0.0149
1783579829.2509,2,0.0222,8.4469,-3.8321,-1.4184,2.6709,-0.0240,-1.6149,2.4732,-0.0418,0,0.0050
1783579829.2546,3,-5.1544,18.5330,-4.1502,-0.6668,1.2314,-0.0279,-0.6646,1.0346,-0.0538,0,0.0020
1783579829.2547,0,7.6183,9.1626,-5.0483,0.4810,0.4371,0.0161,0.2865,0.3865,0.0462,0,0.0130
1783579829.2587,2,0.0110,8.4683,-3.8313,-1.4218,2.6686,-0.0249,-1.6149,2.4732,-0.0418,0,0.0128
1783579829.2588,1,-4.9572,0.1998,-4.0383,-0.7370,-0.5631,0.0255,-0.7728,-0.3659,0.0191,0,0.0026
1783579829.2589,4,-4.7831,9.1861,-3.7494,-0.7945,0.4721,-0.0464,-0.8267,0.4672,-0.0586,0,0.0140
1783579829.2629,0,7.6224,9.1665,-5.0482,0.4782,0.4363,0.0179,0.2810,0.3856,0.0483,0,0.0008
1783579829.2629,3,-5.1606,18.5422,-4.1494,-0.6671,1.2278,-0.0293,-0.6646,1.0346,-0.0538,0,0.0103
1783579829.2671,1,-4.9622,0.1957,-4.0376,-0.7373,-0.5604,0.0257,-0.7728,-0.3659,0.0191,0,0.0109
1783579829.2672,2,-0.0003,8.4897,-3.8305,-1.4253,2.6663,-0.0259,-1.6218,2.4686,-0.0434,0,0.0023
1783579829.2673,4,-4.7900,9.1898,-3.7485,-0.7954,0.4718,-0.0468,-0.8290,0.4667,-0.0605,0,0.0023
1783579829.2708,0,7.6265,9.1705,-5.0480,0.4755,0.4355,0.0197,0.2810,0.3856,0.0483,0,0.0087
1783579829.2710,3,-5.1667,18.5515,-4.1487,-0.6674,1.2242,-0.0308,-0.6646,1.0346,-0.0538,0,0.0184
1783579829.2746,1,-4.9673,0.1917,-4.0369,-0.7376,-0.5577,0.0260,-0.7728,-0.3659,0.0191,0,0.0184
1783579829.2747,2,-0.0116,8.5111,-3.8297,-1.4287,2.6639,-0.0268,-1.6218,2.4686,-0.0434,0,0.0098
1783579829.2748,4,-4.7970,9.1936,-3.7476,-0.7963,0.4716,-0.0472,-0.8290,0.4667,-0.0605,0,0.0098
1783579829.2788,0,7.6305,9.1744,-5.0479,0.4728,0.4347,0.0216,0.2810,0.3856,0.0483,0,0.0168
1783579829.2789,3,-5.1728,18.5607,-4.1481,-0.6677,1.2206,-0.0322,-0.6665,1.0278,-0.0562,0,0.0049
1783579829.2827,1,-4.9724,0.1877,-4.0362,-0.7380,-0.5550,0.0262,-0.7754,-0.3604,0.0170,0,0.0061
1783579829.2830,2,-0.0229,8.5325,-3.8290,-1.4322,2.6616,-0.0278,-1.6218,2.4686,-0.0434,0,0.0180
1783579829.2830,4,-4.8039,9.1973,-3.7468,-0.7972,0.4714,-0.0477,-0.8290,0.4667,-0.0605,0,0.0180
1783579829.2867,3,-5.1789,18.5699,-4.1474,-0.6680,1.2170,-0.0337,-0.6665,1.0278,-0.0562,0,0.0128
1783579829.2869,0,7.6345,9.1782,-5.0477,0.4701,0.4338,0.0234,0.2728,0.3827,0.0479,0,0.0060
1783579829.2907,4,-4.8109,9.2010,-3.7461,-0.7981,0.4711,-0.0483,-0.8297,0.4650,-0.0631,0,0.0058
1783579829.2909,1,-4.9775,0.1836,-4.0356,-0.7384,-0.5523,0.0263,-0.7754,-0.3604,0.0170,0,0.0143
1783579829.2909,2,-0.0343,8.5539,-3.8284,-1.4357,2.6593,-0.0287,-1.6322,2.4616,-0.0457,0,0.0057
1783579829.2948,3,-5.1850,18.5791,-4.1468,-0.6683,1.2135,-0.0351,-0.6666,1.0170,-0.0575,0,0.0026
1783579829.2950,0,7.6385,9.1821,-5.0475,0.4673,0.4330,0.0253,0.2728,0.3827,0.0479,0,0.0141
1783579829.2986,2,-0.0457,8.5752,-3.8277,-1.4391,2.6570,-0.0297,-1.6322,2.4616,-0.0457,0,0.0135
1783579829.2988,1,-4.9827,0.1796,-4.0349,-0.7388,-0.5496,0.0264,-0.7766,-0.3523,0.0157,0,0.0020
1783579829.2988,4,-4.8178,9.2047,-3.7453,-0.7990,0.4709,-0.0489,-0.8297,0.4650,-0.0631,0,0.0139
1783579829.3026,0,7.6425,9.1860,-5.0473,0.4646,0.4322,0.0271,0.2673,0.3818,0.0475,0,0.0012
1783579829.3028,3,-5.1911,18.5882,-4.1463,-0.6685,1.2099,-0.0365,-0.6666,1.0170,-0.0575,0,0.0105
1783579829.3067,1,-4.9879,0.1756,-4.0343,-0.7392,-0.5469,0.0265,-0.7766,-0.3523,0.0157,0,0.0099
1783579829.3067,2,-0.0560,8.5965,-3.8259,-1.4423,2.6547,-0.0303,-1.6391,2.4570,-0.0470,0,0.0003
1783579829.3068,4,-4.8247,9.2085,-3.7446,-0.7999,0.4706,-0.0496,-0.8320,0.4645,-0.0646,0,0.0019
1783579829.3107,0,7.6465,9.1898,-5.0471,0.4618,0.4314,0.0289,0.2673,0.3818,0.0475,0,0.0092
1783579829.3108,3,-5.1971,18.5974,-4.1457,-0.6688,1.2063,-0.0379,-0.6666,1.0170,-0.0575,0,0.0186
1783579829.3148,1,-4.9931,0.1716,-4.0337,-0.7396,-0.5442,0.0265,-0.7766,-0.3523,0.0157,0,0.0180
1783579829.3149,2,-0.0664,8.6177,-3.8241,-1.4455,2.6525,-0.0309,-1.6391,2.4570,-0.0470,0,0.0084
1783579829.3150,4,-4.8317,9.2122,-3.7440,-0.8008,0.4704,-0.0503,-0.8320,0.4645,-0.0646,0,0.0100
1783579829.3188,0,7.6504,9.1936,-5.0469,0.4590,0.4305,0.0306,0.2673,0.3818,0.0475,0,0.0173
1783579829.3189,3,-5.2031,18.6065,-4.1452,-0.6691,1.2028,-0.0394,-0.6685,1.0099,-0.0592,0,0.0060
1783579829.3227,1,-4.9983,0.1676,-4.0330,-0.7401,-0.5415,0.0265,-0.7778,-0.3442,0.0138,0,0.0063
1783579829.3228,2,-0.0769,8.6390,-3.8224,-1.4487,2.6502,-0.0314,-1.6391,2.4570,-0.0470,0,0.0163
1783579829.3228,4,-4.8386,9.2159,-3.7433,-0.8017,0.4701,-0.0511,-0.8320,0.4645,-0.0646,0,0.0179
1783579829.3271,0,7.6543,9.1975,-5.0467,0.4562,0.4297,0.0323,0.2590,0.3789,0.0469,0,0.0059
1783579829.3273,3,-5.2091,18.6157,-4.1448,-0.6694,1.1993,-0.0408,-0.6685,1.0099,-0.0592,0,0.0144
1783579829.3308,1,-5.0035,0.1637,-4.0324,-0.7405,-0.5388,0.0264,-0.7778,-0.3442,0.0138,0,0.0143
1783579829.3308,2,-0.0874,8.6602,-3.8207,-1.4519,2.6479,-0.0320,-1.6487,2.4502,-0.0523,0,0.0046
1783579829.3309,4,-4.8455,9.2196,-3.7428,-0.8026,0.4698,-0.0519,-0.8327,0.4628,-0.0666,0,0.0057
1783579829.3349,0,7.6581,9.2012,-5.0464,0.4534,0.4289,0.0338,0.2590,0.3789,0.0469,0,0.0137
1783579829.3349,3,-5.2151,18.6248,-4.1443,-0.6696,1.1958,-0.0422,-0.6687,0.9993,-0.0602,0,0.0024
1783579829.3389,1,-5.0088,0.1597,-4.0318,-0.7410,-0.5362,0.0262,-0.7804,-0.3388,0.0125,0,0.0022
1783579829.3390,4,-4.8524,9.2234,-3.7422,-0.8034,0.4695,-0.0528,-0.8327,0.4628,-0.0666,0,0.0138
1783579829.3391,2,-0.0980,8.6814,-3.8191,-1.4551,2.6457,-0.0327,-1.6487,2.4502,-0.0523,0,0.0129
1783579829.3428,0,7.6619,9.2050,-5.0462,0.4506,0.4280,0.0353,0.2534,0.3781,0.0464,0,0.0012
1783579829.3430,3,-5.2211,18.6338,-4.1439,-0.6699,1.1923,-0.0436,-0.6687,0.9993,-0.0602,0,0.0105
