t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d3_x,d3_y,d3_z,d3_zerr,d3_velxy,d3_arm,d3_nav,d3_mpc,d3_solve_ms,d3_fallback,d3_hover,d3_poserr,d4_x,d4_y,d4_z,d4_zerr,d4_velxy,d4_arm,d4_nav,d4_mpc,d4_solve_ms,d4_fallback,d4_hover,d4_poserr,d5_x,d5_y,d5_z,d5_zerr,d5_velxy,d5_arm,d5_nav,d5_mpc,d5_solve_ms,d5_fallback,d5_hover,d5_poserr,d6_x,d6_y,d6_z,d6_zerr,d6_velxy,d6_arm,d6_nav,d6_mpc,d6_solve_ms,d6_fallback,d6_hover,d6_poserr,d7_x,d7_y,d7_z,d7_zerr,d7_velxy,d7_arm,d7_nav,d7_mpc,d7_solve_ms,d7_fallback,d7_hover,d7_poserr,d8_x,d8_y,d8_z,d8_zerr,d8_velxy,d8_arm,d8_nav,d8_mpc,d8_solve_ms,d8_fallback,d8_hover,d8_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
1.0,-0.115,-0.067,-0.787,4.213,0.021,2,14,0,0.247,0,0,0.053,-0.390,3.100,-1.063,3.937,0.029,0,0,-1,0.000,0,0,0.000,0.089,-2.960,-0.100,4.900,0.013,0,0,0,0.262,0,0,0.073,2.988,-0.044,-0.725,4.275,0.013,0,0,0,0.254,0,0,0.010,-3.105,-0.132,-0.649,4.351,0.005,0,0,0,0.281,0,0,0.063,2.749,2.859,-0.116,4.884,0.006,2,14,-1,0.000,0,0,0.000,-3.251,2.774,0.380,5.380,0.022,0,0,0,0.820,0,0,0.085,2.765,-3.164,-0.567,4.433,0.018,2,14,0,0.256,0,0,0.059,-2.828,-3.209,0.199,5.199,0.030,0,0,0,0.214,0,0,0.106,2.724,0.402,0,0,0.820,0.000,0.000,0.000,0.000
2.0,-0.105,-0.046,-0.757,4.243,0.009,2,14,0,0.231,0,0,0.041,-0.431,3.111,-1.091,3.909,0.040,2,14,0,0.237,0,0,0.137,0.117,-3.006,-0.148,4.852,0.005,2,14,0,0.261,0,1,0.039,2.962,-0.055,-0.777,4.223,0.005,2,14,0,0.230,0,0,0.020,-3.055,-0.096,-0.621,4.379,0.024,2,14,0,0.286,0,0,0.080,2.748,2.843,-0.076,4.924,0.008,2,14,0,0.232,0,1,0.035,-3.257,2.773,0.398,5.398,0.019,2,14,0,0.255,0,0,0.079,2.739,-3.157,-0.545,4.455,0.016,2,14,0,0.441,0,0,0.069,-2.885,-3.176,0.192,5.192,0.010,2,14,0,0.230,0,1,0.065,2.656,0.445,0,0,0.441,0.000,0.000,0.000,0.000
3.0,-0.096,-0.020,-0.765,4.235,0.003,2,14,0,0.236,0,0,0.043,-0.421,3.143,-1.060,3.940,0.036,2,14,0,0.242,0,0,0.136,0.107,-3.028,-0.176,4.824,0.012,2,14,0,0.227,0,1,0.059,2.959,-0.040,-0.819,4.181,0.004,2,14,0,0.265,0,0,0.020,-3.024,-0.076,-0.643,4.357,0.034,2,14,0,0.291,0,0,0.107,2.754,2.841,-0.004,4.996,0.005,2,14,0,0.237,0,1,0.033,-3.262,2.796,0.410,5.410,0.025,2,14,0,0.229,0,1,0.091,2.721,-3.172,-0.537,4.463,0.026,2,14,0,0.234,0,0,0.093,-2.894,-3.159,0.149,5.149,0.004,2,14,0,0.307,0,1,0.051,2.643,0.445,0,0,0.307,0.000,0.000,0.000,0.000
4.0,-0.065,-0.053,-0.819,4.181,0.092,2,14,0,0.232,0,0,0.004,-0.368,3.169,-1.092,3.908,0.101,2,14,0,0.241,0,0,0.105,0.090,-3.010,-0.233,4.767,0.015,2,14,0,0.225,0,1,0.066,2.966,-0.023,-0.835,4.165,0.073,2,14,0,0.275,0,0,0.023,-3.012,-0.067,-0.706,4.294,0.094,2,14,0,0.235,0,0,0.119,2.731,2.843,-0.020,4.980,0.008,2,14,0,0.234,0,1,0.047,-3.267,2.810,0.418,5.418,0.026,2,14,0,0.276,0,1,0.101,2.741,-3.153,-0.566,4.434,0.085,2,14,0,0.341,0,0,0.066,-2.872,-3.126,0.099,5.099,0.010,2,14,0,0.272,0,1,0.014,2.676,0.405,0,0,0.341,0.000,0.000,0.000,0.000
5.0,-0.025,-0.087,-1.453,3.547,0.074,2,14,0,0.248,0,0,0.054,-0.260,3.133,-1.697,3.303,0.088,2,14,0,0.249,0,0,0.051,0.085,-3.032,-0.267,4.733,0.012,2,14,0,0.228,0,1,0.079,3.017,-0.032,-1.445,3.555,0.079,2,14,0,0.271,0,0,0.040,-2.998,-0.125,-1.324,3.676,0.011,2,14,0,0.253,0,0,0.081,2.736,2.835,-0.016,4.984,0.018,2,14,0,0.227,0,1,0.048,-3.244,2.821,0.377,5.377,0.026,2,14,0,0.230,0,1,0.123,2.831,-3.128,-1.278,3.722,0.130,2,14,0,0.307,0,0,0.040,-2.890,-3.121,0.118,5.118,0.014,2,14,0,0.279,0,1,0.021,2.927,0.312,0,0,0.307,0.000,0.000,0.000,0.000
6.0,-0.025,0.002,-2.503,2.497,0.048,2,14,0,0.313,0,0,0.064,-0.140,3.106,-2.720,2.280,0.047,2,14,0,0.296,0,0,0.154,0.024,-3.045,-0.259,4.741,0.055,2,14,0,0.238,0,1,0.139,3.053,0.036,-2.471,2.529,0.051,2,14,0,0.353,0,0,0.109,-3.015,-0.183,-2.327,2.673,0.069,2,14,0,0.361,0,0,0.046,2.757,2.906,-0.143,4.857,0.069,2,14,0,0.292,0,1,0.039,-3.243,2.831,0.352,5.352,0.074,2,14,0,0.234,0,1,0.132,2.862,-2.997,-2.318,2.682,0.073,2,14,0,0.285,0,0,0.134,-2.832,-3.072,0.091,5.091,0.090,2,14,0,0.300,0,1,0.055,2.878,0.296,0,0,0.361,0.000,0.000,0.000,0.000
7.0,-0.042,0.050,-3.632,1.368,0.025,2,14,0,0.181,0,0,0.102,-0.152,3.072,-3.915,1.085,0.059,2,14,0,0.296,0,0,0.145,0.111,-2.973,-0.497,4.503,0.064,2,14,0,0.263,0,1,0.048,3.000,-0.018,-3.560,1.440,0.031,2,14,0,0.341,0,0,0.032,-3.080,-0.203,-3.493,1.507,0.067,2,14,0,0.283,0,0,0.032,2.778,2.922,-0.728,4.272,0.012,2,14,0,0.330,0,0,0.054,-3.295,2.813,-0.022,4.978,0.072,2,14,0,0.232,0,1,0.092,2.871,-2.993,-3.498,1.502,0.031,2,14,0,0.287,0,0,0.144,-2.865,-3.059,-0.328,4.672,0.031,2,14,0,0.264,0,1,0.054,2.978,0.349,0,0,0.341,0.000,0.000,0.000,0.000
8.0,-0.008,0.038,-4.461,0.539,0.054,2,14,0,0.180,0,0,0.104,-0.188,3.039,-4.891,0.109,0.077,2,14,0,0.193,0,0,0.121,0.172,-2.926,-1.566,3.434,0.012,2,14,0,0.232,0,0,0.069,2.945,-0.060,-4.528,0.472,0.038,2,14,0,0.206,0,0,0.038,-3.125,-0.177,-4.487,0.513,0.009,2,14,0,0.175,0,0,0.065,2.771,2.842,-1.973,3.027,0.079,2,14,0,0.330,0,0,0.028,-3.283,2.776,-0.549,4.451,0.042,2,14,0,0.230,0,1,0.065,2.770,-3.078,-4.552,0.448,0.086,2,14,0,0.223,0,0,0.044,-2.795,-3.135,-1.151,3.849,0.088,2,14,0,0.540,0,0,0.079,2.955,0.361,0,0,0.540,0.000,0.000,0.000,0.000
9.0,-0.085,-0.008,-4.748,0.252,0.104,2,14,0,0.317,0,0,0.047,-0.248,3.085,-5.181,-0.181,0.108,2,14,0,0.183,0,0,0.052,0.170,-2.973,-2.923,2.077,0.063,2,14,0,0.300,0,0,0.025,2.845,-0.106,-4.896,0.104,0.039,2,14,0,0.181,0,0,0.147,-3.147,-0.164,-4.821,0.179,0.012,2,14,0,0.180,0,0,0.089,2.755,2.926,-3.305,1.695,0.018,2,14,0,0.231,0,0,0.058,-3.309,2.701,-1.813,3.187,0.066,2,14,0,0.236,0,0,0.024,2.762,-3.151,-4.884,0.116,0.065,2,14,0,0.173,0,0,0.048,-2.818,-3.076,-2.559,2.441,0.047,2,14,0,0.275,0,0,0.065,2.935,0.430,0,0,0.317,0.000,0.000,0.000,0.000
10.0,-0.084,-0.131,-4.846,0.154,0.080,2,14,0,0.176,0,0,0.083,-0.435,3.130,-5.311,-0.311,0.098,2,14,0,0.156,0,0,0.143,0.214,-2.976,-4.042,0.958,0.024,2,14,0,0.177,0,0,0.063,2.844,-0.150,-4.982,0.018,0.030,2,14,0,0.158,0,0,0.172,-3.105,-0.155,-4.953,0.047,0.047,2,14,0,0.178,0,0,0.051,2.775,2.832,-4.137,0.863,0.053,2,14,0,0.226,0,0,0.037,-3.336,2.634,-3.237,1.763,0.043,2,14,0,0.285,0,0,0.092,2.754,-3.228,-5.069,-0.069,0.040,2,14,0,0.180,0,0,0.121,-2.896,-2.999,-3.883,1.117,0.061,2,14,0,0.239,0,0,0.115,2.751,0.497,0,0,0.285,0.000,0.000,0.000,0.000
