t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
184.0,-0.078,0.596,0.461,5.461,0.015,1,14,0,0.269,0,1,6.296,nan,16.478,0,0,0.269,-14.209,9.071,-1.361,-0.631
185.0,-0.093,0.574,0.422,5.422,0.018,1,14,0,0.269,0,1,6.296,nan,17.269,0,0,0.269,-15.518,8.340,-1.251,-0.828
186.0,-0.054,0.555,0.392,5.392,0.019,1,14,0,0.269,0,1,6.296,nan,18.008,0,0,0.269,-16.702,7.422,-1.113,-1.005
187.0,-0.039,0.582,0.310,5.310,0.012,1,14,0,0.269,0,1,6.296,nan,18.609,0,0,0.269,-17.736,6.337,-0.951,-1.160
188.0,-0.091,0.590,0.317,5.317,0.009,1,14,0,0.269,0,1,6.296,nan,19.049,0,0,0.269,-18.596,5.110,-0.766,-1.289
189.0,-0.086,0.623,0.364,5.364,0.007,1,14,0,0.269,0,1,6.296,nan,19.433,0,0,0.269,-19.263,3.768,-0.565,-1.389
190.0,-0.085,0.624,0.390,5.390,0.010,1,14,0,0.269,0,1,6.296,nan,19.712,0,0,0.269,-19.722,2.341,-0.351,-1.458
191.0,-0.046,0.665,0.434,5.434,0.023,1,14,0,0.269,0,1,6.296,nan,19.918,0,0,0.269,-19.963,0.862,-0.129,-1.494
192.0,-0.027,0.676,0.465,5.465,0.025,1,14,0,0.269,0,1,6.296,nan,19.996,0,0,0.269,-19.980,-0.636,0.095,-1.497
193.0,-0.042,0.667,0.426,5.426,0.024,1,14,0,0.269,0,1,6.296,nan,19.926,0,0,0.269,-19.773,-2.120,0.318,-1.466
194.0,-0.068,0.686,0.363,5.363,0.031,1,14,0,0.269,0,1,6.296,nan,19.739,0,0,0.269,-19.346,-3.557,0.534,-1.402
195.0,-0.024,0.668,0.321,5.321,0.024,1,14,0,0.269,0,1,6.296,nan,19.502,0,0,0.269,-18.709,-4.914,0.737,-1.306
196.0,-0.029,0.627,0.365,5.365,0.009,1,14,0,0.269,0,1,6.296,nan,19.095,0,0,0.269,-17.877,-6.160,0.924,-1.182
197.0,-0.057,0.639,0.433,5.433,0.012,1,14,0,0.269,0,1,6.296,nan,18.578,0,0,0.269,-16.868,-7.268,1.090,-1.030
198.0,-0.012,0.621,0.396,5.396,0.013,1,14,0,0.269,0,1,6.296,nan,18.009,0,0,0.269,-15.705,-8.213,1.232,-0.856
199.0,-0.019,0.622,0.448,5.448,0.012,1,14,0,0.269,0,1,6.296,nan,17.299,0,0,0.269,-14.414,-8.973,1.346,-0.662
200.0,0.058,0.648,0.383,5.383,0.032,1,14,0,0.269,0,1,6.296,nan,16.576,0,0,0.269,-13.023,-9.532,1.430,-0.453
