t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d3_x,d3_y,d3_z,d3_zerr,d3_velxy,d3_arm,d3_nav,d3_mpc,d3_solve_ms,d3_fallback,d3_hover,d3_poserr,d4_x,d4_y,d4_z,d4_zerr,d4_velxy,d4_arm,d4_nav,d4_mpc,d4_solve_ms,d4_fallback,d4_hover,d4_poserr,d5_x,d5_y,d5_z,d5_zerr,d5_velxy,d5_arm,d5_nav,d5_mpc,d5_solve_ms,d5_fallback,d5_hover,d5_poserr,d6_x,d6_y,d6_z,d6_zerr,d6_velxy,d6_arm,d6_nav,d6_mpc,d6_solve_ms,d6_fallback,d6_hover,d6_poserr,d7_x,d7_y,d7_z,d7_zerr,d7_velxy,d7_arm,d7_nav,d7_mpc,d7_solve_ms,d7_fallback,d7_hover,d7_poserr,d8_x,d8_y,d8_z,d8_zerr,d8_velxy,d8_arm,d8_nav,d8_mpc,d8_solve_ms,d8_fallback,d8_hover,d8_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
1.0,0.190,0.121,-0.559,4.441,0.023,2,14,-1,0.000,0,0,0.000,0.168,2.975,-0.514,4.486,0.033,2,14,0,0.287,0,0,0.068,-0.232,-3.117,-0.497,4.503,0.039,2,14,-1,0.000,0,0,0.000,2.847,-0.088,-0.036,4.964,0.027,2,14,0,0.243,0,0,0.045,-3.033,0.116,0.433,5.433,0.015,2,14,0,0.554,0,0,0.054,3.036,3.042,-0.823,4.177,0.013,0,0,0,0.228,0,0,0.078,-2.916,3.139,-1.105,3.895,0.008,2,14,0,0.229,0,0,0.031,3.135,-2.922,0.810,5.810,0.003,2,14,0,0.232,0,1,0.049,-3.203,-3.132,-1.526,3.474,0.007,2,14,0,0.265,0,0,0.016,2.716,0.260,0,0,0.554,0.000,0.000,0.000,0.000
2.0,0.233,0.153,-0.497,4.503,0.023,2,14,0,0.237,0,0,0.058,0.177,2.985,-0.520,4.480,0.028,2,14,0,0.281,0,0,0.080,-0.216,-3.098,-0.543,4.457,0.030,2,14,0,0.244,0,0,0.096,2.890,-0.110,-0.055,4.945,0.019,2,14,0,0.240,0,0,0.037,-3.079,0.098,0.431,5.431,0.014,2,14,0,0.244,0,0,0.052,3.039,3.043,-0.864,4.136,0.006,2,14,0,0.374,0,0,0.075,-2.947,3.115,-1.130,3.870,0.019,2,14,0,0.255,0,0,0.009,3.122,-2.909,0.781,5.781,0.007,2,14,0,0.483,0,1,0.044,-3.164,-3.147,-1.476,3.524,0.008,2,14,0,0.230,0,0,0.051,2.707,0.279,0,0,0.483,0.000,0.000,0.000,0.000
3.0,0.224,0.153,-0.510,4.490,0.043,2,14,0,0.240,0,0,0.058,0.138,2.971,-0.543,4.457,0.012,2,14,0,0.291,0,0,0.039,-0.199,-3.090,-0.564,4.436,0.027,2,14,0,0.318,0,0,0.103,2.893,-0.107,-0.103,4.897,0.014,2,14,0,0.256,0,0,0.039,-3.094,0.086,0.390,5.390,0.012,2,14,0,0.245,0,0,0.058,3.044,3.017,-0.889,4.111,0.002,2,14,0,0.235,0,0,0.095,-2.955,3.113,-1.128,3.872,0.011,2,14,0,0.254,0,0,0.018,3.111,-2.878,0.703,5.703,0.024,2,14,0,0.234,0,0,0.067,-3.155,-3.127,-1.401,3.599,0.029,2,14,0,0.225,0,0,0.050,2.712,0.271,0,0,0.318,0.000,0.000,0.000,0.000
4.0,0.206,0.157,-0.732,4.268,0.081,2,14,0,0.418,0,0,0.068,0.112,2.948,-0.586,4.414,0.067,2,14,0,0.231,0,0,0.014,-0.221,-3.079,-0.618,4.382,0.047,2,14,0,0.244,0,0,0.078,2.925,-0.085,-0.215,4.785,0.085,2,14,0,0.235,0,0,0.079,-3.057,0.112,0.301,5.301,0.106,2,14,0,0.477,0,0,0.054,3.065,3.014,-0.988,4.012,0.103,2,14,0,0.259,0,0,0.091,-2.910,3.102,-1.212,3.788,0.092,2,14,0,0.277,0,0,0.031,3.184,-2.835,0.589,5.589,0.089,2,14,0,0.535,0,0,0.139,-3.127,-3.127,-1.624,3.376,0.063,2,14,0,0.231,0,0,0.078,2.779,0.259,0,0,0.535,0.000,0.000,0.000,0.000
5.0,0.279,0.094,-1.664,3.336,0.029,2,14,0,0.270,0,0,0.046,0.124,2.994,-1.499,3.501,0.090,2,14,0,0.266,0,0,0.039,-0.155,-2.986,-1.448,3.552,0.144,2,14,0,0.240,0,0,0.135,2.960,-0.029,-1.075,3.925,0.095,2,14,0,0.237,0,0,0.143,-2.991,0.102,-0.535,4.465,0.064,2,14,0,0.250,0,0,0.063,3.094,3.065,-1.896,3.104,0.097,2,14,0,0.260,0,0,0.039,-2.848,3.177,-2.118,2.882,0.099,2,14,0,0.232,0,0,0.105,3.212,-2.862,-0.202,4.798,0.033,2,14,0,0.313,0,0,0.146,-3.222,-3.072,-2.614,2.386,0.098,2,14,0,0.257,0,0,0.048,2.748,0.294,0,0,0.313,0.000,0.000,0.000,0.000
6.0,0.340,0.100,-2.786,2.214,0.048,2,14,0,0.292,0,0,0.112,0.080,3.072,-2.662,2.338,0.015,2,14,0,0.358,0,0,0.114,-0.233,-2.880,-2.514,2.486,0.080,2,14,0,0.296,0,0,0.158,2.864,-0.036,-2.031,2.969,0.070,2,14,0,0.265,0,0,0.095,-2.954,0.118,-1.662,3.338,0.027,2,14,0,0.433,0,0,0.103,3.139,3.103,-3.013,1.987,0.019,2,14,0,0.533,0,0,0.053,-2.891,3.227,-3.258,1.742,0.042,2,14,0,0.354,0,0,0.121,3.135,-2.936,-1.314,3.686,0.099,2,14,0,0.257,0,0,0.044,-3.226,-3.011,-3.698,1.302,0.011,2,14,0,0.310,0,0,0.107,2.638,0.354,0,0,0.533,0.000,0.000,0.000,0.000
7.0,0.283,-0.023,-4.016,0.984,0.081,2,14,0,0.181,0,0,0.129,0.177,3.051,-3.898,1.102,0.045,2,14,0,0.175,0,0,0.118,-0.360,-2.880,-3.759,1.241,0.087,2,14,0,0.199,0,0,0.169,2.783,-0.167,-3.253,1.747,0.098,2,14,0,0.210,0,0,0.085,-3.031,0.080,-2.932,2.068,0.060,2,14,0,0.186,0,0,0.023,3.170,3.058,-4.213,0.787,0.012,2,14,0,0.181,0,0,0.096,-2.998,3.194,-4.467,0.533,0.082,2,14,0,0.436,0,0,0.095,3.160,-3.006,-2.593,2.407,0.068,2,14,0,0.175,0,0,0.093,-3.198,-3.032,-4.908,0.092,0.044,2,14,0,0.211,0,0,0.084,2.617,0.379,0,0,0.436,0.000,0.000,0.000,0.000
8.0,0.194,0.013,-4.608,0.392,0.071,2,14,0,0.225,0,0,0.089,0.141,2.931,-4.525,0.475,0.090,2,14,0,0.209,0,0,0.048,-0.348,-3.021,-4.386,0.614,0.107,2,14,0,0.214,0,0,0.067,2.864,-0.214,-4.078,0.922,0.048,2,14,0,0.189,0,0,0.084,-3.040,0.023,-3.572,1.428,0.031,2,14,0,0.177,0,0,0.040,3.186,3.143,-5.015,-0.015,0.041,2,14,0,0.179,0,0,0.108,-3.021,3.121,-5.198,-0.198,0.069,2,14,0,0.177,0,0,0.084,3.115,-2.988,-3.313,1.687,0.061,2,14,0,0.186,0,0,0.051,-3.143,-3.067,-5.510,-0.510,0.050,2,14,0,0.194,0,0,0.078,2.732,0.348,0,0,0.225,0.000,0.000,0.000,0.000
9.0,0.195,0.074,-4.783,0.217,0.055,2,14,0,0.184,0,0,0.040,0.096,2.898,-4.632,0.368,0.052,2,14,0,0.206,0,0,0.061,-0.332,-3.160,-4.645,0.355,0.093,2,14,0,0.187,0,0,0.139,2.865,-0.205,-4.336,0.664,0.005,2,14,0,0.204,0,0,0.075,-3.034,-0.004,-3.784,1.216,0.019,2,14,0,0.190,0,0,0.068,3.102,3.170,-5.216,-0.216,0.077,2,14,0,0.180,0,0,0.071,-3.033,3.082,-5.414,-0.414,0.039,2,14,0,0.149,0,0,0.102,3.057,-2.935,-3.591,1.409,0.062,2,14,0,0.152,0,0,0.035,-3.191,-3.149,-5.737,-0.737,0.076,2,14,0,0.173,0,0,0.036,2.721,0.369,0,0,0.206,0.000,0.000,0.000,0.000
10.0,0.165,0.083,-4.905,0.095,0.033,2,14,0,0.186,0,0,0.063,0.062,2.889,-4.736,0.264,0.025,2,14,0,0.183,0,0,0.082,-0.313,-3.216,-4.790,0.210,0.020,2,14,0,0.175,0,0,0.189,2.868,-0.158,-4.460,0.540,0.025,2,14,0,0.179,0,0,0.028,-3.106,0.059,-3.878,1.122,0.044,2,14,0,0.251,0,0,0.064,2.978,3.175,-5.247,-0.247,0.058,2,14,0,0.151,0,0,0.130,-3.031,3.013,-5.484,-0.484,0.031,2,14,0,0.178,0,0,0.140,3.074,-2.959,-3.635,1.365,0.018,2,14,0,0.187,0,0,0.023,-3.212,-3.234,-5.831,-0.831,0.041,2,14,0,0.189,0,0,0.118,2.751,0.380,0,0,0.251,0.000,0.000,0.000,0.000
