t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d0_planratio,d0_clipn,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d1_planratio,d1_clipn,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d2_planratio,d2_clipn,d3_x,d3_y,d3_z,d3_zerr,d3_velxy,d3_arm,d3_nav,d3_mpc,d3_solve_ms,d3_fallback,d3_hover,d3_poserr,d3_planratio,d3_clipn,d4_x,d4_y,d4_z,d4_zerr,d4_velxy,d4_arm,d4_nav,d4_mpc,d4_solve_ms,d4_fallback,d4_hover,d4_poserr,d4_planratio,d4_clipn,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
11.0,-1.782,1.233,-4.960,0.040,0.114,2,14,0,0.405,0,0,3.027,0.3278,0,0.694,2.920,-5.207,-0.207,0.138,2,14,0,0.334,0,0,0.105,0.1961,0,0.527,-2.982,-5.390,-0.390,0.246,2,14,0,0.590,0,0,0.394,0.2079,0,2.954,0.044,-5.288,-0.288,0.068,2,14,0,0.308,0,0,0.162,0.0377,0,-1.567,-0.956,-4.640,0.360,0.118,2,14,0,0.456,0,0,2.625,0.3410,0,2.223,3.065,0,0,0.590,0.000,0.000,0.000,0.000
12.0,-1.938,1.128,-5.001,-0.001,0.205,2,14,0,0.407,0,1,2.908,0.3278,0,0.786,2.896,-5.233,-0.233,0.098,2,14,0,0.312,0,0,0.033,0.1961,0,0.769,-2.888,-5.392,-0.392,0.278,2,14,0,0.334,0,0,0.156,0.2079,0,2.925,0.064,-5.326,-0.326,0.050,2,14,0,0.318,0,0,0.192,0.0377,0,-1.446,-0.889,-4.632,0.368,0.174,2,14,0,0.412,0,1,2.600,0.3410,0,2.109,2.932,0,0,0.412,0.000,0.000,0.000,0.000
13.0,-2.083,1.045,-4.971,0.029,0.131,2,14,0,0.395,0,1,2.814,0.3278,0,0.888,2.955,-5.191,-0.191,0.066,2,14,0,0.622,0,0,0.094,0.1961,0,1.039,-2.788,-5.373,-0.373,0.200,2,14,0,0.341,0,0,0.188,0.2079,0,2.879,-0.045,-5.344,-0.344,0.102,2,14,0,0.324,0,0,0.135,0.0377,0,-1.361,-0.841,-4.652,0.348,0.110,2,14,0,0.375,0,1,2.588,0.3410,0,2.045,2.829,0,0,0.622,0.000,0.000,0.000,0.000
14.0,-2.223,1.055,-5.057,-0.057,0.117,2,14,0,0.423,0,0,2.824,0.3278,0,0.969,2.968,-5.258,-0.258,0.011,2,14,0,0.313,0,0,0.178,0.1961,0,1.151,-2.781,-5.410,-0.410,0.022,2,14,0,0.352,0,0,0.281,0.2079,0,2.932,-0.145,-5.318,-0.318,0.106,2,14,0,0.391,0,0,0.070,0.0377,0,-1.250,-0.887,-4.677,0.323,0.072,2,14,0,0.451,0,0,2.677,0.3410,0,2.205,2.900,0,0,0.451,0.000,0.000,0.000,0.000
15.0,-2.472,0.875,-5.027,-0.027,0.465,2,14,0,0.447,0,0,2.666,0.3278,0,0.900,2.962,-5.175,-0.175,0.084,2,14,0,0.318,0,0,0.112,0.1961,0,1.024,-2.776,-5.461,-0.461,0.133,2,14,0,0.376,0,0,0.192,0.2079,0,2.948,-0.259,-5.321,-0.321,0.066,2,14,0,0.310,0,0,0.151,0.0377,0,-1.180,-0.660,-4.697,0.303,0.368,2,14,0,0.540,0,0,2.506,0.3410,0,2.033,2.725,0,0,0.540,0.000,0.000,0.000,0.000
16.0,-2.758,0.526,-5.033,-0.033,0.275,2,14,0,0.424,0,1,2.368,0.3278,0,0.788,2.964,-5.175,-0.175,0.090,2,14,0,0.311,0,0,0.039,0.1961,0,0.847,-2.792,-5.364,-0.364,0.172,2,14,0,0.317,0,0,0.155,0.2079,0,3.066,-0.266,-5.302,-0.302,0.077,2,14,0,0.311,0,0,0.166,0.0377,0,-1.160,-0.389,-4.645,0.355,0.176,2,14,0,0.377,0,1,2.280,0.3410,0,1.881,2.497,0,0,0.424,0.000,0.000,0.000,0.000
17.0,-2.850,0.413,-4.970,0.030,0.146,2,14,0,0.409,0,1,2.287,0.3278,0,0.690,2.928,-5.237,-0.237,0.064,2,14,0,0.329,0,0,0.104,0.1961,0,0.682,-2.846,-5.364,-0.364,0.123,2,14,0,0.382,0,0,0.248,0.2079,0,3.097,-0.192,-5.275,-0.275,0.080,2,14,0,0.309,0,0,0.129,0.0377,0,-1.135,-0.288,-4.629,0.371,0.119,2,14,0,0.526,0,1,2.210,0.3410,0,1.884,2.425,0,0,0.526,0.000,0.000,0.000,0.000
18.0,-2.878,0.259,-4.982,0.018,0.118,2,14,0,0.443,0,1,2.146,0.3278,0,0.661,2.937,-5.240,-0.240,0.025,2,14,0,0.495,0,0,0.135,0.1961,0,0.661,-2.955,-5.416,-0.416,0.070,2,14,0,0.330,0,0,0.257,0.2079,0,3.110,-0.118,-5.349,-0.349,0.081,2,14,0,0.311,0,0,0.115,0.0377,0,-1.102,-0.261,-4.717,0.283,0.102,2,14,0,0.557,0,1,2.206,0.3410,0,1.869,2.419,0,0,0.557,0.000,0.000,0.000,0.000
19.0,-2.910,0.139,-5.014,-0.014,0.125,2,14,0,0.707,0,1,2.048,0.3278,0,0.711,2.926,-5.283,-0.283,0.071,2,14,0,0.313,0,0,0.086,0.1961,0,0.756,-3.009,-5.482,-0.482,0.091,2,14,0,0.308,0,0,0.177,0.2079,0,2.995,-0.090,-5.412,-0.412,0.097,2,14,0,0.316,0,0,0.024,0.0377,0,-1.124,-0.134,-4.717,0.283,0.120,2,14,0,0.350,0,1,2.090,0.3410,0,1.830,2.301,0,0,0.707,0.000,0.000,0.000,0.000
20.0,-2.922,0.081,-5.012,-0.012,0.100,2,14,0,0.436,0,1,1.997,0.3278,0,0.767,2.925,-5.251,-0.251,0.089,2,14,0,0.316,0,0,0.031,0.1961,0,0.765,-2.967,-5.448,-0.448,0.090,2,14,0,0.436,0,0,0.154,0.2079,0,2.972,-0.010,-5.364,-0.364,0.050,2,14,0,0.313,0,0,0.107,0.0377,0,-1.136,0.043,-4.710,0.290,0.126,2,14,0,0.360,0,1,1.944,0.3410,0,1.812,2.150,0,0,0.436,0.000,0.000,0.000,0.000
21.0,-2.930,-0.049,-4.986,0.014,0.124,2,14,0,0.373,0,1,1.880,0.3278,0,0.861,2.898,-5.254,-0.254,0.066,2,14,0,0.325,0,0,0.070,0.1961,0,0.896,-2.937,-5.384,-0.384,0.103,2,14,0,0.311,0,0,0.019,0.2079,0,2.976,-0.030,-5.285,-0.285,0.033,2,14,0,0.311,0,0,0.088,0.0377,0,-1.194,0.213,-4.592,0.408,0.130,2,14,0,0.416,0,1,1.777,0.3410,0,1.799,1.980,0,0,0.416,0.000,0.000,0.000,0.000
