t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
137.0,-6.514,9.701,-5.035,-0.035,1.580,2,14,0,0.144,0,0,0.295,nan,0.347,0,0,0.144,-6.766,9.463,-1.419,0.485
138.0,-8.094,9.979,-5.000,0.000,1.579,2,14,0,0.142,0,0,0.233,nan,0.185,0,0,0.142,-8.216,9.840,-1.476,0.268
139.0,-9.548,10.102,-5.062,-0.062,1.544,2,14,0,0.152,0,0,0.181,nan,0.191,0,0,0.152,-9.707,9.996,-1.499,0.044
140.0,-11.126,10.144,-5.012,-0.012,1.541,2,14,0,0.143,0,0,0.317,nan,0.230,0,0,0.143,-11.204,9.927,-1.489,-0.181
141.0,-12.655,9.960,-5.012,-0.012,1.531,2,14,0,0.140,0,0,0.448,nan,0.325,0,0,0.140,-12.674,9.636,-1.445,-0.401
142.0,-14.071,9.451,-4.994,0.006,1.523,2,14,0,0.143,0,0,0.452,nan,0.323,0,0,0.143,-14.084,9.128,-1.369,-0.613
143.0,-15.351,8.725,-4.959,0.041,1.570,2,14,0,0.143,0,0,0.425,nan,0.313,0,0,0.143,-15.402,8.416,-1.262,-0.810
144.0,-16.542,7.753,-4.989,0.011,1.620,2,14,0,0.147,0,0,0.365,nan,0.246,0,0,0.147,-16.599,7.514,-1.127,-0.990
145.0,-17.602,6.607,-4.997,0.003,1.658,2,14,0,0.155,0,0,0.313,nan,0.170,0,0,0.155,-17.647,6.443,-0.966,-1.147
146.0,-18.392,5.257,-4.999,0.001,1.676,2,14,0,0.532,0,0,0.154,nan,0.136,0,0,0.532,-18.524,5.228,-0.784,-1.279
147.0,-19.176,3.791,-5.020,-0.020,1.667,2,14,0,0.150,0,0,0.206,nan,0.110,0,0,0.150,-19.210,3.896,-0.584,-1.382
148.0,-19.848,2.349,-5.041,-0.041,1.603,2,14,0,0.156,0,0,0.410,nan,0.204,0,0,0.156,-19.689,2.475,-0.371,-1.453
149.0,-20.261,0.876,-5.047,-0.047,1.558,2,14,0,0.144,0,0,0.560,nan,0.335,0,0,0.144,-19.950,1.000,-0.150,-1.492
150.0,-20.283,-0.663,-5.033,-0.033,1.558,2,14,0,0.145,0,0,0.556,nan,0.338,0,0,0.145,-19.988,-0.498,0.075,-1.498
151.0,-19.968,-2.187,-4.931,0.069,1.593,2,14,0,0.141,0,0,0.441,nan,0.262,0,0,0.141,-19.801,-1.985,0.298,-1.470
152.0,-19.427,-3.672,-5.018,-0.018,1.615,2,14,0,0.143,0,0,0.335,nan,0.247,0,0,0.143,-19.394,-3.428,0.514,-1.409
153.0,-18.666,-5.089,-5.026,-0.026,1.624,2,14,0,0.150,0,0,0.266,nan,0.315,0,0,0.150,-18.777,-4.793,0.719,-1.316
154.0,-17.802,-6.407,-5.009,-0.009,1.571,2,14,0,0.146,0,0,0.296,nan,0.391,0,0,0.146,-17.962,-6.051,0.908,-1.194
155.0,-16.818,-7.593,-4.998,0.002,1.529,2,14,0,0.142,0,0,0.359,nan,0.447,0,0,0.142,-16.968,-7.173,1.076,-1.045
156.0,-15.674,-8.579,-4.984,0.016,1.506,2,14,0,0.152,0,0,0.392,nan,0.468,0,0,0.152,-15.818,-8.133,1.220,-0.873
157.0,-14.334,-9.282,-4.956,0.044,1.522,2,14,0,0.144,0,0,0.306,nan,0.423,0,0,0.144,-14.537,-8.911,1.337,-0.681
158.0,-12.959,-9.891,-5.007,-0.007,1.531,2,14,0,0.155,0,0,0.339,nan,0.447,0,0,0.155,-13.155,-9.489,1.423,-0.473
159.0,-11.497,-10.319,-4.987,0.013,1.565,2,14,0,0.151,0,0,0.405,nan,0.508,0,0,0.151,-11.701,-9.854,1.478,-0.255
160.0,-9.930,-10.481,-4.955,0.045,1.590,2,14,0,0.178,0,0,0.420,nan,0.559,0,0,0.178,-10.209,-9.998,1.500,-0.031
161.0,-8.341,-10.304,-4.923,0.077,1.617,2,14,0,0.158,0,0,0.343,nan,0.537,0,0,0.158,-8.713,-9.917,1.488,0.193
162.0,-6.767,-9.890,-5.011,-0.011,1.618,2,14,0,0.153,0,0,0.300,nan,0.553,0,0,0.153,-7.246,-9.613,1.442,0.413
163.0,-5.370,-9.319,-4.977,0.023,1.573,2,14,0,0.143,0,0,0.267,nan,0.521,0,0,0.143,-5.840,-9.094,1.364,0.624
164.0,-3.947,-8.562,-5.039,-0.039,1.556,2,14,0,0.144,0,0,0.338,nan,0.611,0,0,0.144,-4.528,-8.370,1.255,0.821
165.0,-2.679,-7.640,-4.951,0.049,1.497,2,14,0,0.146,0,0,0.412,nan,0.684,0,0,0.146,-3.338,-7.458,1.119,0.999
166.0,-1.633,-6.649,-5.022,-0.022,1.475,2,14,0,0.147,0,0,0.460,nan,0.719,0,0,0.147,-2.299,-6.379,0.957,1.155
167.0,-0.738,-5.442,-4.990,0.010,1.505,2,14,0,0.150,0,0,0.495,nan,0.750,0,0,0.150,-1.432,-5.156,0.773,1.285
168.0,-0.132,-4.026,-5.039,-0.039,1.572,2,14,0,0.145,0,0,0.402,nan,0.659,0,0,0.145,-0.758,-3.818,0.573,1.386
