t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
169.0,0.276,-2.499,-5.021,-0.021,1.613,2,14,0,0.142,0,0,0.318,nan,0.576,0,0,0.142,-0.291,-2.394,0.359,1.456
170.0,0.423,-0.878,-5.035,-0.035,1.617,2,14,0,0.178,0,0,0.229,nan,0.466,0,0,0.178,-0.042,-0.916,0.137,1.494
171.0,0.485,0.713,-5.024,-0.024,1.580,2,14,0,0.144,0,0,0.309,nan,0.519,0,0,0.144,-0.017,0.582,-0.087,1.497
172.0,0.375,2.255,-5.021,-0.021,1.538,2,14,0,0.143,0,0,0.417,nan,0.620,0,0,0.143,-0.216,2.068,-0.310,1.468
173.0,-0.041,3.735,-5.001,-0.001,1.525,2,14,0,0.152,0,0,0.442,nan,0.636,0,0,0.152,-0.635,3.506,-0.526,1.405
174.0,-0.690,5.069,-4.977,0.023,1.526,2,14,0,0.186,0,0,0.414,nan,0.608,0,0,0.186,-1.264,4.867,-0.730,1.310
175.0,-1.536,6.346,-4.983,0.017,1.540,2,14,0,0.158,0,0,0.417,nan,0.598,0,0,0.158,-2.089,6.117,-0.918,1.187
176.0,-2.530,7.378,-5.029,-0.029,1.574,2,14,0,0.158,0,0,0.380,nan,0.581,0,0,0.158,-3.092,7.231,-1.085,1.036
177.0,-3.929,8.254,-4.978,0.022,1.644,2,14,0,0.147,0,0,0.151,nan,0.330,0,0,0.147,-4.251,8.182,-1.227,0.862
178.0,-5.327,9.110,-4.970,0.030,1.643,2,14,0,0.143,0,0,0.211,nan,0.265,0,0,0.143,-5.538,8.949,-1.342,0.669
179.0,-6.811,9.814,-4.964,0.036,1.588,2,14,0,0.142,0,0,0.369,nan,0.319,0,0,0.142,-6.925,9.516,-1.427,0.461
180.0,-8.215,10.328,-5.072,-0.072,1.512,2,14,0,0.150,0,0,0.520,nan,0.489,0,0,0.150,-8.382,9.868,-1.480,0.243
181.0,-9.731,10.482,-5.095,-0.095,1.522,2,14,0,0.140,0,0,0.554,nan,0.503,0,0,0.140,-9.875,9.999,-1.500,0.019
182.0,-11.198,10.344,-4.987,0.013,1.551,2,14,0,0.168,0,0,0.509,nan,0.471,0,0,0.168,-11.370,9.906,-1.486,-0.206
183.0,-12.706,9.913,-5.027,-0.027,1.606,2,14,0,0.146,0,0,0.408,nan,0.348,0,0,0.146,-12.835,9.590,-1.438,-0.425
184.0,-14.125,9.206,-5.002,-0.002,1.648,2,14,0,0.154,0,0,0.253,nan,0.185,0,0,0.154,-14.236,9.058,-1.359,-0.635
185.0,-15.578,8.364,-4.963,0.037,1.637,2,14,0,0.145,0,0,0.290,nan,0.054,0,0,0.145,-15.543,8.323,-1.249,-0.831
186.0,-16.773,7.340,-4.980,0.020,1.586,2,14,0,0.157,0,0,0.284,nan,0.079,0,0,0.157,-16.724,7.402,-1.110,-1.009
187.0,-17.753,6.263,-4.967,0.033,1.520,2,14,0,0.147,0,0,0.244,nan,0.051,0,0,0.147,-17.755,6.314,-0.947,-1.163
188.0,-18.603,5.110,-5.006,-0.006,1.498,2,14,0,0.147,0,0,0.256,nan,0.028,0,0,0.147,-18.611,5.084,-0.763,-1.292
189.0,-19.270,3.852,-5.048,-0.048,1.533,2,14,0,0.149,0,0,0.305,nan,0.112,0,0,0.149,-19.274,3.740,-0.561,-1.391
190.0,-19.795,2.412,-5.011,-0.011,1.601,2,14,0,0.154,0,0,0.363,nan,0.120,0,0,0.154,-19.729,2.312,-0.347,-1.459
191.0,-20.101,0.790,-5.036,-0.036,1.655,2,14,0,0.153,0,0,0.388,nan,0.142,0,0,0.153,-19.965,0.832,-0.125,-1.495
192.0,-20.184,-0.823,-4.992,0.008,1.652,2,14,0,0.163,0,0,0.466,nan,0.259,0,0,0.163,-19.978,-0.666,0.100,-1.497
193.0,-19.934,-2.427,-4.993,0.007,1.636,2,14,0,0.142,0,0,0.468,nan,0.324,0,0,0.142,-19.766,-2.150,0.322,-1.465
194.0,-19.426,-3.981,-4.961,0.039,1.618,2,14,0,0.145,0,0,0.473,nan,0.406,0,0,0.145,-19.335,-3.585,0.538,-1.400
195.0,-18.771,-5.344,-5.008,-0.008,1.564,2,14,0,0.142,0,0,0.468,nan,0.411,0,0,0.142,-18.695,-4.940,0.741,-1.304
196.0,-17.817,-6.593,-5.023,-0.023,1.564,2,14,0,0.142,0,0,0.398,nan,0.411,0,0,0.142,-17.859,-6.184,0.928,-1.179
197.0,-16.616,-7.639,-4.988,0.012,1.563,2,14,0,0.159,0,0,0.277,nan,0.420,0,0,0.159,-16.847,-7.289,1.093,-1.027
198.0,-15.325,-8.548,-5.008,-0.008,1.541,2,14,0,0.146,0,0,0.265,nan,0.477,0,0,0.146,-15.680,-8.230,1.234,-0.852
199.0,-14.043,-9.353,-5.014,-0.014,1.479,2,14,0,0.146,0,0,0.308,nan,0.503,0,0,0.146,-14.387,-8.986,1.348,-0.658
200.0,-12.752,-9.977,-4.974,0.026,1.452,2,14,0,0.148,0,0,0.369,nan,0.499,0,0,0.148,-12.995,-9.541,1.431,-0.449
