t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d3_x,d3_y,d3_z,d3_zerr,d3_velxy,d3_arm,d3_nav,d3_mpc,d3_solve_ms,d3_fallback,d3_hover,d3_poserr,d4_x,d4_y,d4_z,d4_zerr,d4_velxy,d4_arm,d4_nav,d4_mpc,d4_solve_ms,d4_fallback,d4_hover,d4_poserr,d5_x,d5_y,d5_z,d5_zerr,d5_velxy,d5_arm,d5_nav,d5_mpc,d5_solve_ms,d5_fallback,d5_hover,d5_poserr,d6_x,d6_y,d6_z,d6_zerr,d6_velxy,d6_arm,d6_nav,d6_mpc,d6_solve_ms,d6_fallback,d6_hover,d6_poserr,d7_x,d7_y,d7_z,d7_zerr,d7_velxy,d7_arm,d7_nav,d7_mpc,d7_solve_ms,d7_fallback,d7_hover,d7_poserr,d8_x,d8_y,d8_z,d8_zerr,d8_velxy,d8_arm,d8_nav,d8_mpc,d8_solve_ms,d8_fallback,d8_hover,d8_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
1.0,-0.109,-0.031,1.000,6.000,0.010,0,0,0,0.234,0,1,0.030,-0.011,2.741,0.110,5.110,0.026,2,14,0,0.237,0,1,0.101,0.075,-2.824,-0.541,4.459,0.020,0,0,0,0.230,0,1,0.079,2.883,-0.069,-0.658,4.342,0.012,2,14,0,0.232,0,1,0.035,-3.050,-0.013,0.078,5.078,0.020,2,14,0,0.239,0,1,0.079,2.634,2.984,-0.134,4.866,0.007,2,14,0,0.218,0,1,0.031,-2.928,2.968,0.276,5.276,0.022,0,0,-1,0.000,0,0,0.000,2.397,-2.956,-0.042,4.958,0.003,0,0,0,0.235,0,1,0.043,-2.852,-3.036,-0.764,4.236,0.017,2,14,0,0.230,0,1,0.044,2.379,0.605,0,0,0.239,0.000,0.000,0.000,0.000
2.0,-0.082,-0.042,1.033,6.033,0.007,2,14,0,0.234,0,1,0.017,0.009,2.747,0.086,5.086,0.018,2,14,0,0.207,0,1,0.081,0.097,-2.846,-0.583,4.417,0.010,2,14,0,0.227,0,1,0.063,2.885,-0.031,-0.687,4.313,0.024,2,14,0,0.230,0,1,0.071,-3.080,0.008,0.102,5.102,0.009,2,14,0,0.235,0,1,0.049,2.596,2.985,-0.061,4.939,0.015,2,14,0,0.314,0,1,0.065,-2.888,2.971,0.201,5.201,0.019,2,14,0,0.235,0,1,0.077,2.404,-2.962,-0.025,4.975,0.006,2,14,0,0.228,0,1,0.052,-2.861,-2.997,-0.733,4.267,0.027,2,14,0,0.227,0,1,0.083,2.376,0.598,0,0,0.314,0.000,0.000,0.000,0.000
3.0,-0.088,-0.064,1.052,6.052,0.019,2,14,0,0.237,0,1,0.040,0.027,2.766,0.124,5.124,0.010,2,14,0,0.230,0,1,0.061,0.086,-2.852,-0.640,4.360,0.012,2,14,0,0.228,0,1,0.076,2.847,-0.013,-0.656,4.344,0.028,2,14,0,0.230,0,1,0.088,-3.100,-0.013,0.078,5.078,0.019,2,14,0,0.244,0,1,0.069,2.593,2.967,-0.089,4.911,0.018,2,14,0,0.378,0,1,0.064,-2.879,2.957,0.150,5.150,0.024,2,14,0,0.234,0,1,0.090,2.384,-2.973,-0.061,4.939,0.007,2,14,0,0.232,0,1,0.052,-2.856,-3.003,-0.702,4.298,0.021,2,14,0,0.231,0,1,0.076,2.372,0.617,0,0,0.378,0.000,0.000,0.000,0.000
4.0,-0.072,-0.037,1.043,6.043,0.006,2,14,0,0.233,0,1,0.014,0.058,2.790,0.122,5.122,0.012,2,14,0,0.244,0,1,0.038,0.107,-2.822,-0.688,4.312,0.009,2,14,0,0.263,0,1,0.047,2.853,-0.036,-0.663,4.337,0.014,2,14,0,0.227,0,1,0.065,-3.066,0.005,0.077,5.077,0.003,2,14,0,0.246,0,1,0.056,2.630,2.934,-0.138,4.862,0.019,2,14,0,0.247,0,1,0.040,-2.912,2.947,0.128,5.128,0.028,2,14,0,0.407,0,1,0.106,2.407,-2.986,-0.131,4.869,0.011,2,14,0,0.231,0,1,0.074,-2.852,-3.019,-0.660,4.340,0.012,2,14,0,0.239,0,1,0.060,2.372,0.593,0,0,0.407,0.000,0.000,0.000,0.000
5.0,-0.057,-0.019,1.039,6.039,0.007,2,14,0,0.234,0,1,0.023,0.057,2.781,0.089,5.089,0.007,2,14,0,0.242,0,1,0.034,0.138,-2.803,-0.703,4.297,0.011,2,14,0,0.231,0,1,0.021,2.865,-0.037,-0.649,4.351,0.014,2,14,0,0.231,0,1,0.064,-3.024,-0.008,0.016,5.016,0.015,2,14,0,0.228,0,1,0.090,2.654,2.943,-0.190,4.810,0.014,2,14,0,0.221,0,1,0.020,-2.928,2.926,0.115,5.115,0.037,2,14,0,0.245,0,1,0.131,2.416,-2.975,-0.164,4.836,0.010,2,14,0,0.227,0,1,0.070,-2.868,-3.054,-0.673,4.327,0.008,2,14,0,0.233,0,1,0.047,2.347,0.585,0,0,0.245,0.000,0.000,0.000,0.000
6.0,-0.052,0.024,1.022,6.022,0.077,2,14,0,0.238,0,1,0.056,0.074,2.758,0.082,5.082,0.012,2,14,0,0.214,0,1,0.015,0.133,-2.812,-0.681,4.319,0.017,2,14,0,0.231,0,1,0.021,2.879,-0.064,-0.650,4.350,0.057,2,14,0,0.234,0,1,0.038,-3.028,-0.009,-0.003,4.997,0.014,2,14,0,0.206,0,1,0.089,2.705,2.959,-0.195,4.805,0.019,2,14,0,0.227,0,1,0.048,-2.908,2.928,0.107,5.107,0.029,2,14,0,0.207,0,1,0.124,2.417,-2.981,-0.171,4.829,0.010,2,14,0,0.205,0,1,0.075,-2.829,-3.070,-0.707,4.293,0.052,2,14,0,0.763,0,1,0.005,2.346,0.584,0,0,0.763,0.000,0.000,0.000,0.000
7.0,-0.003,0.057,0.979,5.979,0.062,2,14,0,0.242,0,1,0.112,0.111,2.818,0.048,5.048,0.124,2,14,0,0.211,0,1,0.056,0.155,-2.767,-0.672,4.328,0.105,2,14,0,0.256,0,1,0.050,2.957,-0.061,-0.632,4.368,0.106,2,14,0,0.226,0,1,0.098,-3.030,0.055,0.021,5.021,0.090,2,14,0,0.249,0,1,0.059,2.702,3.054,-0.215,4.785,0.127,2,14,0,0.223,0,1,0.102,-2.932,2.991,0.164,5.164,0.091,2,14,0,0.235,0,1,0.079,2.402,-2.972,-0.157,4.843,0.079,2,14,0,0.233,0,1,0.060,-2.759,-3.022,-0.770,4.230,0.082,2,14,0,0.200,0,1,0.082,2.315,0.598,0,0,0.256,0.000,0.000,0.000,0.000
8.0,-0.017,0.025,0.572,5.572,0.057,2,14,0,0.239,0,1,0.080,0.113,2.845,-0.210,4.790,0.017,2,14,0,0.212,0,1,0.082,0.157,-2.758,-0.914,4.086,0.027,2,14,0,0.228,0,1,0.058,2.993,-0.076,-0.973,4.027,0.019,2,14,0,0.288,0,1,0.131,-3.006,0.105,-0.313,4.687,0.071,2,14,0,0.239,0,1,0.096,2.699,3.158,-0.556,4.444,0.164,2,14,0,0.215,0,1,0.199,-2.943,3.055,-0.015,4.985,0.096,2,14,0,0.250,0,1,0.066,2.445,-2.903,-0.352,4.648,0.066,2,14,0,0.229,0,1,0.079,-2.795,-2.999,-1.108,3.892,0.040,2,14,0,0.230,0,1,0.080,2.360,0.564,0,0,0.288,0.000,0.000,0.000,0.000
9.0,-0.061,0.042,0.131,5.131,0.044,2,14,0,0.233,0,1,0.071,0.137,2.810,-0.733,4.267,0.049,2,14,0,0.251,0,1,0.066,0.120,-2.718,-1.479,3.521,0.031,2,14,0,0.329,0,1,0.105,3.007,-0.117,-1.532,3.468,0.084,2,14,0,0.290,0,1,0.143,-3.013,0.120,-0.935,4.065,0.010,2,14,0,0.234,0,1,0.100,2.713,3.238,-1.078,3.922,0.031,2,14,0,0.249,0,1,0.281,-2.866,3.095,-0.662,4.338,0.034,2,14,0,0.235,0,1,0.050,2.434,-2.854,-0.981,4.019,0.020,2,14,0,0.273,0,1,0.095,-2.813,-3.006,-1.544,3.456,0.052,2,14,0,0.227,0,1,0.068,2.371,0.585,0,0,0.329,0.000,0.000,0.000,0.000
10.0,-0.034,-0.047,-0.565,4.435,0.027,2,14,0,0.233,0,1,0.050,0.070,2.792,-1.294,3.706,0.041,2,14,0,0.254,0,1,0.031,0.145,-2.817,-2.122,2.878,0.044,2,14,0,0.304,0,0,0.008,2.965,-0.135,-2.074,2.926,0.038,2,14,0,0.750,0,1,0.106,-3.044,0.034,-1.484,3.516,0.033,2,14,0,0.241,0,0,0.052,2.601,3.261,-1.621,3.379,0.040,2,14,0,0.246,0,0,0.303,-2.889,3.093,-1.243,3.757,0.020,2,14,0,0.260,0,1,0.046,2.364,-2.882,-1.557,3.443,0.046,2,14,0,0.259,0,1,0.042,-2.810,-3.038,-2.218,2.782,0.019,2,14,0,0.269,0,1,0.037,2.290,0.647,0,0,0.750,0.000,0.000,0.000,0.000
