t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d3_x,d3_y,d3_z,d3_zerr,d3_velxy,d3_arm,d3_nav,d3_mpc,d3_solve_ms,d3_fallback,d3_hover,d3_poserr,d4_x,d4_y,d4_z,d4_zerr,d4_velxy,d4_arm,d4_nav,d4_mpc,d4_solve_ms,d4_fallback,d4_hover,d4_poserr,d5_x,d5_y,d5_z,d5_zerr,d5_velxy,d5_arm,d5_nav,d5_mpc,d5_solve_ms,d5_fallback,d5_hover,d5_poserr,d6_x,d6_y,d6_z,d6_zerr,d6_velxy,d6_arm,d6_nav,d6_mpc,d6_solve_ms,d6_fallback,d6_hover,d6_poserr,d7_x,d7_y,d7_z,d7_zerr,d7_velxy,d7_arm,d7_nav,d7_mpc,d7_solve_ms,d7_fallback,d7_hover,d7_poserr,d8_x,d8_y,d8_z,d8_zerr,d8_velxy,d8_arm,d8_nav,d8_mpc,d8_solve_ms,d8_fallback,d8_hover,d8_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
1.0,-0.162,-0.097,-4.361,0.639,0.139,2,14,0,0.574,0,0,0.139,-0.140,2.887,-4.737,0.263,0.127,2,14,0,0.175,0,0,0.056,-0.140,-2.966,-4.720,0.280,0.086,2,14,0,0.174,0,0,0.121,2.906,0.100,-4.860,0.140,0.106,2,14,0,0.216,0,0,0.153,-3.087,0.084,-4.433,0.567,0.091,2,14,0,0.602,0,0,0.276,2.691,2.959,-2.067,2.933,0.139,2,14,0,0.685,0,0,0.041,-2.797,3.005,-5.240,-0.240,0.093,2,14,0,0.403,0,0,0.126,3.512,-2.653,-3.831,1.169,0.130,2,14,0,0.508,0,0,0.158,-3.105,-3.059,-4.533,0.467,0.032,2,14,0,0.176,0,0,0.210,2.707,0.618,0,0,0.685,0.000,0.000,0.000,0.000
2.0,-0.087,-0.071,-4.680,0.320,0.089,2,14,0,0.203,0,0,0.127,-0.142,2.971,-5.154,-0.154,0.072,2,14,0,0.168,0,0,0.101,-0.165,-2.963,-5.181,-0.181,0.056,2,14,0,0.260,0,0,0.128,3.010,0.039,-5.253,-0.253,0.075,2,14,0,0.181,0,0,0.125,-2.962,0.143,-4.876,0.124,0.213,2,14,0,0.179,0,0,0.146,2.744,2.780,-3.340,1.660,0.100,2,14,0,0.304,0,0,0.145,-2.820,2.966,-5.689,-0.689,0.086,2,14,0,0.189,0,0,0.147,3.521,-2.606,-4.380,0.620,0.104,2,14,0,0.177,0,0,0.169,-3.257,-3.055,-4.993,0.007,0.172,2,14,0,0.189,0,0,0.129,2.731,0.653,0,0,0.304,0.000,0.000,0.000,0.000
3.0,-0.041,-0.151,-4.857,0.143,0.131,2,14,0,0.191,0,0,0.048,-0.007,2.906,-5.258,-0.258,0.083,2,14,0,0.191,0,0,0.078,-0.145,-2.896,-5.349,-0.349,0.116,2,14,0,0.177,0,0,0.062,3.015,0.109,-5.390,-0.390,0.140,2,14,0,0.173,0,0,0.060,-2.719,0.241,-4.943,0.057,0.179,2,14,0,0.183,0,0,0.127,2.719,2.776,-3.922,1.078,0.103,2,14,0,0.342,0,0,0.145,-2.899,3.072,-5.821,-0.821,0.156,2,14,0,0.221,0,0,0.022,3.336,-2.539,-4.626,0.374,0.188,2,14,0,0.182,0,0,0.080,-3.448,-2.918,-5.114,-0.114,0.171,2,14,0,0.217,0,0,0.177,2.707,0.571,0,0,0.342,0.000,0.000,0.000,0.000
4.0,-0.057,-0.310,-4.917,0.083,0.087,2,14,0,0.201,0,0,0.113,-0.030,2.841,-5.342,-0.342,0.074,2,14,0,0.191,0,0,0.072,-0.046,-2.815,-5.430,-0.430,0.098,2,14,0,0.148,0,0,0.067,3.028,0.207,-5.565,-0.565,0.123,2,14,0,0.179,0,0,0.054,-2.688,0.372,-5.013,-0.013,0.072,2,14,0,0.185,0,0,0.221,2.755,2.945,-4.009,0.991,0.177,2,14,0,0.175,0,0,0.054,-2.997,3.149,-5.859,-0.859,0.080,2,14,0,0.159,0,0,0.120,3.282,-2.531,-4.625,0.375,0.108,2,14,0,0.178,0,0,0.116,-3.343,-2.791,-5.245,-0.245,0.147,2,14,0,0.351,0,0,0.158,2.558,0.547,0,0,0.351,0.000,0.000,0.000,0.000
5.0,-0.035,-0.310,-4.973,0.027,0.095,2,14,0,0.194,0,0,0.119,-0.236,2.871,-5.407,-0.407,0.068,2,14,0,0.162,0,0,0.153,0.046,-2.764,-5.471,-0.471,0.054,2,14,0,0.176,0,0,0.173,3.151,0.228,-5.624,-0.624,0.031,2,14,0,0.283,0,0,0.124,-2.891,0.279,-5.006,-0.006,0.226,2,14,0,0.197,0,0,0.073,2.721,3.036,-4.098,0.902,0.085,2,14,0,0.182,0,0,0.117,-2.961,3.192,-5.958,-0.958,0.098,2,14,0,0.172,0,0,0.123,3.314,-2.599,-4.636,0.364,0.121,2,14,0,0.150,0,0,0.047,-3.188,-2.868,-5.234,-0.234,0.161,2,14,0,0.176,0,0,0.101,2.505,0.509,0,0,0.283,0.000,0.000,0.000,0.000
6.0,-0.029,-0.177,-4.990,0.010,0.151,2,14,0,0.181,0,0,0.033,-0.171,2.849,-5.490,-0.490,0.110,2,14,0,0.189,0,0,0.096,-0.111,-2.769,-5.453,-0.453,0.183,2,14,0,0.178,0,0,0.082,3.075,0.176,-5.613,-0.613,0.108,2,14,0,0.282,0,0,0.032,-3.050,0.171,-5.070,-0.070,0.100,2,14,0,0.188,0,0,0.209,2.579,3.026,-4.107,0.893,0.088,2,14,0,0.214,0,0,0.166,-2.860,3.173,-5.902,-0.902,0.148,2,14,0,0.211,0,0,0.087,3.338,-2.686,-4.734,0.266,0.108,2,14,0,0.171,0,0,0.068,-3.223,-3.005,-5.291,-0.291,0.098,2,14,0,0.163,0,0,0.089,2.635,0.462,0,0,0.282,0.000,0.000,0.000,0.000
7.0,-0.064,-0.098,-5.015,-0.015,0.046,2,14,0,0.195,0,0,0.096,0.013,2.877,-5.412,-0.412,0.110,2,14,0,0.155,0,0,0.097,-0.214,-2.916,-5.414,-0.414,0.119,2,14,0,0.150,0,0,0.128,3.007,0.111,-5.579,-0.579,0.056,2,14,0,0.175,0,0,0.062,-2.909,0.116,-5.063,-0.063,0.163,2,14,0,0.186,0,0,0.123,2.660,2.892,-4.181,0.819,0.176,2,14,0,0.174,0,0,0.055,-2.830,3.037,-5.867,-0.867,0.137,2,14,0,0.227,0,0,0.081,3.442,-2.747,-4.733,0.267,0.046,2,14,0,0.175,0,0,0.154,-3.241,-2.977,-5.331,-0.331,0.056,2,14,0,0.177,0,0,0.057,2.850,0.509,0,0,0.227,0.000,0.000,0.000,0.000
8.0,-0.046,-0.103,-4.960,0.040,0.080,2,14,0,0.163,0,0,0.092,-0.033,2.911,-5.431,-0.431,0.060,2,14,0,0.186,0,0,0.056,-0.188,-2.972,-5.432,-0.432,0.082,2,14,0,0.175,0,0,0.148,2.976,0.127,-5.642,-0.642,0.024,2,14,0,0.179,0,0,0.079,-2.744,0.132,-5.087,-0.087,0.148,2,14,0,0.213,0,0,0.135,2.796,2.827,-4.166,0.834,0.078,2,14,0,0.196,0,0,0.129,-2.801,2.982,-5.919,-0.919,0.049,2,14,0,0.186,0,0,0.142,3.355,-2.689,-4.736,0.264,0.140,2,14,0,0.185,0,0,0.072,-3.264,-2.909,-5.340,-0.340,0.073,2,14,0,0.155,0,0,0.018,2.711,0.472,0,0,0.213,0.000,0.000,0.000,0.000
9.0,-0.068,-0.180,-4.948,0.052,0.130,2,14,0,0.222,0,0,0.019,-0.092,2.904,-5.466,-0.466,0.055,2,14,0,0.171,0,0,0.018,-0.116,-2.882,-5.412,-0.412,0.168,2,14,0,0.175,0,0,0.034,3.033,0.166,-5.593,-0.593,0.077,2,14,0,0.162,0,0,0.018,-2.818,0.264,-5.140,-0.140,0.129,2,14,0,0.225,0,0,0.053,2.752,2.855,-4.166,0.834,0.096,2,14,0,0.173,0,0,0.080,-2.924,3.086,-5.932,-0.932,0.132,2,14,0,0.191,0,0,0.032,3.310,-2.571,-4.684,0.316,0.119,2,14,0,0.174,0,0,0.065,-3.259,-2.856,-5.331,-0.331,0.023,2,14,0,0.176,0,0,0.071,2.742,0.529,0,0,0.225,0.000,0.000,0.000,0.000
10.0,-0.086,-0.296,-5.012,-0.012,0.069,2,14,0,0.239,0,0,0.104,-0.173,2.897,-5.428,-0.428,0.027,2,14,0,0.179,0,0,0.089,-0.060,-2.778,-5.436,-0.436,0.105,2,14,0,0.186,0,0,0.083,3.084,0.167,-5.662,-0.662,0.068,2,14,0,0.174,0,0,0.037,-2.802,0.295,-5.139,-0.139,0.054,2,14,0,0.179,0,0,0.086,2.672,2.916,-4.194,0.806,0.099,2,14,0,0.159,0,0,0.036,-2.962,3.179,-5.933,-0.933,0.035,2,14,0,0.198,0,0,0.113,3.376,-2.547,-4.740,0.260,0.026,2,14,0,0.167,0,0,0.073,-3.292,-2.896,-5.303,-0.303,0.077,2,14,0,0.179,0,0,0.039,2.518,0.588,0,0,0.239,0.000,0.000,0.000,0.000
