t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d0_planratio,d0_clipn,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d1_planratio,d1_clipn,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d2_planratio,d2_clipn,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
92.0,0.618,7.652,-4.975,0.025,2.176,2,14,0,0.236,0,0,0.833,0.7034,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-4.148,4.602,-4.998,0.002,2.125,2,14,0,0.251,0,0,0.198,0.6938,0,5.659,7.496,0,0,0.289,-3.019,7.160,-1.074,1.047
93.0,-0.832,9.332,-5.031,-0.031,2.180,2,14,0,0.228,0,0,1.329,0.7037,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-5.556,6.166,-4.987,0.013,2.009,2,14,0,0.212,0,0,0.687,0.6938,0,5.687,8.864,0,0,0.289,-4.167,8.123,-1.218,0.875
94.0,-2.453,10.708,-5.010,-0.010,2.055,2,14,0,0.289,0,0,1.903,0.7037,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-6.903,7.522,-5.052,-0.052,1.798,2,14,0,0.263,0,0,1.269,0.6938,0,5.472,10.182,0,0,0.289,-5.446,8.903,-1.335,0.683
95.0,-4.050,11.852,-5.030,-0.030,1.830,2,14,0,0.279,0,0,2.473,0.7037,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-8.239,8.534,-5.101,-0.101,1.559,2,14,0,0.207,0,0,1.697,0.6938,0,5.344,11.442,0,0,0.289,-6.828,9.484,-1.423,0.476
96.0,-5.565,12.681,-5.024,-0.024,1.575,2,14,0,0.225,0,0,2.950,0.7037,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-9.611,9.163,-5.060,-0.060,1.371,2,14,0,0.228,0,0,1.954,0.6938,0,5.362,12.639,0,0,0.289,-8.281,9.851,-1.478,0.258
97.0,-6.946,13.112,-5.016,-0.016,1.327,2,14,0,0.311,0,0,3.226,0.7037,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-10.907,9.506,-4.991,0.009,1.244,2,14,0,0.233,0,0,2.158,0.6938,0,5.357,13.764,0,0,0.311,-9.772,9.997,-1.500,0.034
98.0,-8.226,13.182,-5.075,-0.075,1.241,2,14,0,0.279,0,0,3.372,0.7037,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-12.209,9.513,-4.992,0.008,1.268,2,14,0,0.237,0,0,2.270,0.6938,0,5.415,14.812,0,0,0.289,-11.269,9.919,-1.488,-0.190
99.0,-9.529,12.881,-4.960,0.040,1.327,2,14,0,0.291,0,0,3.379,0.7037,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-13.557,9.045,-4.934,0.066,1.412,2,14,0,0.234,0,0,2.131,0.6938,0,5.562,15.777,0,0,0.291,-12.737,9.618,-1.443,-0.411
100.0,-10.797,12.129,-4.964,0.036,1.545,2,14,0,0.258,0,0,3.158,0.7037,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-14.898,8.223,-4.913,0.087,1.632,2,14,0,0.210,0,0,1.857,0.6938,0,5.665,16.652,0,0,0.289,-14.143,9.101,-1.365,-0.621
101.0,-12.030,11.018,-4.995,0.005,1.811,2,14,0,0.260,0,0,2.783,0.7037,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-16.094,6.966,-5.018,-0.018,1.888,2,14,0,0.284,0,0,1.408,0.6938,0,5.739,17.435,0,0,0.289,-15.457,8.380,-1.257,-0.819
102.0,-13.148,9.443,-4.945,0.055,2.137,2,14,0,0.337,0,0,2.161,0.7590,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-17.205,5.322,-5.021,-0.021,2.124,2,14,0,0.184,0,0,0.906,0.6957,0,5.783,18.119,0,0,0.337,-16.648,7.470,-1.121,-0.997
103.0,-14.249,7.403,-5.015,-0.015,2.499,2,14,0,0.180,0,0,1.202,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-18.289,3.564,-4.979,0.021,2.041,2,14,0,0.254,0,0,0.731,0.6957,0,5.573,18.702,0,0,0.289,-17.690,6.393,-0.959,-1.153
104.0,-15.164,5.025,-5.032,-0.032,2.530,2,14,0,0.206,0,0,0.353,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-19.148,1.929,-5.009,-0.009,1.791,2,14,0,0.209,0,0,0.937,0.6957,0,5.046,19.179,0,0,0.289,-18.559,5.172,-0.776,-1.284
105.0,-15.797,2.751,-5.037,-0.037,2.320,2,14,0,0.231,0,0,1.035,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-19.758,0.487,-5.001,-0.001,1.488,2,14,0,0.240,0,0,1.057,0.6957,0,4.563,19.548,0,0,0.289,-19.235,3.835,-0.575,-1.385
106.0,-16.218,0.574,-5.054,-0.054,2.094,2,14,0,0.229,0,0,1.753,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-20.001,-0.769,-4.986,0.014,1.194,2,14,0,0.261,0,0,1.148,0.6957,0,4.015,19.808,0,0,0.289,-19.705,2.412,-0.362,-1.456
107.0,-16.345,-1.370,-5.110,-0.110,1.854,2,14,0,0.225,0,0,2.252,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-20.107,-1.868,-4.973,0.027,1.058,2,14,0,0.209,0,0,1.173,0.6957,0,3.797,19.956,0,0,0.289,-19.956,0.935,-0.140,-1.493
108.0,-16.236,-3.066,-5.096,-0.096,1.597,2,14,0,0.256,0,0,2.481,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-20.137,-2.882,-4.980,0.020,1.078,2,14,0,0.259,0,0,1.201,0.6957,0,3.907,19.992,0,0,0.289,-19.984,-0.564,0.085,-1.498
109.0,-15.903,-4.513,-4.967,0.033,1.342,2,14,0,0.443,0,0,2.475,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-20.105,-3.995,-5.003,-0.003,1.235,2,14,0,0.208,0,0,1.214,0.6957,0,4.234,19.916,0,0,0.443,-19.788,-2.049,0.307,-1.468
110.0,-15.400,-5.645,-4.916,0.084,1.085,2,14,0,0.487,0,0,2.235,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-19.891,-5.341,-4.963,0.037,1.452,2,14,0,0.234,0,0,1.122,0.6957,0,4.501,19.727,0,0,0.487,-19.372,-3.489,0.523,-1.406
111.0,-14.762,-6.435,-4.958,0.042,0.866,2,14,0,0.226,0,0,1.731,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-19.463,-6.755,-4.981,0.019,1.616,2,14,0,0.219,0,0,0.950,0.6957,0,4.712,19.428,0,0,0.289,-18.745,-4.850,0.728,-1.312
112.0,-14.139,-6.845,-4.958,0.042,0.746,2,14,0,0.174,0,0,0.961,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-18.629,-8.251,-5.030,-0.030,1.729,2,14,0,0.186,0,0,0.785,0.6957,0,4.706,19.019,0,0,0.289,-17.922,-6.103,0.915,-1.188
113.0,-13.405,-6.959,-5.040,-0.040,0.912,2,14,0,0.178,0,0,0.579,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-17.549,-9.502,-5.027,-0.027,1.711,2,14,0,0.218,0,0,0.776,0.6957,0,4.862,18.504,0,0,0.289,-16.921,-7.218,1.083,-1.038
114.0,-12.437,-7.237,-5.045,-0.045,1.183,2,14,0,0.233,0,0,1.078,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-16.263,-10.533,-5.008,-0.008,1.658,2,14,0,0.269,0,0,0.863,0.6957,0,5.050,17.884,0,0,0.289,-15.765,-8.171,1.226,-0.865
115.0,-11.240,-7.740,-4.969,0.031,1.491,2,14,0,0.249,0,0,1.325,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-14.892,-11.328,-5.000,0.000,1.569,2,14,0,0.229,0,0,0.939,0.6957,0,5.120,17.164,0,0,0.289,-14.479,-8.941,1.341,-0.672
116.0,-9.760,-8.440,-4.961,0.039,1.762,2,14,0,0.178,0,0,1.214,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-13.420,-11.775,-4.959,0.041,1.488,2,14,0,0.181,0,0,1.059,0.6957,0,4.951,16.348,0,0,0.289,-13.092,-9.510,1.426,-0.464
117.0,-8.134,-9.311,-4.941,0.059,1.807,2,14,0,0.207,0,0,0.799,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-11.950,-11.946,-4.964,0.036,1.400,2,14,0,0.181,0,0,1.154,0.6957,0,4.637,15.439,0,0,0.289,-11.636,-9.865,1.480,-0.245
118.0,-6.518,-9.941,-4.958,0.042,1.669,2,14,0,0.197,0,0,0.574,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-10.599,-11.936,-5.047,-0.047,1.332,2,14,0,0.171,0,0,1.118,0.6957,0,4.543,14.444,0,0,0.289,-10.144,-9.999,1.500,-0.022
119.0,-5.019,-10.287,-4.982,0.018,1.492,2,14,0,0.203,0,0,0.625,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-9.249,-11.680,-5.008,-0.008,1.308,2,14,0,0.181,0,0,1.132,0.6957,0,4.454,13.367,0,0,0.289,-8.648,-9.908,1.486,0.203
120.0,-3.598,-10.261,-5.017,-0.017,1.391,2,14,0,0.231,0,0,0.756,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-8.030,-11.392,-4.979,0.021,1.295,2,14,0,0.182,0,0,0.976,0.6957,0,4.574,12.216,0,0,0.289,-7.183,-9.595,1.439,0.423
121.0,-2.277,-9.917,-5.015,-0.015,1.365,2,14,0,0.199,0,0,0.867,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-6.796,-11.050,-4.932,0.068,1.351,2,14,0,0.181,0,0,0.735,0.6957,0,4.660,10.995,0,0,0.289,-5.780,-9.066,1.360,0.633
122.0,-1.113,-9.133,-5.022,-0.022,1.489,2,14,0,0.224,0,0,0.765,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-5.548,-10.560,-4.990,0.010,1.430,2,14,0,0.252,0,0,0.499,0.6957,0,4.659,9.713,0,0,0.289,-4.473,-8.334,1.250,0.829
123.0,-0.096,-7.903,-5.017,-0.017,1.740,2,14,0,0.183,0,0,0.414,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-4.268,-9.767,-5.006,-0.006,1.515,2,14,0,0.177,0,0,0.451,0.6957,0,4.569,8.377,0,0,0.289,-3.290,-7.414,1.112,1.007
124.0,0.901,-6.331,-5.053,-0.053,1.905,2,14,0,0.176,0,0,0.132,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-3.118,-8.723,-4.981,0.019,1.556,2,14,0,0.186,0,0,0.521,0.6957,0,4.678,6.993,0,0,0.289,-2.257,-6.328,0.949,1.161
125.0,1.841,-4.654,-5.004,-0.004,1.816,2,14,0,0.178,0,0,0.557,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-2.316,-7.485,-4.987,0.013,1.547,2,14,0,0.183,0,0,0.479,0.6957,0,5.029,5.569,0,0,0.289,-1.398,-5.100,0.765,1.290
126.0,2.583,-3.217,-4.972,0.028,1.565,2,14,0,0.181,0,0,0.673,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-1.596,-6.080,-4.992,0.008,1.551,2,14,0,0.186,0,0,0.557,0.6957,0,5.065,4.115,0,0,0.289,-0.733,-3.757,0.564,1.390
127.0,3.086,-1.927,-4.997,0.003,1.344,2,14,0,0.173,0,0,0.577,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-1.132,-4.593,-4.963,0.037,1.492,2,14,0,0.220,0,0,0.601,0.6957,0,4.990,2.637,0,0,0.289,-0.275,-2.330,0.350,1.459
128.0,3.399,-0.701,-4.998,0.002,1.261,2,14,0,0.180,0,0,0.453,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-0.953,-3.141,-5.019,-0.019,1.409,2,14,0,0.176,0,0,0.539,0.6957,0,4.989,1.145,0,0,0.289,-0.036,-0.851,0.128,1.495
129.0,3.431,0.634,-4.982,0.018,1.330,2,14,0,0.179,0,0,0.409,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-1.077,-1.777,-5.060,-0.060,1.350,2,14,0,0.210,0,0,0.346,0.6957,0,5.114,0.476,0,0,0.289,-0.021,0.648,-0.097,1.497
130.0,3.180,2.071,-4.999,0.001,1.436,2,14,0,0.175,0,0,0.360,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-1.263,-0.469,-4.978,0.022,1.337,2,14,0,0.181,0,0,0.282,0.6957,0,5.118,1.851,0,0,0.289,-0.230,2.132,-0.320,1.466
131.0,2.684,3.499,-5.004,-0.004,1.550,2,14,0,0.180,0,0,0.299,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-1.622,0.824,-4.924,0.076,1.401,2,14,0,0.235,0,0,0.359,0.6957,0,5.069,3.337,0,0,0.289,-0.658,3.568,-0.535,1.401
132.0,1.982,4.896,-4.989,0.011,1.617,2,14,0,0.175,0,0,0.240,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-2.520,2.009,-4.975,0.025,1.473,2,14,0,0.225,0,0,0.276,0.6957,0,5.341,4.805,0,0,0.289,-1.296,4.924,-0.739,1.306
133.0,1.188,6.370,-5.045,-0.045,1.643,2,14,0,0.177,0,0,0.402,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-3.745,3.156,-4.971,0.029,1.707,2,14,0,0.224,0,0,0.472,0.6957,0,5.635,6.246,0,0,0.289,-2.130,6.169,-0.925,1.181
134.0,0.134,7.628,-5.003,-0.003,1.629,2,14,0,0.177,0,0,0.502,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-4.854,4.519,-5.043,-0.043,1.766,2,14,0,0.183,0,0,0.421,0.6957,0,5.877,7.651,0,0,0.289,-3.140,7.276,-1.091,1.029
135.0,-1.150,8.555,-4.924,0.076,1.607,2,14,0,0.173,0,0,0.451,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-5.914,5.778,-5.034,-0.034,1.614,2,14,0,0.206,0,0,0.367,0.6957,0,5.516,9.014,0,0,0.289,-4.304,8.219,-1.233,0.854
136.0,-2.594,9.248,-5.018,-0.018,1.565,2,14,0,0.172,0,0,0.369,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-6.935,6.739,-5.029,-0.029,1.402,2,14,0,0.204,0,0,0.408,0.6957,0,5.014,10.326,0,0,0.289,-5.597,8.978,-1.347,0.661
137.0,-4.041,9.652,-4.961,0.039,1.497,2,14,0,0.191,0,0,0.241,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-8.036,7.478,-5.033,-0.033,1.314,2,14,0,0.208,0,0,0.642,0.6957,0,4.549,11.580,0,0,0.289,-6.988,9.536,-1.430,0.452
138.0,-5.447,9.881,-5.028,-0.028,1.437,2,14,0,0.199,0,0,0.117,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-9.262,7.873,-5.100,-0.100,1.368,2,14,0,0.278,0,0,0.802,0.6957,0,4.312,12.768,0,0,0.289,-8.447,9.879,-1.482,0.233
139.0,-6.938,9.939,-5.030,-0.030,1.424,2,14,0,0.175,0,0,0.056,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-10.711,7.903,-5.057,-0.057,1.520,2,14,0,0.216,0,0,0.771,0.6957,0,4.288,13.885,0,0,0.289,-9.940,10.000,-1.500,0.009
140.0,-8.278,9.795,-5.025,-0.025,1.391,2,14,0,0.177,0,0,0.114,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-12.304,7.526,-4.948,0.052,1.652,2,14,0,0.186,0,0,0.520,0.6957,0,4.622,14.924,0,0,0.289,-11.435,9.896,-1.484,-0.215
141.0,-9.645,9.450,-4.983,0.017,1.434,2,14,0,0.175,0,0,0.221,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-13.860,6.989,-4.996,0.004,1.656,2,14,0,0.177,0,0,0.353,0.6957,0,4.880,15.879,0,0,0.289,-12.898,9.571,-1.436,-0.435
142.0,-10.975,8.902,-4.963,0.037,1.481,2,14,0,0.197,0,0,0.277,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-15.292,6.185,-4.975,0.025,1.565,2,14,0,0.224,0,0,0.369,0.6957,0,5.101,16.745,0,0,0.289,-14.296,9.030,-1.355,-0.644
143.0,-12.321,8.152,-4.977,0.023,1.512,2,14,0,0.182,0,0,0.242,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-16.577,5.353,-5.008,-0.008,1.420,2,14,0,0.219,0,0,0.438,0.6957,0,5.094,17.516,0,0,0.289,-15.597,8.287,-1.243,-0.840
144.0,-13.457,7.167,-5.024,-0.024,1.506,2,14,0,0.175,0,0,0.285,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-17.566,4.528,-4.981,0.019,1.284,2,14,0,0.178,0,0,0.546,0.6957,0,4.884,18.190,0,0,0.289,-16.772,7.358,-1.104,-1.016
145.0,-14.402,5.996,-4.960,0.040,1.492,2,14,0,0.176,0,0,0.379,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-18.418,3.635,-5.028,-0.028,1.261,2,14,0,0.182,0,0,0.686,0.6957,0,4.658,18.760,0,0,0.289,-17.796,6.263,-0.939,-1.169
146.0,-15.187,4.809,-5.001,-0.001,1.450,2,14,0,0.174,0,0,0.421,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-19.098,2.550,-5.015,-0.015,1.336,2,14,0,0.251,0,0,0.869,0.6957,0,4.517,19.226,0,0,0.289,-18.644,5.028,-0.754,-1.297
147.0,-15.780,3.519,-5.019,-0.019,1.429,2,14,0,0.182,0,0,0.470,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-19.637,1.289,-4.967,0.033,1.457,2,14,0,0.220,0,0,1.003,0.6957,0,4.456,19.583,0,0,0.289,-19.299,3.679,-0.552,-1.395
148.0,-16.158,2.116,-4.984,0.016,1.443,2,14,0,0.213,0,0,0.535,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-20.081,-0.124,-5.035,-0.035,1.537,2,14,0,0.260,0,0,1.013,0.6957,0,4.518,19.830,0,0,0.289,-19.744,2.248,-0.337,-1.462
149.0,-16.309,0.668,-4.969,0.031,1.456,2,14,0,0.177,0,0,0.609,0.8514,0,-1.511,2.892,0.195,5.195,0.000,1,14,0,0.289,0,0,0.072,0.0452,0,-20.375,-1.613,-4.988,0.012,1.563,2,14,0,0.202,0,0,0.945,0.6957,0,4.662,19.966,0,0,0.289,-19.971,0.767,-0.115,-1.496
