t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
1.0,3.352,0.165,0.231,5.231,0.053,2,14,0,0.240,0,0,0.184,-1.646,2.602,0.075,5.075,0.035,2,14,0,0.233,0,0,0.031,-1.689,-2.552,-0.195,4.805,0.048,2,14,0,0.259,0,0,0.038,5.161,0.380,0,0,0.259,-0.000,0.022,-0.000,0.114
2.0,3.571,0.211,-0.334,4.666,0.231,2,14,0,0.256,0,0,0.276,-1.587,2.635,-0.419,4.581,0.154,2,14,0,0.250,0,0,0.264,-1.556,-2.557,-0.844,4.156,0.138,2,14,0,0.290,0,0,0.281,5.210,0.580,0,0,0.290,-0.004,0.286,-0.012,0.414
3.0,3.738,0.539,-1.440,3.560,0.491,2,14,0,0.258,0,0,0.564,-1.493,2.965,-1.607,3.393,0.475,2,14,0,0.248,0,0,0.526,-1.464,-2.243,-1.978,3.022,0.454,2,14,0,0.249,0,0,0.561,5.221,0.834,0,0,0.258,-0.036,0.849,-0.061,0.711
4.0,3.820,1.098,-2.685,2.315,0.774,2,14,0,0.308,0,0,0.922,-1.495,3.614,-2.810,2.190,0.832,2,14,0,0.347,0,0,0.760,-1.452,-1.583,-3.217,1.783,0.830,2,14,0,0.360,0,0,0.783,5.213,1.141,0,0,0.360,-0.146,1.705,-0.173,0.999
5.0,3.822,2.195,-3.981,1.019,1.243,2,14,0,0.228,0,0,1.103,-1.457,4.693,-4.066,0.934,1.243,2,14,0,0.195,0,0,0.961,-1.410,-0.539,-4.345,0.655,1.237,2,14,0,0.249,0,0,1.021,5.240,1.391,0,0,0.249,-0.411,2.838,-0.373,1.260
6.0,3.621,3.763,-4.639,0.361,1.721,2,14,0,0.251,0,0,1.198,-1.593,6.211,-4.670,0.330,1.679,2,14,0,0.224,0,0,1.129,-1.624,0.912,-4.646,0.354,1.689,2,14,0,0.226,0,0,1.163,5.299,1.597,0,0,0.251,-0.919,4.187,-0.628,1.362
7.0,3.109,5.598,-4.783,0.217,1.991,2,14,0,0.210,0,0,1.236,-2.000,8.054,-4.827,0.173,1.930,2,14,0,0.205,0,0,1.289,-2.125,2.808,-4.803,0.197,2.006,2,14,0,0.202,0,0,1.168,5.248,1.759,0,0,0.210,-1.646,5.497,-0.825,1.253
8.0,2.234,7.442,-4.908,0.092,2.059,2,14,0,0.257,0,0,1.386,-2.883,9.962,-4.858,0.142,2.013,2,14,0,0.199,0,0,1.479,-2.981,4.789,-4.946,0.054,2.087,2,14,0,0.227,0,0,1.400,5.175,1.950,0,0,0.257,-2.562,6.684,-1.003,1.116
9.0,0.787,9.255,-4.955,0.045,2.229,2,14,0,0.231,0,0,1.602,-4.258,11.777,-4.911,0.089,2.153,2,14,0,0.235,0,0,1.769,-4.276,6.695,-4.983,0.017,2.227,2,14,0,0.234,0,0,1.850,5.083,2.099,0,0,0.235,-3.644,7.720,-1.158,0.953
10.0,-1.120,10.959,-4.953,0.047,2.351,2,14,0,0.262,0,0,2.162,-6.049,13.459,-4.949,0.051,2.317,2,14,0,0.232,0,0,2.302,-6.177,8.448,-5.011,-0.011,2.379,2,14,0,0.298,0,0,2.462,5.012,2.491,0,0,0.298,-4.869,8.583,-1.287,0.770
