t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
1.0,3.428,-0.123,-1.281,3.719,0.040,2,14,0,0.247,0,0,0.042,-1.372,2.536,1.022,6.022,0.030,2,14,0,0.267,0,0,0.051,-0.977,-2.321,0.917,5.917,0.041,2,14,0,0.251,0,0,0.070,4.875,0.578,0,0,0.267,-0.000,0.032,-0.001,0.160
2.0,3.510,-0.037,-1.791,3.209,0.241,2,14,0,0.303,0,0,0.328,-1.210,2.637,0.434,5.434,0.255,2,14,0,0.234,0,0,0.334,-0.916,-2.248,0.300,5.300,0.245,2,14,0,0.252,0,0,0.315,4.895,0.672,0,0,0.303,-0.008,0.392,-0.022,0.560
3.0,3.528,0.374,-2.859,2.141,0.594,2,14,0,0.451,0,0,0.685,-1.210,3.092,-0.650,4.350,0.624,2,14,0,0.284,0,0,0.635,-0.849,-1.796,-0.891,4.109,0.603,2,14,0,0.301,0,0,0.635,4.908,0.977,0,0,0.451,-0.066,1.149,-0.110,0.954
4.0,3.564,1.217,-4.041,0.959,0.991,2,14,0,0.241,0,0,1.054,-1.303,3.819,-1.954,3.046,0.935,2,14,0,0.245,0,0,1.059,-0.818,-1.074,-2.169,2.831,0.938,2,14,0,0.293,0,0,1.102,4.922,1.358,0,0,0.293,-0.266,2.291,-0.312,1.324
5.0,3.461,2.410,-4.625,0.375,1.408,2,14,0,0.240,0,0,1.488,-1.419,4.965,-3.384,1.616,1.379,2,14,0,0.321,0,0,1.508,-0.922,0.077,-3.469,1.531,1.387,2,14,0,0.410,0,0,1.557,4.913,1.819,0,0,0.410,-0.740,3.776,-0.665,1.630
6.0,3.188,4.084,-4.776,0.224,1.913,2,14,0,0.322,0,0,1.914,-1.847,6.647,-4.439,0.561,1.882,2,14,0,0.293,0,0,1.783,-1.161,1.763,-4.493,0.507,1.875,2,14,0,0.246,0,0,1.965,4.932,2.296,0,0,0.322,-1.635,5.480,-1.096,1.673
7.0,2.620,6.193,-4.894,0.106,2.408,2,14,0,0.299,0,0,2.210,-2.487,8.764,-4.702,0.298,2.392,2,14,0,0.264,0,0,1.926,-1.531,3.922,-4.782,0.218,2.359,2,14,0,0.323,0,0,2.405,4.734,2.905,0,0,0.323,-2.891,7.033,-1.407,1.422
8.0,1.715,8.615,-4.914,0.086,2.555,2,14,0,0.325,0,0,2.752,-3.403,11.087,-4.843,0.157,2.527,2,14,0,0.285,0,0,2.369,-2.161,6.313,-4.917,0.083,2.475,2,14,0,0.273,0,0,3.199,4.508,3.817,0,0,0.325,-4.430,8.305,-1.661,1.114
9.0,0.424,10.926,-4.982,0.018,2.654,2,14,0,0.272,0,0,3.652,-4.804,13.407,-4.933,0.067,2.644,2,14,0,0.321,0,0,3.152,-3.308,8.680,-4.965,0.035,2.569,2,14,0,0.272,0,0,4.183,4.356,4.831,0,0,0.321,-6.191,9.246,-1.849,0.762
10.0,-1.497,13.127,-5.024,-0.024,2.847,2,14,0,0.272,0,0,4.665,-6.679,15.564,-4.998,0.002,2.820,2,14,0,0.423,0,0,4.209,-5.048,11.071,-4.875,0.125,2.772,2,14,0,0.297,0,0,5.342,4.107,5.965,0,0,0.423,-8.104,9.819,-1.964,0.379
11.0,-3.957,15.257,-5.042,-0.042,3.100,2,14,0,0.375,0,0,6.002,-9.151,17.533,-5.071,-0.071,3.061,2,14,0,0.289,0,0,5.454,-7.409,13.362,-4.893,0.107,3.057,2,14,0,0.246,0,0,6.729,3.941,7.282,0,0,0.375,-10.092,10.000,-2.000,-0.018
