t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
29.0,19.440,-0.371,-5.050,-0.050,0.423,2,14,0,0.277,0,0,0.236,16.963,0.314,-6.549,-1.549,0.435,2,14,0,0.176,0,0,0.192,2.975,0.672,0,0,0.277,20.000,0.000,0.000,0.000
30.0,19.692,-0.368,-5.048,-0.048,0.134,2,14,0,0.186,0,0,0.490,17.293,0.324,-6.585,-1.585,0.161,2,14,0,0.171,0,0,0.524,2.932,0.480,0,0,0.186,20.000,0.000,0.000,0.000
31.0,19.686,-0.376,-4.947,0.053,0.140,2,14,0,0.322,0,0,0.487,17.237,0.365,-6.593,-1.593,0.136,2,14,0,0.182,0,0,0.471,3.043,0.490,0,0,0.322,20.000,0.000,0.000,0.000
32.0,19.405,-0.313,-4.957,0.043,0.307,2,14,0,0.189,0,0,0.210,17.078,0.403,-6.514,-1.514,0.278,2,14,0,0.182,0,0,0.319,2.890,0.672,0,0,0.189,20.000,0.000,0.000,0.000
33.0,19.088,-0.245,-4.973,0.027,0.278,2,14,0,0.177,0,0,0.152,16.772,0.441,-6.548,-1.548,0.306,2,14,0,0.175,0,0,0.104,2.883,0.945,0,0,0.177,20.000,0.000,0.000,0.000
34.0,18.900,-0.279,-5.003,-0.003,0.151,2,14,0,0.187,0,0,0.308,16.493,0.422,-6.650,-1.650,0.222,2,14,0,0.169,0,0,0.287,2.999,1.135,0,0,0.187,20.000,0.000,0.000,0.000
35.0,18.856,-0.370,-5.001,-0.001,0.050,2,14,0,0.173,0,0,0.347,16.379,0.316,-6.593,-1.593,0.084,2,14,0,0.183,0,0,0.388,3.023,1.203,0,0,0.183,20.000,0.000,0.000,0.000
36.0,18.998,-0.466,-4.971,0.029,0.137,2,14,0,0.176,0,0,0.236,16.388,0.235,-6.621,-1.621,0.122,2,14,0,0.174,0,0,0.394,3.166,1.105,0,0,0.176,20.000,0.000,0.000,0.000
37.0,19.098,-0.499,-4.955,0.045,0.142,2,14,0,0.175,0,0,0.183,16.576,0.209,-6.477,-1.477,0.209,2,14,0,0.170,0,0,0.233,3.030,1.031,0,0,0.175,20.000,0.000,0.000,0.000
38.0,19.248,-0.513,-5.049,-0.049,0.140,2,14,0,0.175,0,0,0.172,16.832,0.243,-6.539,-1.539,0.197,2,14,0,0.175,0,0,0.113,2.938,0.910,0,0,0.175,20.000,0.000,0.000,0.000
39.0,19.355,-0.473,-5.073,-0.073,0.112,2,14,0,0.154,0,0,0.199,16.914,0.290,-6.590,-1.590,0.118,2,14,0,0.152,0,0,0.153,2.974,0.799,0,0,0.154,20.000,0.000,0.000,0.000
40.0,19.362,-0.360,-4.999,0.001,0.119,2,14,0,0.196,0,0,0.162,16.975,0.347,-6.621,-1.621,0.063,2,14,0,0.181,0,0,0.208,2.972,0.732,0,0,0.196,20.000,0.000,0.000,0.000
41.0,19.247,-0.242,-5.019,-0.019,0.107,2,14,0,0.182,0,0,0.115,16.908,0.406,-6.570,-1.570,0.099,2,14,0,0.174,0,0,0.157,2.880,0.791,0,0,0.182,20.000,0.000,0.000,0.000
42.0,19.173,-0.230,-5.033,-0.033,0.075,2,14,0,0.203,0,0,0.120,16.843,0.399,-6.539,-1.539,0.108,2,14,0,0.150,0,0,0.097,2.844,0.859,0,0,0.203,20.000,0.000,0.000,0.000
43.0,19.114,-0.210,-5.010,-0.010,0.040,2,14,0,0.182,0,0,0.163,16.739,0.411,-6.527,-1.527,0.103,2,14,0,0.147,0,0,0.079,2.886,0.910,0,0,0.182,20.000,0.000,0.000,0.000
