t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d0_planratio,d0_clipn,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d1_planratio,d1_clipn,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d2_planratio,d2_clipn,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
126.0,-4.040,-9.752,-5.027,-0.027,1.568,2,14,0,0.423,0,0,0.027,0.5485,0,-9.052,-7.104,-4.948,0.052,1.451,2,14,0,0.464,0,0,0.069,0.5470,0,-8.992,-12.161,-5.013,-0.013,1.489,2,14,0,0.442,0,0,0.020,0.5462,0,5.058,0.460,0,0,0.464,-7.495,-9.681,1.452,0.376
127.0,-2.577,-9.313,-4.976,0.024,1.519,2,14,0,0.436,0,0,0.042,0.5485,0,-7.640,-6.642,-4.979,0.021,1.487,2,14,0,0.438,0,0,0.047,0.5470,0,-7.532,-11.643,-4.926,0.074,1.489,2,14,0,0.439,0,0,0.034,0.5462,0,5.002,0.512,0,0,0.439,-6.076,-9.198,1.380,0.589
128.0,-1.241,-8.626,-5.043,-0.043,1.474,2,14,0,0.426,0,0,0.041,0.5485,0,-6.336,-5.985,-5.071,-0.071,1.466,2,14,0,0.444,0,0,0.024,0.5470,0,-6.234,-10.964,-4.981,0.019,1.515,2,14,0,0.537,0,0,0.014,0.5462,0,4.981,0.518,0,0,0.537,-4.746,-8.508,1.276,0.788
129.0,-0.059,-7.724,-4.986,0.014,1.471,2,14,0,0.423,0,0,0.011,0.5485,0,-5.123,-5.092,-5.035,-0.035,1.516,2,14,0,0.534,0,0,0.013,0.5470,0,-5.014,-10.092,-5.043,-0.043,1.509,2,14,0,0.510,0,0,0.003,0.5462,0,5.001,0.484,0,0,0.534,-3.533,-7.628,1.144,0.970
130.0,0.999,-6.668,-5.049,-0.049,1.531,2,14,0,0.432,0,0,0.010,0.5485,0,-4.093,-4.015,-5.003,-0.003,1.520,2,14,0,0.438,0,0,0.035,0.5470,0,-3.941,-9.070,-5.013,-0.013,1.506,2,14,0,0.429,0,0,0.027,0.5462,0,5.058,0.474,0,0,0.438,-2.466,-6.575,0.986,1.130
131.0,1.940,-5.457,-4.987,0.013,1.491,2,14,0,0.428,0,0,0.035,0.5485,0,-3.183,-2.835,-5.039,-0.039,1.551,2,14,0,0.440,0,0,0.013,0.5470,0,-3.072,-7.822,-4.970,0.030,1.525,2,14,0,0.437,0,0,0.032,0.5462,0,4.989,0.514,0,0,0.440,-1.568,-5.376,0.806,1.265
132.0,2.652,-4.113,-5.025,-0.025,1.490,2,14,0,0.426,0,0,0.050,0.5485,0,-2.432,-1.499,-5.069,-0.069,1.475,2,14,0,0.442,0,0,0.046,0.5470,0,-2.314,-6.501,-5.051,-0.051,1.486,2,14,0,0.439,0,0,0.033,0.5462,0,5.004,0.514,0,0,0.442,-0.859,-4.055,0.608,1.371
133.0,3.115,-2.725,-5.003,-0.003,1.502,2,14,0,0.436,0,0,0.025,0.5485,0,-1.962,-0.084,-5.005,-0.005,1.484,2,14,0,0.478,0,0,0.020,0.5470,0,-1.815,-5.127,-5.056,-0.056,1.522,2,14,0,0.435,0,0,0.024,0.5462,0,5.046,0.478,0,0,0.478,-0.356,-2.644,0.397,1.447
134.0,3.448,-1.251,-4.970,0.030,1.501,2,14,0,0.427,0,0,0.042,0.5485,0,-1.675,1.372,-4.933,0.067,1.515,2,14,0,0.494,0,0,0.016,0.5470,0,-1.511,-3.616,-5.024,-0.024,1.522,2,14,0,0.432,0,0,0.037,0.5462,0,4.992,0.523,0,0,0.494,-0.069,-1.173,0.176,1.490
135.0,3.459,0.209,-4.998,0.002,1.571,2,14,0,0.427,0,0,0.017,0.5485,0,-1.620,2.852,-4.982,0.018,1.494,2,14,0,0.560,0,0,0.009,0.5470,0,-1.472,-2.114,-4.935,0.065,1.493,2,14,0,0.426,0,0,0.032,0.5462,0,4.969,0.478,0,0,0.560,-0.005,0.324,-0.049,1.499
136.0,3.317,1.723,-4.979,0.021,1.510,2,14,0,0.468,0,0,0.014,0.5485,0,-1.769,4.361,-4.963,0.037,1.498,2,14,0,0.442,0,0,0.018,0.5470,0,-1.691,-0.601,-4.972,0.028,1.474,2,14,0,0.433,0,0,0.064,0.5462,0,4.963,0.492,0,0,0.468,-0.166,1.814,-0.272,1.475
137.0,2.904,3.146,-4.985,0.015,1.526,2,14,0,0.426,0,0,0.034,0.5485,0,-2.170,5.791,-4.990,0.010,1.517,2,14,0,0.437,0,0,0.020,0.5470,0,-2.076,0.850,-5.019,-0.019,1.427,2,14,0,0.435,0,0,0.078,0.5462,0,4.942,0.467,0,0,0.437,-0.548,3.264,-0.490,1.418
138.0,2.328,4.558,-5.055,-0.055,1.466,2,14,0,0.477,0,0,0.018,0.5485,0,-2.760,7.171,-4.993,0.007,1.491,2,14,0,0.440,0,0,0.016,0.5470,0,-2.606,2.136,-5.008,-0.008,1.526,2,14,0,0.431,0,0,0.035,0.5462,0,5.038,0.477,0,0,0.477,-1.141,4.639,-0.696,1.329
139.0,1.502,5.817,-5.013,-0.013,1.479,2,14,0,0.426,0,0,0.047,0.5485,0,-3.533,8.456,-4.955,0.045,1.513,2,14,0,0.437,0,0,0.012,0.5470,0,-3.418,3.436,-4.997,0.003,1.555,2,14,0,0.430,0,0,0.012,0.5462,0,5.021,0.446,0,0,0.437,-1.934,5.911,-0.887,1.210
140.0,0.592,6.970,-5.031,-0.031,1.551,2,14,0,0.419,0,0,0.022,0.5485,0,-4.503,9.581,-5.034,-0.034,1.543,2,14,0,0.441,0,0,0.008,0.5470,0,-4.369,4.581,-4.967,0.033,1.517,2,14,0,0.438,0,0,0.013,0.5462,0,5.002,0.506,0,0,0.441,-2.908,7.050,-1.058,1.064
141.0,-0.560,7.962,-4.983,0.017,1.535,2,14,0,0.430,0,0,0.032,0.5485,0,-5.670,10.609,-5.025,-0.025,1.481,2,14,0,0.439,0,0,0.049,0.5470,0,-5.517,5.572,-5.006,-0.006,1.552,2,14,0,0.435,0,0,0.006,0.5462,0,5.040,0.486,0,0,0.439,-4.041,8.031,-1.205,0.894
142.0,-1.802,8.750,-5.002,-0.002,1.502,2,14,0,0.425,0,0,0.023,0.5485,0,-6.922,11.381,-4.989,0.011,1.524,2,14,0,0.442,0,0,0.017,0.5470,0,-6.798,6.409,-4.955,0.045,1.455,2,14,0,0.444,0,0,0.049,0.5462,0,4.973,0.513,0,0,0.444,-5.308,8.831,-1.325,0.704
143.0,-3.201,9.320,-5.049,-0.049,1.557,2,14,0,0.421,0,0,0.024,0.5485,0,-8.267,11.984,-5.034,-0.034,1.507,2,14,0,0.558,0,0,0.029,0.5470,0,-8.166,6.998,-5.013,-0.013,1.535,2,14,0,0.428,0,0,0.033,0.5462,0,4.987,0.492,0,0,0.558,-6.681,9.433,-1.415,0.498
144.0,-4.729,9.701,-5.007,-0.007,1.463,2,14,0,0.499,0,0,0.091,0.5485,0,-9.717,12.374,-5.050,-0.050,1.545,2,14,0,0.690,0,0,0.019,0.5470,0,-9.629,7.353,-5.023,-0.023,1.497,2,14,0,0.419,0,0,0.030,0.5462,0,5.022,0.417,0,0,0.690,-8.128,9.823,-1.473,0.281
145.0,-6.237,9.911,-4.973,0.027,1.386,2,14,0,0.430,0,0,0.106,0.5485,0,-11.279,12.506,-5.046,-0.046,1.548,2,14,0,0.441,0,0,0.049,0.5470,0,-11.137,7.474,-4.985,0.015,1.463,2,14,0,0.437,0,0,0.074,0.5462,0,5.034,0.389,0,0,0.441,-9.617,9.993,-1.499,0.058
146.0,-7.686,9.850,-4.931,0.069,1.486,2,14,0,0.422,0,0,0.055,0.5485,0,-12.706,12.459,-5.021,-0.021,1.481,2,14,0,0.546,0,0,0.018,0.5470,0,-12.582,7.470,-4.961,0.039,1.501,2,14,0,0.437,0,0,0.005,0.5462,0,4.990,0.437,0,0,0.546,-11.114,9.938,-1.491,-0.167
147.0,-9.154,9.528,-5.024,-0.024,1.407,2,14,0,0.418,0,0,0.080,0.5485,0,-14.237,12.186,-5.003,-0.003,1.497,2,14,0,0.490,0,0,0.045,0.5470,0,-14.066,7.180,-5.051,-0.051,1.540,2,14,0,0.430,0,0,0.018,0.5462,0,5.009,0.452,0,0,0.490,-12.587,9.660,-1.449,-0.388
148.0,-10.484,9.088,-5.050,-0.050,1.548,2,14,0,0.427,0,0,0.034,0.5485,0,-15.637,11.641,-4.985,0.015,1.446,2,14,0,0.437,0,0,0.065,0.5470,0,-15.533,6.661,-5.038,-0.038,1.459,2,14,0,0.576,0,0,0.073,0.5462,0,4.982,0.522,0,0,0.576,-14.001,9.165,-1.375,-0.600
149.0,-11.815,8.348,-4.965,0.035,1.527,2,14,0,0.425,0,0,0.040,0.5485,0,-16.870,11.004,-4.974,0.026,1.531,2,14,0,0.439,0,0,0.064,0.5470,0,-16.837,5.979,-4.954,0.046,1.436,2,14,0,0.436,0,0,0.049,0.5462,0,5.025,0.524,0,0,0.439,-15.326,8.464,-1.270,-0.799
