t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d0_planratio,d0_clipn,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d1_planratio,d1_clipn,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d2_planratio,d2_clipn,d3_x,d3_y,d3_z,d3_zerr,d3_velxy,d3_arm,d3_nav,d3_mpc,d3_solve_ms,d3_fallback,d3_hover,d3_poserr,d3_planratio,d3_clipn,d4_x,d4_y,d4_z,d4_zerr,d4_velxy,d4_arm,d4_nav,d4_mpc,d4_solve_ms,d4_fallback,d4_hover,d4_poserr,d4_planratio,d4_clipn,d5_x,d5_y,d5_z,d5_zerr,d5_velxy,d5_arm,d5_nav,d5_mpc,d5_solve_ms,d5_fallback,d5_hover,d5_poserr,d5_planratio,d5_clipn,d6_x,d6_y,d6_z,d6_zerr,d6_velxy,d6_arm,d6_nav,d6_mpc,d6_solve_ms,d6_fallback,d6_hover,d6_poserr,d6_planratio,d6_clipn,d7_x,d7_y,d7_z,d7_zerr,d7_velxy,d7_arm,d7_nav,d7_mpc,d7_solve_ms,d7_fallback,d7_hover,d7_poserr,d7_planratio,d7_clipn,d8_x,d8_y,d8_z,d8_zerr,d8_velxy,d8_arm,d8_nav,d8_mpc,d8_solve_ms,d8_fallback,d8_hover,d8_poserr,d8_planratio,d8_clipn,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
11.0,-0.001,-0.070,-4.960,0.040,0.026,2,14,0,0.163,0,0,0.083,0.0283,0,-0.159,3.060,-5.263,-0.263,0.075,2,14,0,0.175,0,0,0.076,0.1004,0,-0.071,-3.086,-5.299,-0.299,0.049,2,14,0,0.155,0,0,0.003,0.0271,0,3.041,-0.022,-4.762,0.238,0.031,2,14,0,0.207,0,0,0.073,0.1036,0,-2.681,0.138,-4.671,0.329,0.030,2,14,0,0.154,0,0,0.121,0.0885,0,2.992,3.119,-5.728,-0.728,0.034,2,14,0,0.375,0,0,0.118,0.0354,0,-2.957,3.016,-5.126,-0.126,0.041,2,14,0,0.172,0,0,0.097,0.0328,0,3.045,-3.132,-4.904,0.096,0.091,2,14,0,0.178,0,0,0.030,0.0339,0,-2.970,-3.052,-6.301,-1.301,0.062,2,14,0,0.218,0,0,0.106,0.0391,0,2.703,0.347,0,0,0.375,0.000,0.000,0.000,0.000
12.0,-0.045,-0.022,-4.985,0.015,0.033,2,14,0,0.179,0,0,0.044,0.0283,0,-0.072,3.078,-5.280,-0.280,0.066,2,14,0,0.148,0,0,0.037,0.1004,0,-0.024,-3.133,-5.261,-0.261,0.032,2,14,0,0.187,0,0,0.068,0.0271,0,3.062,-0.036,-4.719,0.281,0.049,2,14,0,0.148,0,0,0.048,0.1036,0,-2.728,0.150,-4.700,0.300,0.063,2,14,0,0.160,0,0,0.072,0.0885,0,3.064,3.149,-5.680,-0.680,0.071,2,14,0,0.185,0,0,0.056,0.0354,0,-2.943,3.120,-5.132,-0.132,0.051,2,14,0,0.202,0,0,0.050,0.0328,0,3.021,-3.053,-4.955,0.045,0.052,2,14,0,0.215,0,0,0.089,0.0339,0,-2.940,-2.978,-6.369,-1.369,0.054,2,14,0,0.181,0,0,0.105,0.0391,0,2.704,0.310,0,0,0.215,0.000,0.000,0.000,0.000
13.0,-0.054,0.062,-5.025,-0.025,0.034,2,14,0,0.291,0,0,0.061,0.0283,0,-0.045,3.056,-5.298,-0.298,0.029,2,14,0,0.185,0,0,0.041,0.1004,0,0.009,-3.187,-5.359,-0.359,0.025,2,14,0,0.152,0,0,0.130,0.0271,0,3.128,-0.042,-4.782,0.218,0.042,2,14,0,0.185,0,0,0.035,0.1036,0,-2.811,0.184,-4.784,0.216,0.069,2,14,0,0.196,0,0,0.021,0.0885,0,3.098,3.146,-5.662,-0.662,0.058,2,14,0,0.165,0,0,0.064,0.0354,0,-2.900,3.097,-5.096,-0.096,0.024,2,14,0,0.173,0,0,0.004,0.0328,0,2.990,-3.007,-4.945,0.055,0.009,2,14,0,0.181,0,0,0.146,0.0339,0,-2.815,-3.011,-6.371,-1.371,0.058,2,14,0,0.151,0,0,0.062,0.0391,0,2.770,0.264,0,0,0.291,0.000,0.000,0.000,0.000
14.0,-0.010,0.029,-5.022,-0.022,0.038,2,14,0,0.287,0,0,0.020,0.0283,0,-0.033,3.091,-5.333,-0.333,0.004,2,14,0,0.288,0,0,0.070,0.1004,0,-0.047,-3.118,-5.342,-0.342,0.070,2,14,0,0.157,0,0,0.042,0.0271,0,3.181,-0.050,-4.804,0.196,0.026,2,14,0,0.151,0,0,0.082,0.1036,0,-2.850,0.204,-4.755,0.245,0.034,2,14,0,0.158,0,0,0.064,0.0885,0,3.079,3.229,-5.688,-0.688,0.055,2,14,0,0.153,0,0,0.026,0.0354,0,-2.861,3.126,-5.146,-0.146,0.015,2,14,0,0.152,0,0,0.051,0.0328,0,3.006,-3.037,-4.976,0.024,0.064,2,14,0,0.209,0,0,0.112,0.0339,0,-2.858,-3.058,-6.399,-1.399,0.025,2,14,0,0.178,0,0,0.010,0.0391,0,2.834,0.254,0,0,0.288,0.000,0.000,0.000,0.000
15.0,0.044,0.057,-5.021,-0.021,0.019,2,14,0,0.187,0,0,0.076,0.0283,0,-0.061,3.098,-5.297,-0.297,0.045,2,14,0,0.171,0,0,0.060,0.1004,0,-0.062,-3.065,-5.297,-0.297,0.061,2,14,0,0.154,0,0,0.025,0.0271,0,3.136,0.005,-4.704,0.296,0.018,2,14,0,0.188,0,0,0.077,0.1036,0,-2.917,0.177,-4.814,0.186,0.009,2,14,0,0.178,0,0,0.119,0.0885,0,3.095,3.264,-5.672,-0.672,0.025,2,14,0,0.166,0,0,0.065,0.0354,0,-2.884,3.133,-5.150,-0.150,0.018,2,14,0,0.147,0,0,0.042,0.0328,0,3.073,-3.095,-5.065,-0.065,0.081,2,14,0,0.177,0,0,0.031,0.0339,0,-2.822,-3.088,-6.367,-1.367,0.015,2,14,0,0.181,0,0,0.055,0.0391,0,2.827,0.281,0,0,0.188,0.000,0.000,0.000,0.000
16.0,0.035,0.069,-5.008,-0.008,0.032,2,14,0,0.189,0,0,0.081,0.0283,0,-0.097,3.036,-5.233,-0.233,0.045,2,14,0,0.146,0,0,0.015,0.1004,0,-0.168,-3.043,-5.319,-0.319,0.037,2,14,0,0.159,0,0,0.104,0.0271,0,3.128,0.002,-4.759,0.241,0.040,2,14,0,0.205,0,0,0.073,0.1036,0,-2.904,0.244,-4.752,0.248,0.055,2,14,0,0.155,0,0,0.132,0.0885,0,3.107,3.246,-5.675,-0.675,0.015,2,14,0,0.151,0,0,0.055,0.0354,0,-2.928,3.121,-5.172,-0.172,0.024,2,14,0,0.184,0,0,0.038,0.0328,0,3.099,-3.175,-5.007,-0.007,0.058,2,14,0,0.183,0,0,0.055,0.0339,0,-2.774,-3.079,-6.330,-1.330,0.024,2,14,0,0.177,0,0,0.095,0.0391,0,2.795,0.269,0,0,0.205,0.000,0.000,0.000,0.000
17.0,0.026,0.059,-4.976,0.024,0.046,2,14,0,0.208,0,0,0.065,0.0283,0,-0.163,3.032,-5.248,-0.248,0.013,2,14,0,0.158,0,0,0.079,0.1004,0,-0.168,-3.044,-5.327,-0.327,0.034,2,14,0,0.219,0,0,0.104,0.0271,0,3.031,-0.040,-4.721,0.279,0.064,2,14,0,0.154,0,0,0.071,0.1036,0,-2.828,0.165,-4.798,0.202,0.087,2,14,0,0.203,0,0,0.030,0.0885,0,3.127,3.257,-5.680,-0.680,0.016,2,14,0,0.184,0,0,0.074,0.0354,0,-2.945,3.195,-5.185,-0.185,0.015,2,14,0,0.185,0,0,0.110,0.0328,0,3.107,-3.212,-5.055,-0.055,0.013,2,14,0,0.179,0,0,0.093,0.0339,0,-2.829,-2.993,-6.410,-1.410,0.057,2,14,0,0.202,0,0,0.067,0.0391,0,2.787,0.286,0,0,0.219,0.000,0.000,0.000,0.000
18.0,-0.069,0.051,-5.051,-0.051,0.064,2,14,0,0.200,0,0,0.064,0.0283,0,-0.156,3.053,-5.233,-0.233,0.026,2,14,0,0.173,0,0,0.072,0.1004,0,-0.158,-3.127,-5.371,-0.371,0.061,2,14,0,0.180,0,0,0.094,0.0271,0,3.008,-0.101,-4.733,0.267,0.044,2,14,0,0.156,0,0,0.098,0.1036,0,-2.791,0.133,-4.745,0.255,0.058,2,14,0,0.182,0,0,0.033,0.0885,0,3.136,3.221,-5.721,-0.721,0.044,2,14,0,0.187,0,0,0.064,0.0354,0,-2.910,3.180,-5.135,-0.135,0.061,2,14,0,0.178,0,0,0.088,0.0328,0,3.057,-3.142,-5.032,-0.032,0.038,2,14,0,0.149,0,0,0.024,0.0339,0,-2.851,-3.016,-6.384,-1.384,0.025,2,14,0,0.239,0,0,0.038,0.0391,0,2.740,0.260,0,0,0.239,0.000,0.000,0.000,0.000
19.0,-0.089,0.004,-5.015,-0.015,0.048,2,14,0,0.211,0,0,0.068,0.0283,0,-0.176,3.034,-5.268,-0.268,0.041,2,14,0,0.154,0,0,0.092,0.1004,0,-0.042,-3.176,-5.365,-0.365,0.075,2,14,0,0.183,0,0,0.094,0.0271,0,3.032,-0.095,-4.773,0.227,0.037,2,14,0,0.144,0,0,0.074,0.1036,0,-2.777,0.143,-4.793,0.207,0.031,2,14,0,0.251,0,0,0.030,0.0885,0,3.106,3.150,-5.626,-0.626,0.043,2,14,0,0.187,0,0,0.062,0.0354,0,-2.835,3.086,-5.167,-0.167,0.076,2,14,0,0.154,0,0,0.064,0.0328,0,3.061,-3.106,-5.017,-0.017,0.027,2,14,0,0.187,0,0,0.025,0.0339,0,-2.895,-3.085,-6.390,-1.390,0.049,2,14,0,0.154,0,0,0.046,0.0391,0,2.661,0.265,0,0,0.251,0.000,0.000,0.000,0.000
20.0,-0.133,-0.051,-4.982,0.018,0.038,2,14,0,0.178,0,0,0.132,0.0283,0,-0.181,2.985,-5.293,-0.293,0.072,2,14,0,0.181,0,0,0.113,0.1004,0,0.008,-3.144,-5.312,-0.312,0.056,2,14,0,0.221,0,0,0.099,0.0271,0,3.144,-0.049,-4.768,0.232,0.059,2,14,0,0.178,0,0,0.045,0.1036,0,-2.631,0.125,-4.737,0.263,0.017,2,14,0,0.178,0,0,0.172,0.0885,0,3.085,3.176,-5.668,-0.668,0.031,2,14,0,0.162,0,0,0.029,0.0354,0,-2.818,3.065,-5.120,-0.120,0.040,2,14,0,0.170,0,0,0.085,0.0328,0,3.133,-3.111,-5.032,-0.032,0.008,2,14,0,0.177,0,0,0.061,0.0339,0,-2.931,-3.102,-6.363,-1.363,0.014,2,14,0,0.151,0,0,0.084,0.0391,0,2.517,0.389,0,0,0.221,0.000,0.000,0.000,0.000
21.0,-0.062,-0.055,-4.995,0.005,0.068,2,14,0,0.179,0,0,0.081,0.0283,0,-0.033,2.978,-5.304,-0.304,0.096,2,14,0,0.173,0,0,0.083,0.1004,0,0.039,-3.138,-5.365,-0.365,0.046,2,14,0,0.185,0,0,0.123,0.0271,0,3.204,-0.033,-4.804,0.196,0.011,2,14,0,0.173,0,0,0.110,0.1036,0,-2.647,0.145,-4.707,0.293,0.066,2,14,0,0.197,0,0,0.153,0.0885,0,3.046,3.200,-5.721,-0.721,0.033,2,14,0,0.158,0,0,0.029,0.0354,0,-2.831,3.049,-5.103,-0.103,0.046,2,14,0,0.145,0,0,0.082,0.0328,0,3.128,-3.061,-4.975,0.025,0.018,2,14,0,0.178,0,0,0.084,0.0339,0,-2.861,-3.131,-6.380,-1.380,0.026,2,14,0,0.156,0,0,0.081,0.0391,0,2.609,0.381,0,0,0.197,0.000,0.000,0.000,0.000
22.0,0.045,0.035,-5.014,-0.014,0.071,2,14,0,0.153,0,0,0.068,0.0283,0,0.067,3.064,-5.278,-0.278,0.058,2,14,0,0.173,0,0,0.153,0.1004,0,0.019,-3.060,-5.310,-0.310,0.073,2,14,0,0.152,0,0,0.096,0.0271,0,3.140,-0.001,-4.691,0.309,0.039,2,14,0,0.223,0,0,0.077,0.1036,0,-2.743,0.165,-4.746,0.254,0.110,2,14,0,0.191,0,0,0.057,0.0885,0,3.009,3.252,-5.718,-0.718,0.016,2,14,0,0.184,0,0,0.082,0.0354,0,-2.863,3.020,-5.072,-0.072,0.047,2,14,0,0.146,0,0,0.082,0.0328,0,3.070,-3.064,-5.017,-0.017,0.050,2,14,0,0.175,0,0,0.062,0.0339,0,-2.817,-3.045,-6.372,-1.372,0.043,2,14,0,0.216,0,0,0.045,0.0391,0,2.804,0.305,0,0,0.223,0.000,0.000,0.000,0.000
23.0,0.030,0.069,-5.016,-0.016,0.014,2,14,0,0.186,0,0,0.076,0.0283,0,0.030,3.140,-5.363,-0.363,0.047,2,14,0,0.157,0,0,0.149,0.1004,0,-0.107,-3.032,-5.312,-0.312,0.077,2,14,0,0.180,0,0,0.064,0.0271,0,3.001,-0.021,-4.701,0.299,0.049,2,14,0,0.172,0,0,0.105,0.1036,0,-2.894,0.223,-4.787,0.213,0.084,2,14,0,0.160,0,0,0.111,0.0885,0,3.007,3.285,-5.657,-0.657,0.027,2,14,0,0.160,0,0,0.107,0.0354,0,-2.962,3.013,-5.094,-0.094,0.059,2,14,0,0.173,0,0,0.101,0.0328,0,3.033,-3.080,-5.011,-0.011,0.038,2,14,0,1.106,0,0,0.061,0.0339,0,-2.824,-2.951,-6.408,-1.408,0.037,2,14,0,0.178,0,0,0.106,0.0391,0,2.808,0.285,0,0,1.106,0.000,0.000,0.000,0.000
24.0,-0.022,0.067,-4.980,0.020,0.035,2,14,0,0.224,0,0,0.056,0.0283,0,-0.015,3.111,-5.362,-0.362,0.074,2,14,0,0.176,0,0,0.097,0.1004,0,-0.123,-3.056,-5.316,-0.316,0.023,2,14,0,0.158,0,0,0.059,0.0271,0,2.969,-0.067,-4.678,0.322,0.038,2,14,0,0.177,0,0,0.131,0.1036,0,-2.925,0.222,-4.813,0.187,0.026,2,14,0,0.188,0,0,0.138,0.0885,0,3.070,3.209,-5.683,-0.683,0.066,2,14,0,0.222,0,0,0.009,0.0354,0,-3.049,3.048,-5.105,-0.105,0.054,2,14,0,0.147,0,0,0.156,0.0328,0,2.974,-3.121,-4.966,0.034,0.036,2,14,0,0.178,0,0,0.100,0.0339,0,-2.766,-2.958,-6.415,-1.415,0.020,2,14,0,0.190,0,0,0.134,0.0391,0,2.844,0.238,0,0,0.224,0.000,0.000,0.000,0.000
25.0,-0.020,0.000,-4.942,0.058,0.036,2,14,0,0.196,0,0,0.010,0.0283,0,-0.073,3.015,-5.332,-0.332,0.089,2,14,0,0.147,0,0,0.031,0.1004,0,-0.078,-3.048,-5.324,-0.324,0.023,2,14,0,0.181,0,0,0.039,0.0271,0,3.081,-0.113,-4.712,0.288,0.061,2,14,0,0.177,0,0,0.053,0.1036,0,-2.933,0.144,-4.803,0.197,0.058,2,14,0,0.185,0,0,0.137,0.0885,0,3.037,3.147,-5.691,-0.691,0.036,2,14,0,0.182,0,0,0.067,0.0354,0,-3.022,3.102,-5.123,-0.123,0.070,2,14,0,0.181,0,0,0.122,0.0328,0,2.989,-3.148,-4.975,0.025,0.052,2,14,0,0.178,0,0,0.089,0.0339,0,-2.840,-3.049,-6.415,-1.415,0.073,2,14,0,0.187,0,0,0.026,0.0391,0,2.919,0.167,0,0,0.196,0.000,0.000,0.000,0.000
26.0,0.010,-0.046,-5.039,-0.039,0.023,2,14,0,0.159,0,0,0.064,0.0283,0,-0.132,2.934,-5.337,-0.337,0.048,2,14,0,0.204,0,0,0.119,0.1004,0,-0.074,-3.041,-5.329,-0.329,0.024,2,14,0,0.159,0,0,0.046,0.0271,0,3.147,-0.126,-4.740,0.260,0.048,2,14,0,0.212,0,0,0.076,0.1036,0,-2.863,0.043,-4.827,0.173,0.074,2,14,0,0.163,0,0,0.139,0.0885,0,3.056,3.130,-5.712,-0.712,0.033,2,14,0,0.190,0,0,0.076,0.0354,0,-3.024,3.138,-5.080,-0.080,0.083,2,14,0,0.174,0,0,0.135,0.0328,0,3.067,-3.171,-5.031,-0.031,0.063,2,14,0,0.152,0,0,0.046,0.0339,0,-2.939,-3.083,-6.353,-1.353,0.055,2,14,0,0.156,0,0,0.081,0.0391,0,2.883,0.193,0,0,0.212,0.000,0.000,0.000,0.000
27.0,-0.012,-0.017,-5.005,-0.005,0.024,2,14,0,0.192,0,0,0.031,0.0283,0,-0.192,2.934,-5.334,-0.334,0.035,2,14,0,0.209,0,0,0.154,0.1004,0,-0.116,-3.042,-5.363,-0.363,0.026,2,14,0,0.182,0,0,0.061,0.0271,0,3.204,-0.135,-4.766,0.234,0.032,2,14,0,0.189,0,0,0.126,0.1036,0,-2.801,0.045,-4.756,0.244,0.089,2,14,0,0.183,0,0,0.122,0.0885,0,3.062,3.113,-5.651,-0.651,0.044,2,14,0,0.176,0,0,0.092,0.0354,0,-2.815,3.142,-5.159,-0.159,0.107,2,14,0,0.172,0,0,0.095,0.0328,0,3.062,-3.204,-4.996,0.004,0.032,2,14,0,0.156,0,0,0.081,0.0339,0,-2.950,-3.056,-6.403,-1.403,0.003,2,14,0,0.173,0,0,0.086,0.0391,0,2.637,0.245,0,0,0.209,0.000,0.000,0.000,0.000
28.0,-0.011,0.058,-4.987,0.013,0.031,2,14,0,0.223,0,0,0.045,0.0283,0,-0.185,2.953,-5.275,-0.275,0.073,2,14,0,0.174,0,0,0.137,0.1004,0,-0.159,-3.112,-5.342,-0.342,0.047,2,14,0,0.155,0,0,0.089,0.0271,0,3.149,-0.030,-4.764,0.236,0.065,2,14,0,0.176,0,0,0.061,0.1036,0,-2.687,0.135,-4.779,0.221,0.098,2,14,0,0.178,0,0,0.115,0.0885,0,3.107,3.143,-5.680,-0.680,0.054,2,14,0,0.186,0,0,0.069,0.0354,0,-2.763,3.108,-5.105,-0.105,0.037,2,14,0,0.230,0,0,0.136,0.0328,0,3.053,-3.199,-4.999,0.001,0.036,2,14,0,0.152,0,0,0.076,0.0339,0,-2.980,-3.038,-6.354,-1.354,0.024,2,14,0,0.154,0,0,0.116,0.0391,0,2.588,0.341,0,0,0.230,0.000,0.000,0.000,0.000
29.0,0.012,0.047,-5.049,-0.049,0.016,2,14,0,0.156,0,0,0.049,0.0283,0,-0.108,3.048,-5.267,-0.267,0.111,2,14,0,0.172,0,0,0.024,0.1004,0,-0.097,-3.175,-5.352,-0.352,0.056,2,14,0,0.179,0,0,0.091,0.0271,0,3.063,0.005,-4.717,0.283,0.045,2,14,0,0.152,0,0,0.078,0.1036,0,-2.697,0.241,-4.736,0.264,0.069,2,14,0,0.217,0,0,0.127,0.0885,0,3.098,3.204,-5.747,-0.747,0.058,2,14,0,0.183,0,0,0.024,0.0354,0,-2.761,3.111,-5.130,-0.130,0.047,2,14,0,0.148,0,0,0.138,0.0328,0,3.123,-3.120,-4.966,0.034,0.062,2,14,0,0.214,0,0,0.049,0.0339,0,-2.869,-3.050,-6.365,-1.365,0.072,2,14,0,0.227,0,0,0.006,0.0391,0,2.658,0.387,0,0,0.227,0.000,0.000,0.000,0.000
30.0,-0.030,0.014,-5.027,-0.027,0.030,2,14,0,0.187,0,0,0.010,0.0283,0,-0.016,3.131,-5.342,-0.342,0.068,2,14,0,0.418,0,0,0.110,0.1004,0,0.005,-3.154,-5.340,-0.340,0.052,2,14,0,0.183,0,0,0.103,0.0271,0,3.061,-0.004,-4.748,0.252,0.019,2,14,0,0.191,0,0,0.071,0.1036,0,-2.826,0.324,-4.738,0.262,0.057,2,14,0,0.149,0,0,0.160,0.0885,0,3.033,3.233,-5.690,-0.690,0.035,2,14,0,0.181,0,0,0.051,0.0354,0,-2.852,3.128,-5.120,-0.120,0.098,2,14,0,0.175,0,0,0.061,0.0328,0,3.179,-3.110,-5.073,-0.073,0.022,2,14,0,0.168,0,0,0.106,0.0339,0,-2.837,-3.115,-6.337,-1.337,0.032,2,14,0,0.183,0,0,0.071,0.0391,0,2.829,0.367,0,0,0.418,0.000,0.000,0.000,0.000
31.0,-0.034,0.033,-5.027,-0.027,0.010,2,14,0,0.165,0,0,0.025,0.0283,0,-0.030,3.147,-5.314,-0.314,0.005,2,14,0,0.212,0,0,0.117,0.1004,0,-0.026,-3.150,-5.341,-0.341,0.051,2,14,0,0.183,0,0,0.079,0.0271,0,3.077,-0.017,-4.773,0.227,0.038,2,14,0,0.220,0,0,0.053,0.1036,0,-2.882,0.253,-4.738,0.262,0.069,2,14,0,0.180,0,0,0.121,0.0885,0,3.038,3.277,-5.661,-0.661,0.017,2,14,0,0.158,0,0,0.082,0.0354,0,-3.009,3.130,-5.118,-0.118,0.088,2,14,0,0.172,0,0,0.112,0.0328,0,3.185,-3.065,-5.057,-0.057,0.040,2,14,0,0.246,0,0,0.127,0.0339,0,-2.794,-3.093,-6.402,-1.402,0.033,2,14,0,0.151,0,0,0.083,0.0391,0,2.871,0.279,0,0,0.246,0.000,0.000,0.000,0.000
32.0,0.034,0.075,-4.958,0.042,0.007,2,14,0,0.162,0,0,0.083,0.0283,0,-0.055,3.126,-5.301,-0.301,0.056,2,14,0,0.177,0,0,0.089,0.1004,0,-0.119,-3.117,-5.351,-0.351,0.067,2,14,0,0.155,0,0,0.055,0.0271,0,3.114,-0.063,-4.721,0.279,0.043,2,14,0,0.210,0,0,0.013,0.1036,0,-2.880,0.163,-4.800,0.200,0.083,2,14,0,0.153,0,0,0.083,0.0885,0,3.158,3.298,-5.712,-0.712,0.035,2,14,0,0.175,0,0,0.124,0.0354,0,-3.045,3.080,-5.123,-0.123,0.032,2,14,0,0.159,0,0,0.146,0.0328,0,3.060,-3.018,-5.012,-0.012,0.070,2,14,0,0.197,0,0,0.108,0.0339,0,-2.812,-3.108,-6.430,-1.430,0.043,2,14,0,0.199,0,0,0.078,0.0391,0,2.901,0.337,0,0,0.210,0.000,0.000,0.000,0.000
33.0,-0.064,0.064,-4.991,0.009,0.053,2,14,0,0.189,0,0,0.068,0.0283,0,-0.090,3.075,-5.307,-0.307,0.068,2,14,0,0.205,0,0,0.032,0.1004,0,-0.088,-3.070,-5.333,-0.333,0.052,2,14,0,0.174,0,0,0.023,0.0271,0,3.143,-0.114,-4.673,0.327,0.025,2,14,0,0.147,0,0,0.065,0.1036,0,-2.822,0.164,-4.698,0.302,0.062,2,14,0,0.185,0,0,0.024,0.0885,0,3.156,3.318,-5.668,-0.668,0.044,2,14,0,0.187,0,0,0.141,0.0354,0,-2.927,3.078,-5.137,-0.137,0.066,2,14,0,0.158,0,0,0.032,0.0328,0,3.005,-3.038,-5.004,-0.004,0.058,2,14,0,0.157,0,0,0.111,0.0339,0,-2.849,-3.079,-6.360,-1.360,0.055,2,14,0,0.215,0,0,0.033,0.0391,0,2.775,0.354,0,0,0.215,0.000,0.000,0.000,0.000
34.0,-0.115,0.002,-4.964,0.036,0.048,2,14,0,0.236,0,0,0.096,0.0283,0,-0.147,3.048,-5.324,-0.324,0.050,2,14,0,0.181,0,0,0.063,0.1004,0,-0.069,-3.075,-5.304,-0.304,0.022,2,14,0,0.164,0,0,0.013,0.0271,0,3.112,-0.129,-4.700,0.300,0.021,2,14,0,0.145,0,0,0.067,0.1036,0,-2.773,0.116,-4.680,0.320,0.062,2,14,0,0.187,0,0,0.055,0.0885,0,3.121,3.286,-5.668,-0.668,0.079,2,14,0,0.180,0,0,0.095,0.0354,0,-2.909,3.036,-5.101,-0.101,0.041,2,14,0,0.176,0,0,0.057,0.0328,0,2.938,-3.086,-5.002,-0.002,0.071,2,14,0,0.208,0,0,0.142,0.0339,0,-2.873,-3.052,-6.391,-1.391,0.047,2,14,0,0.182,0,0,0.009,0.0391,0,2.675,0.311,0,0,0.236,0.000,0.000,0.000,0.000
35.0,-0.102,-0.026,-4.953,0.047,0.051,2,14,0,0.188,0,0,0.092,0.0283,0,-0.071,2.957,-5.285,-0.285,0.052,2,14,0,0.173,0,0,0.087,0.1004,0,-0.122,-3.116,-5.355,-0.355,0.002,2,14,0,0.180,0,0,0.057,0.0271,0,3.049,-0.072,-4.722,0.278,0.045,2,14,0,0.183,0,0,0.050,0.1036,0,-2.643,0.089,-4.685,0.315,0.020,2,14,0,0.185,0,0,0.172,0.0885,0,3.043,3.218,-5.648,-0.648,0.094,2,14,0,0.215,0,0,0.034,0.0354,0,-2.892,3.020,-5.133,-0.133,0.041,2,14,0,0.149,0,0,0.075,0.0328,0,3.068,-3.156,-4.952,0.048,0.090,2,14,0,0.175,0,0,0.032,0.0339,0,-2.937,-2.983,-6.388,-1.388,0.037,2,14,0,0.185,0,0,0.098,0.0391,0,2.557,0.368,0,0,0.215,0.000,0.000,0.000,0.000
36.0,0.056,-0.028,-5.045,-0.045,0.235,2,14,0,0.218,0,0,0.344,0.1323,0,0.009,2.913,-5.271,-0.271,0.180,2,14,0,0.172,0,0,0.352,0.1192,0,-0.016,-3.060,-5.399,-0.399,0.196,2,14,0,0.176,0,0,0.365,0.1255,0,3.113,-0.062,-4.722,0.278,0.179,2,14,0,0.280,0,0,0.399,0.1244,0,-2.591,0.125,-4.764,0.236,0.119,2,14,0,0.187,0,0,0.218,0.0916,0,3.071,3.058,-5.676,-0.676,0.171,2,14,0,0.248,0,0,0.444,0.1162,0,-2.786,3.029,-5.085,-0.085,0.181,2,14,0,0.181,0,0,0.306,0.1154,0,3.215,-3.218,-5.031,-0.031,0.212,2,14,0,0.207,0,0,0.295,0.1208,0,-2.861,-2.956,-6.373,-1.373,0.189,2,14,0,0.259,0,0,0.421,0.1284,0,2.667,0.440,0,0,0.280,0.420,0.000,0.500,0.000
37.0,0.510,-0.045,-5.018,-0.018,0.503,2,14,0,0.179,0,0,0.394,0.2027,0,0.371,2.991,-5.290,-0.290,0.471,2,14,0,0.174,0,0,0.472,0.2035,0,0.373,-3.055,-5.360,-0.360,0.493,2,14,0,0.190,0,0,0.474,0.2097,0,3.480,-0.083,-4.724,0.276,0.495,2,14,0,0.186,0,0,0.538,0.2163,0,-2.322,0.088,-4.724,0.276,0.386,2,14,0,0.187,0,0,0.454,0.1810,0,3.391,2.941,-5.683,-0.683,0.470,2,14,0,0.215,0,0,0.655,0.2178,0,-2.397,3.081,-5.144,-0.144,0.477,2,14,0,0.178,0,0,0.423,0.1992,0,3.514,-3.176,-5.055,-0.055,0.459,2,14,0,0.152,0,0,0.487,0.2024,0,-2.468,-3.010,-6.365,-1.365,0.507,2,14,0,0.180,0,0,0.524,0.2174,0,2.774,0.550,0,0,0.215,0.920,0.000,0.500,0.000
38.0,1.057,-0.014,-5.019,-0.019,0.657,2,14,0,0.228,0,0,0.342,0.2369,0,1.006,3.026,-5.304,-0.304,0.693,2,14,0,0.177,0,0,0.330,0.2452,0,0.999,-3.131,-5.368,-0.368,0.705,2,14,0,0.223,0,0,0.351,0.2498,0,4.143,-0.050,-4.790,0.210,0.731,2,14,0,0.173,0,0,0.379,0.2595,0,-1.857,0.142,-4.686,0.314,0.628,2,14,0,0.296,0,0,0.484,0.2446,0,3.960,3.021,-5.718,-0.718,0.743,2,14,0,0.182,0,0,0.573,0.2799,0,-1.729,3.119,-5.146,-0.146,0.669,2,14,0,0.175,0,0,0.251,0.2314,0,4.076,-3.165,-5.021,-0.021,0.687,2,14,0,0.188,0,0,0.426,0.2536,0,-1.844,-3.076,-6.347,-1.347,0.741,2,14,0,0.181,0,0,0.403,0.2640,0,2.741,0.461,0,0,0.296,1.420,0.000,0.500,0.000
