t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d0_planratio,d0_clipn,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d1_planratio,d1_clipn,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d2_planratio,d2_clipn,d3_x,d3_y,d3_z,d3_zerr,d3_velxy,d3_arm,d3_nav,d3_mpc,d3_solve_ms,d3_fallback,d3_hover,d3_poserr,d3_planratio,d3_clipn,d4_x,d4_y,d4_z,d4_zerr,d4_velxy,d4_arm,d4_nav,d4_mpc,d4_solve_ms,d4_fallback,d4_hover,d4_poserr,d4_planratio,d4_clipn,d5_x,d5_y,d5_z,d5_zerr,d5_velxy,d5_arm,d5_nav,d5_mpc,d5_solve_ms,d5_fallback,d5_hover,d5_poserr,d5_planratio,d5_clipn,d6_x,d6_y,d6_z,d6_zerr,d6_velxy,d6_arm,d6_nav,d6_mpc,d6_solve_ms,d6_fallback,d6_hover,d6_poserr,d6_planratio,d6_clipn,d7_x,d7_y,d7_z,d7_zerr,d7_velxy,d7_arm,d7_nav,d7_mpc,d7_solve_ms,d7_fallback,d7_hover,d7_poserr,d7_planratio,d7_clipn,d8_x,d8_y,d8_z,d8_zerr,d8_velxy,d8_arm,d8_nav,d8_mpc,d8_solve_ms,d8_fallback,d8_hover,d8_poserr,d8_planratio,d8_clipn,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
39.0,1.676,-0.021,-5.020,-0.020,0.743,2,14,0,0.792,0,0,0.229,0.2492,0,1.723,3.078,-5.276,-0.276,0.768,2,14,0,0.174,0,0,0.118,0.2490,0,1.711,-3.146,-5.360,-0.360,0.774,2,14,0,0.150,0,0,0.153,0.2537,0,4.938,-0.053,-4.691,0.309,0.808,2,14,0,0.173,0,0,0.086,0.2618,0,-1.147,0.184,-4.710,0.290,0.787,2,14,0,0.193,0,0,0.275,0.2643,0,4.773,3.113,-5.744,-0.744,0.894,2,14,0,0.184,0,0,0.245,0.2918,0,-1.081,3.085,-5.088,-0.088,0.708,2,14,0,0.218,0,0,0.101,0.2328,0,4.829,-3.160,-5.050,-0.050,0.803,2,14,0,0.183,0,0,0.175,0.2629,0,-1.047,-3.161,-6.394,-1.394,0.823,2,14,0,0.177,0,0,0.148,0.2670,0,2.810,0.255,0,0,0.792,1.920,0.000,0.500,0.000
40.0,2.489,-0.018,-5.069,-0.069,0.763,2,14,0,0.218,0,0,0.090,0.2492,0,2.404,3.067,-5.317,-0.317,0.720,2,14,0,0.153,0,0,0.072,0.2490,0,2.444,-3.129,-5.336,-0.336,0.739,2,14,0,0.192,0,0,0.106,0.2537,0,5.728,-0.067,-4.663,0.337,0.741,2,14,0,0.176,0,0,0.206,0.2618,0,-0.341,0.212,-4.717,0.283,0.803,2,14,0,0.186,0,0,0.056,0.2643,0,5.672,3.182,-5.747,-0.747,0.847,2,14,0,0.200,0,0,0.174,0.2918,0,-0.372,3.070,-5.116,-0.116,0.684,2,14,0,0.183,0,0,0.110,0.2328,0,5.605,-3.099,-5.051,-0.051,0.761,2,14,0,0.177,0,0,0.108,0.2629,0,-0.200,-3.189,-6.359,-1.359,0.757,2,14,0,0.178,0,0,0.279,0.2670,0,2.784,0.424,0,0,0.218,2.420,0.000,0.500,0.000
41.0,3.248,0.020,-4.991,0.009,0.648,2,14,0,0.156,0,0,0.341,0.2492,0,3.137,3.049,-5.317,-0.317,0.628,2,14,0,0.176,0,0,0.301,0.2490,0,3.072,-3.080,-5.262,-0.262,0.629,2,14,0,0.182,0,0,0.221,0.2537,0,6.343,-0.054,-4.789,0.211,0.585,2,14,0,0.147,0,0,0.325,0.2618,0,0.412,0.186,-4.809,0.191,0.691,2,14,0,0.157,0,0,0.285,0.2643,0,6.469,3.241,-5.712,-0.712,0.657,2,14,0,0.201,0,0,0.469,0.2918,0,0.184,3.139,-5.113,-0.113,0.579,2,14,0,0.151,0,0,0.171,0.2328,0,6.248,-3.103,-4.997,0.003,0.627,2,14,0,0.227,0,0,0.250,0.2629,0,0.416,-3.098,-6.367,-1.367,0.573,2,14,0,0.181,0,0,0.369,0.2670,0,2.846,0.600,0,0,0.227,2.920,0.000,0.500,0.000
42.0,3.749,0.047,-4.965,0.035,0.458,2,14,0,0.216,0,0,0.353,0.2492,0,3.671,3.001,-5.336,-0.336,0.474,2,14,0,0.175,0,0,0.334,0.2490,0,3.616,-3.074,-5.311,-0.311,0.507,2,14,0,0.179,0,0,0.270,0.2537,0,6.813,-0.030,-4.796,0.204,0.438,2,14,0,0.173,0,0,0.299,0.2618,0,1.003,0.203,-4.751,0.249,0.520,2,14,0,0.159,0,0,0.379,0.2643,0,6.993,3.327,-5.687,-0.687,0.422,2,14,0,0.273,0,0,0.516,0.2918,0,0.692,3.190,-5.132,-0.132,0.492,2,14,0,0.376,0,0,0.199,0.2328,0,6.778,-3.116,-5.013,-0.013,0.492,2,14,0,0.186,0,0,0.281,0.2629,0,0.903,-2.989,-6.414,-1.414,0.420,2,14,0,0.178,0,0,0.354,0.2670,0,2.759,0.660,0,0,0.376,3.420,0.000,0.500,0.000
43.0,4.151,0.110,-4.953,0.047,0.349,2,14,0,0.188,0,0,0.272,0.2492,0,4.087,3.040,-5.313,-0.313,0.361,2,14,0,0.181,0,0,0.251,0.2490,0,4.072,-3.015,-5.339,-0.339,0.424,2,14,0,0.172,0,0,0.233,0.2537,0,7.208,-0.040,-4.735,0.265,0.366,2,14,0,0.946,0,0,0.194,0.2618,0,1.399,0.141,-4.742,0.258,0.380,2,14,0,0.182,0,0,0.276,0.2643,0,7.268,3.369,-5.665,-0.665,0.269,2,14,0,0.216,0,0,0.324,0.2918,0,1.155,3.165,-5.116,-0.116,0.444,2,14,0,0.174,0,0,0.156,0.2328,0,7.235,-3.082,-5.009,-0.009,0.407,2,14,0,0.179,0,0,0.241,0.2629,0,1.220,-2.909,-6.380,-1.380,0.311,2,14,0,0.221,0,0,0.222,0.2670,0,2.760,0.508,0,0,0.946,3.920,0.000,0.500,0.000
44.0,4.486,0.105,-4.924,0.076,0.320,2,14,0,0.181,0,0,0.131,0.2492,0,4.343,3.112,-5.291,-0.291,0.316,2,14,0,0.216,0,0,0.068,0.2490,0,4.448,-3.037,-5.391,-0.391,0.374,2,14,0,0.176,0,0,0.111,0.2537,0,7.537,-0.017,-4.772,0.228,0.351,2,14,0,0.221,0,0,0.053,0.2618,0,1.659,0.125,-4.765,0.235,0.323,2,14,0,0.182,0,0,0.054,0.2643,0,7.531,3.394,-5.651,-0.651,0.279,2,14,0,0.208,0,0,0.195,0.2918,0,1.544,3.168,-5.058,-0.058,0.431,2,14,0,0.184,0,0,0.080,0.2328,0,7.647,-3.061,-4.987,0.013,0.365,2,14,0,0.182,0,0,0.163,0.2629,0,1.449,-2.956,-6.428,-1.428,0.334,2,14,0,0.181,0,0,0.137,0.2670,0,2.809,0.409,0,0,0.221,4.420,0.000,0.500,0.000
45.0,4.765,0.105,-4.969,0.031,0.366,2,14,0,0.196,0,0,0.161,0.2492,0,4.689,3.127,-5.259,-0.259,0.402,2,14,0,0.171,0,0,0.171,0.2490,0,4.877,-3.025,-5.312,-0.312,0.392,2,14,0,0.178,0,0,0.069,0.2537,0,7.875,-0.044,-4.678,0.322,0.410,2,14,0,0.222,0,0,0.144,0.2618,0,2.050,0.160,-4.785,0.215,0.383,2,14,0,0.183,0,0,0.075,0.2643,0,7.821,3.377,-5.641,-0.641,0.369,2,14,0,0.203,0,0,0.243,0.2918,0,2.006,3.092,-5.093,-0.093,0.455,2,14,0,0.219,0,0,0.011,0.2328,0,8.058,-3.046,-4.962,0.038,0.371,2,14,0,0.219,0,0,0.100,0.2629,0,1.904,-2.947,-6.378,-1.378,0.454,2,14,0,0.154,0,0,0.182,0.2670,0,2.688,0.389,0,0,0.222,4.920,0.000,0.500,0.000
46.0,5.185,0.056,-4.935,0.065,0.479,2,14,0,0.180,0,0,0.217,0.2492,0,5.147,3.141,-5.347,-0.347,0.513,2,14,0,0.210,0,0,0.213,0.2490,0,5.315,-3.024,-5.344,-0.344,0.424,2,14,0,0.184,0,0,0.072,0.2537,0,8.363,-0.043,-4.689,0.311,0.507,2,14,0,0.179,0,0,0.155,0.2618,0,2.433,0.191,-4.726,0.274,0.464,2,14,0,0.154,0,0,0.194,0.2643,0,8.243,3.252,-5.697,-0.697,0.491,2,14,0,0.241,0,0,0.258,0.2918,0,2.480,3.042,-5.162,-0.162,0.493,2,14,0,0.177,0,0,0.064,0.2328,0,8.469,-3.104,-5.004,-0.004,0.410,2,14,0,0.178,0,0,0.036,0.2629,0,2.416,-2.999,-6.371,-1.371,0.533,2,14,0,0.184,0,0,0.144,0.2670,0,2.674,0.308,0,0,0.241,5.420,0.000,0.500,0.000
47.0,5.718,-0.023,-5.034,-0.034,0.582,2,14,0,0.208,0,0,0.184,0.2492,0,5.676,3.035,-5.300,-0.300,0.576,2,14,0,0.185,0,0,0.164,0.2490,0,5.711,-3.046,-5.356,-0.356,0.466,2,14,0,0.175,0,0,0.142,0.2537,0,8.909,-0.078,-4.762,0.238,0.567,2,14,0,0.206,0,0,0.110,0.2618,0,3.008,0.208,-4.755,0.245,0.563,2,14,0,0.187,0,0,0.126,0.2643,0,8.772,3.149,-5.745,-0.745,0.598,2,14,0,0.191,0,0,0.230,0.2918,0,3.007,2.987,-5.158,-0.158,0.508,2,14,0,0.176,0,0,0.107,0.2328,0,8.884,-3.143,-4.969,0.031,0.453,2,14,0,0.180,0,0,0.115,0.2629,0,3.047,-3.089,-6.379,-1.379,0.583,2,14,0,0.173,0,0,0.040,0.2670,0,2.673,0.247,0,0,0.208,5.920,0.000,0.500,0.000
48.0,6.296,-0.064,-4.997,0.003,0.625,2,14,0,0.178,0,0,0.134,0.2492,0,6.206,3.001,-5.297,-0.297,0.615,2,14,0,0.147,0,0,0.137,0.2490,0,6.223,-3.058,-5.340,-0.340,0.549,2,14,0,0.181,0,0,0.127,0.2537,0,9.495,-0.142,-4.750,0.250,0.590,2,14,0,0.174,0,0,0.082,0.2618,0,3.618,0.238,-4.793,0.207,0.586,2,14,0,0.158,0,0,0.073,0.2643,0,9.469,3.027,-5.680,-0.680,0.640,2,14,0,0.737,0,0,0.177,0.2918,0,3.503,3.024,-5.156,-0.156,0.518,2,14,0,0.175,0,0,0.072,0.2328,0,9.326,-3.209,-5.009,-0.009,0.501,2,14,0,0.227,0,0,0.191,0.2629,0,3.666,-3.112,-6.354,-1.354,0.558,2,14,0,0.155,0,0,0.127,0.2670,0,2.702,0.310,0,0,0.737,6.420,0.000,0.500,0.000
49.0,6.964,-0.078,-4.976,0.024,0.623,2,14,0,0.154,0,0,0.110,0.2492,0,6.832,3.016,-5.304,-0.304,0.632,2,14,0,0.149,0,0,0.028,0.2490,0,6.795,-3.113,-5.292,-0.292,0.575,2,14,0,0.189,0,0,0.062,0.2537,0,9.999,-0.063,-4.764,0.236,0.560,2,14,0,0.178,0,0,0.015,0.2618,0,4.219,0.194,-4.751,0.249,0.557,2,14,0,0.184,0,0,0.098,0.2643,0,10.018,2.994,-5.685,-0.685,0.591,2,14,0,0.184,0,0,0.211,0.2918,0,4.051,3.070,-5.099,-0.099,0.520,2,14,0,0.176,0,0,0.040,0.2328,0,9.837,-3.239,-5.013,-0.013,0.583,2,14,0,0.180,0,0,0.199,0.2629,0,4.120,-3.117,-6.411,-1.411,0.491,2,14,0,0.197,0,0,0.097,0.2670,0,2.768,0.356,0,0,0.197,6.920,0.000,0.500,0.000
50.0,7.537,-0.055,-5.053,-0.053,0.553,2,14,0,0.193,0,0,0.153,0.2492,0,7.404,3.012,-5.257,-0.257,0.584,2,14,0,0.147,0,0,0.071,0.2490,0,7.380,-3.135,-5.310,-0.310,0.577,2,14,0,0.220,0,0,0.059,0.2537,0,10.576,-0.000,-4.717,0.283,0.544,2,14,0,0.156,0,0,0.086,0.2618,0,4.737,0.170,-4.732,0.268,0.505,2,14,0,0.182,0,0,0.111,0.2643,0,10.588,3.071,-5.624,-0.624,0.554,2,14,0,0.179,0,0,0.164,0.2918,0,4.533,3.157,-5.154,-0.154,0.499,2,14,0,0.174,0,0,0.065,0.2328,0,10.514,-3.211,-5.025,-0.025,0.615,2,14,0,0.174,0,0,0.088,0.2629,0,4.654,-3.076,-6.365,-1.365,0.479,2,14,0,0.186,0,0,0.102,0.2670,0,2.828,0.359,0,0,0.220,7.420,0.000,0.500,0.000
51.0,7.979,-0.036,-5.001,-0.001,0.471,2,14,0,0.180,0,0,0.096,0.2492,0,7.969,3.057,-5.266,-0.266,0.528,2,14,0,0.176,0,0,0.134,0.2490,0,7.901,-3.171,-5.306,-0.306,0.529,2,14,0,0.185,0,0,0.098,0.2537,0,11.113,-0.011,-4.726,0.274,0.515,2,14,0,0.178,0,0,0.108,0.2618,0,5.169,0.118,-4.754,0.246,0.460,2,14,0,0.178,0,0,0.064,0.2643,0,11.088,3.134,-5.715,-0.715,0.507,2,14,0,0.226,0,0,0.116,0.2918,0,4.996,3.170,-5.140,-0.140,0.492,2,14,0,0.181,0,0,0.080,0.2328,0,11.119,-3.103,-5.008,-0.008,0.567,2,14,0,0.177,0,0,0.123,0.2629,0,5.096,-3.032,-6.385,-1.385,0.442,2,14,0,0.188,0,0,0.050,0.2670,0,2.825,0.276,0,0,0.226,7.920,0.000,0.500,0.000
52.0,8.504,0.038,-5.013,-0.013,0.467,2,14,0,0.315,0,0,0.108,0.2492,0,8.526,3.023,-5.302,-0.302,0.467,2,14,0,0.154,0,0,0.187,0.2490,0,8.433,-3.204,-5.264,-0.264,0.506,2,14,0,0.174,0,0,0.145,0.2537,0,11.577,-0.000,-4.752,0.248,0.470,2,14,0,0.181,0,0,0.089,0.2618,0,5.652,0.084,-4.779,0.221,0.462,2,14,0,0.189,0,0,0.087,0.2643,0,11.512,3.267,-5.644,-0.644,0.479,2,14,0,0.177,0,0,0.064,0.2918,0,5.532,3.142,-5.065,-0.065,0.512,2,14,0,0.182,0,0,0.051,0.2328,0,11.604,-3.020,-5.014,-0.014,0.492,2,14,0,0.189,0,0,0.149,0.2629,0,5.463,-2.990,-6.370,-1.370,0.446,2,14,0,0.155,0,0,0.105,0.2670,0,2.862,0.283,0,0,0.315,8.420,0.000,0.500,0.000
53.0,8.967,0.049,-5.026,-0.026,0.436,2,14,0,0.161,0,0,0.074,0.2492,0,8.968,3.028,-5.334,-0.334,0.412,2,14,0,0.182,0,0,0.133,0.2490,0,8.922,-3.114,-5.229,-0.229,0.471,2,14,0,0.211,0,0,0.077,0.2537,0,12.041,-0.096,-4.741,0.259,0.463,2,14,0,0.175,0,0,0.038,0.2618,0,6.103,0.150,-4.736,0.264,0.474,2,14,0,0.192,0,0,0.028,0.2643,0,12.017,3.378,-5.689,-0.689,0.487,2,14,0,0.203,0,0,0.175,0.2918,0,6.005,3.058,-5.104,-0.104,0.505,2,14,0,0.175,0,0,0.037,0.2328,0,12.078,-2.949,-5.017,-0.017,0.460,2,14,0,0.218,0,0,0.194,0.2629,0,5.943,-3.043,-6.381,-1.381,0.518,2,14,0,0.157,0,0,0.112,0.2670,0,2.867,0.390,0,0,0.218,8.920,0.000,0.500,0.000
54.0,9.466,0.082,-5.017,-0.017,0.429,2,14,0,0.185,0,0,0.099,0.2492,0,9.429,3.060,-5.288,-0.288,0.398,2,14,0,0.187,0,0,0.095,0.2490,0,9.383,-3.065,-5.299,-0.299,0.449,2,14,0,0.151,0,0,0.039,0.2537,0,12.522,-0.107,-4.778,0.222,0.477,2,14,0,0.149,0,0,0.041,0.2618,0,6.552,0.211,-4.777,0.223,0.489,2,14,0,0.161,0,0,0.086,0.2643,0,12.536,3.424,-5.713,-0.713,0.488,2,14,0,0.155,0,0,0.225,0.2918,0,6.486,3.034,-5.141,-0.141,0.506,2,14,0,0.177,0,0,0.067,0.2328,0,12.508,-3.019,-5.046,-0.046,0.439,2,14,0,0.176,0,0,0.108,0.2629,0,6.504,-3.104,-6.418,-1.418,0.553,2,14,0,0.240,0,0,0.071,0.2670,0,2.848,0.440,0,0,0.240,9.420,0.000,0.500,0.000
55.0,9.871,0.088,-5.052,-0.052,0.440,2,14,0,0.186,0,0,0.082,0.2492,0,9.818,3.073,-5.288,-0.288,0.397,2,14,0,0.175,0,0,0.036,0.2490,0,9.803,-3.054,-5.336,-0.336,0.452,2,14,0,0.155,0,0,0.055,0.2537,0,13.032,-0.112,-4.708,0.292,0.487,2,14,0,0.217,0,0,0.051,0.2618,0,7.082,0.195,-4.748,0.252,0.531,2,14,0,0.216,0,0,0.053,0.2643,0,13.017,3.322,-5.707,-0.707,0.485,2,14,0,0.222,0,0,0.125,0.2918,0,6.963,3.073,-5.156,-0.156,0.522,2,14,0,0.177,0,0,0.062,0.2328,0,12.906,-3.113,-5.034,-0.034,0.466,2,14,0,0.216,0,0,0.093,0.2629,0,7.066,-3.114,-6.449,-1.449,0.552,2,14,0,0.214,0,0,0.065,0.2670,0,2.807,0.337,0,0,0.222,9.920,0.000,0.500,0.000
56.0,10.307,-0.011,-5.082,-0.082,0.468,2,14,0,0.190,0,0,0.097,0.2492,0,10.205,3.116,-5.327,-0.327,0.448,2,14,0,0.212,0,0,0.149,0.2490,0,10.255,-3.024,-5.427,-0.427,0.484,2,14,0,0.181,0,0,0.114,0.2537,0,13.501,-0.081,-4.673,0.327,0.483,2,14,0,0.186,0,0,0.023,0.2618,0,7.656,0.194,-4.740,0.260,0.538,2,14,0,0.167,0,0,0.040,0.2643,0,13.487,3.199,-5.676,-0.676,0.484,2,14,0,0.189,0,0,0.011,0.2918,0,7.496,3.099,-5.097,-0.097,0.538,2,14,0,0.174,0,0,0.024,0.2328,0,13.420,-3.208,-4.955,0.045,0.512,2,14,0,0.178,0,0,0.113,0.2629,0,7.661,-3.044,-6.385,-1.385,0.524,2,14,0,0.175,0,0,0.111,0.2670,0,2.680,0.305,0,0,0.212,10.420,0.000,0.500,0.000
57.0,10.765,-0.064,-5.003,-0.003,0.521,2,14,0,0.226,0,0,0.153,0.2492,0,10.702,3.069,-5.376,-0.376,0.517,2,14,0,0.180,0,0,0.136,0.2490,0,10.772,-3.046,-5.386,-0.386,0.524,2,14,0,0.171,0,0,0.089,0.2537,0,14.014,-0.035,-4.726,0.274,0.495,2,14,0,0.147,0,0,0.028,0.2618,0,8.186,0.156,-4.801,0.199,0.507,2,14,0,0.182,0,0,0.061,0.2643,0,13.917,3.108,-5.654,-0.654,0.479,2,14,0,0.176,0,0,0.121,0.2918,0,8.033,3.129,-5.117,-0.117,0.530,2,14,0,0.234,0,0,0.038,0.2328,0,14.001,-3.227,-4.999,0.001,0.542,2,14,0,0.182,0,0,0.102,0.2629,0,8.108,-2.971,-6.396,-1.396,0.475,2,14,0,0.185,0,0,0.098,0.2670,0,2.596,0.308,0,0,0.234,10.920,0.000,0.500,0.000
58.0,11.294,-0.005,-4.946,0.054,0.578,2,14,0,0.221,0,0,0.108,0.2492,0,11.284,3.039,-5.361,-0.361,0.564,2,14,0,0.173,0,0,0.057,0.2490,0,11.284,-3.124,-5.379,-0.379,0.543,2,14,0,0.156,0,0,0.073,0.2537,0,14.496,0.019,-4.721,0.279,0.485,2,14,0,0.158,0,0,0.085,0.2618,0,8.638,0.159,-4.746,0.254,0.471,2,14,0,0.184,0,0,0.014,0.2643,0,14.371,3.061,-5.744,-0.744,0.505,2,14,0,0.177,0,0,0.187,0.2918,0,8.587,3.169,-5.075,-0.075,0.521,2,14,0,0.148,0,0,0.100,0.2328,0,14.519,-3.188,-5.056,-0.056,0.521,2,14,0,0.224,0,0,0.067,0.2629,0,8.555,-2.960,-6.327,-1.327,0.466,2,14,0,0.233,0,0,0.090,0.2670,0,2.668,0.270,0,0,0.233,11.420,0.000,0.500,0.000
59.0,11.916,0.009,-4.982,0.018,0.579,2,14,0,0.183,0,0,0.035,0.2492,0,11.799,3.010,-5.322,-0.322,0.546,2,14,0,0.181,0,0,0.035,0.2490,0,11.844,-3.141,-5.349,-0.349,0.555,2,14,0,0.267,0,0,0.059,0.2537,0,14.944,-0.018,-4.782,0.218,0.487,2,14,0,0.175,0,0,0.066,0.2618,0,9.124,0.158,-4.687,0.313,0.467,2,14,0,0.180,0,0,0.028,0.2643,0,14.902,3.076,-5.738,-0.738,0.553,2,14,0,0.318,0,0,0.145,0.2918,0,9.100,3.149,-5.141,-0.141,0.464,2,14,0,0.182,0,0,0.123,0.2328,0,15.023,-3.172,-5.028,-0.028,0.482,2,14,0,0.176,0,0,0.071,0.2629,0,8.998,-3.012,-6.390,-1.390,0.464,2,14,0,0.223,0,0,0.046,0.2670,0,2.708,0.281,0,0,0.318,11.891,0.000,0.330,0.000
60.0,12.333,0.016,-4.966,0.034,0.332,2,14,0,0.216,0,0,0.348,0.2492,0,12.333,2.965,-5.228,-0.228,0.345,2,14,0,0.201,0,0,0.422,0.2490,0,12.312,-3.149,-5.322,-0.322,0.341,2,14,0,0.271,0,0,0.390,0.2537,0,15.382,-0.070,-4.789,0.211,0.327,2,14,0,0.218,0,0,0.278,0.2618,0,9.495,0.170,-4.769,0.231,0.288,2,14,0,0.214,0,0,0.291,0.2643,0,15.429,3.149,-5.712,-0.712,0.374,2,14,0,0.187,0,0,0.352,0.2918,0,9.429,3.082,-5.109,-0.109,0.260,2,14,0,0.217,0,0,0.319,0.2328,0,15.417,-3.133,-5.001,-0.001,0.283,2,14,0,0.150,0,0,0.341,0.2629,0,9.340,-3.089,-6.318,-1.318,0.299,2,14,0,0.182,0,0,0.204,0.2670,0,2.849,0.523,0,0,0.271,12.000,0.000,0.000,0.000
61.0,12.466,0.012,-4.984,0.016,0.030,2,14,0,0.191,0,0,0.485,0.2492,0,12.479,2.973,-5.194,-0.194,0.037,2,14,0,0.173,0,0,0.568,0.2490,0,12.460,-3.068,-5.336,-0.336,0.047,2,14,0,0.189,0,0,0.534,0.2537,0,15.605,-0.105,-4.742,0.258,0.060,2,14,0,0.181,0,0,0.506,0.2618,0,9.657,0.190,-4.749,0.251,0.026,2,14,0,0.185,0,0,0.456,0.2643,0,15.690,3.224,-5.699,-0.699,0.105,2,14,0,0.230,0,0,0.612,0.2918,0,9.563,3.080,-5.132,-0.132,0.019,2,14,0,0.174,0,0,0.464,0.2328,0,15.596,-3.093,-4.997,0.003,0.028,2,14,0,0.182,0,0,0.522,0.2629,0,9.582,-3.096,-6.369,-1.369,0.085,2,14,0,0.209,0,0,0.447,0.2670,0,2.824,0.725,0,0,0.230,12.000,0.000,0.000,0.000
62.0,12.317,0.054,-5.012,-0.012,0.202,2,14,0,0.181,0,0,0.346,0.2492,0,12.310,2.975,-5.279,-0.279,0.227,2,14,0,0.213,0,0,0.400,0.2490,0,12.319,-2.997,-5.331,-0.331,0.230,2,14,0,0.215,0,0,0.404,0.2537,0,15.482,-0.083,-4.698,0.302,0.194,2,14,0,0.173,0,0,0.387,0.2618,0,9.605,0.187,-4.761,0.239,0.179,2,14,0,0.225,0,0,0.405,0.2643,0,15.609,3.357,-5.722,-0.722,0.225,2,14,0,0.234,0,0,0.558,0.2918,0,9.411,3.022,-5.133,-0.133,0.202,2,14,0,0.214,0,0,0.320,0.2328,0,15.431,-3.094,-5.021,-0.021,0.219,2,14,0,0.180,0,0,0.359,0.2629,0,9.543,-3.079,-6.369,-1.369,0.146,2,14,0,0.219,0,0,0.408,0.2670,0,2.727,0.706,0,0,0.234,12.000,0.000,0.000,0.000
63.0,12.159,0.103,-4.962,0.038,0.260,2,14,0,0.183,0,0,0.203,0.2492,0,12.078,3.081,-5.343,-0.343,0.307,2,14,0,0.347,0,0,0.166,0.2490,0,12.057,-2.979,-5.308,-0.308,0.306,2,14,0,0.180,0,0,0.169,0.2537,0,15.194,-0.051,-4.724,0.276,0.286,2,14,0,0.185,0,0,0.100,0.2618,0,9.425,0.152,-4.702,0.298,0.291,2,14,0,0.182,0,0,0.226,0.2643,0,15.308,3.371,-5.694,-0.694,0.360,2,14,0,0.183,0,0,0.291,0.2918,0,9.233,3.031,-5.138,-0.138,0.268,2,14,0,0.203,0,0,0.150,0.2328,0,15.235,-3.072,-4.949,0.051,0.284,2,14,0,0.176,0,0,0.171,0.2629,0,9.306,-3.072,-6.413,-1.413,0.272,2,14,0,0.190,0,0,0.176,0.2670,0,2.747,0.483,0,0,0.347,12.000,0.000,0.000,0.000
64.0,11.941,0.095,-5.039,-0.039,0.244,2,14,0,0.182,0,0,0.090,0.2492,0,11.822,3.105,-5.336,-0.336,0.266,2,14,0,0.180,0,0,0.112,0.2490,0,11.830,-2.970,-5.303,-0.303,0.255,2,14,0,0.181,0,0,0.152,0.2537,0,15.029,-0.038,-4.740,0.260,0.226,2,14,0,0.173,0,0,0.072,0.2618,0,9.071,0.173,-4.707,0.293,0.288,2,14,0,0.192,0,0,0.129,0.2643,0,14.918,3.302,-5.661,-0.661,0.350,2,14,0,0.218,0,0,0.179,0.2918,0,9.001,3.091,-5.118,-0.118,0.230,2,14,0,0.176,0,0,0.097,0.2328,0,14.950,-3.045,-4.974,0.026,0.256,2,14,0,0.179,0,0,0.146,0.2629,0,9.076,-3.035,-6.396,-1.396,0.245,2,14,0,0.179,0,0,0.061,0.2670,0,2.830,0.313,0,0,0.218,12.000,0.000,0.000,0.000
65.0,11.772,0.066,-5.019,-0.019,0.160,2,14,0,0.196,0,0,0.213,0.2492,0,11.639,3.053,-5.318,-0.318,0.148,2,14,0,0.176,0,0,0.277,0.2490,0,11.690,-3.019,-5.326,-0.326,0.149,2,14,0,0.188,0,0,0.246,0.2537,0,14.842,-0.050,-4.784,0.216,0.127,2,14,0,0.173,0,0,0.253,0.2618,0,8.860,0.132,-4.720,0.280,0.136,2,14,0,0.189,0,0,0.342,0.2643,0,14.679,3.225,-5.698,-0.698,0.182,2,14,0,0.192,0,0,0.395,0.2918,0,8.863,3.166,-5.061,-0.061,0.114,2,14,0,0.148,0,0,0.246,0.2328,0,14.824,-3.087,-5.023,-0.023,0.129,2,14,0,0.154,0,0,0.252,0.2629,0,8.931,-2.961,-6.380,-1.380,0.152,2,14,0,0.176,0,0,0.222,0.2670,0,2.790,0.392,0,0,0.196,12.000,0.000,0.000,0.000
66.0,11.659,0.039,-5.082,-0.082,0.060,2,14,0,0.191,0,0,0.321,0.2492,0,11.565,3.021,-5.293,-0.293,0.017,2,14,0,0.209,0,0,0.352,0.2490,0,11.642,-3.137,-5.337,-0.337,0.079,2,14,0,0.180,0,0,0.288,0.2537,0,14.807,-0.039,-4.727,0.273,0.015,2,14,0,0.186,0,0,0.294,0.2618,0,8.846,0.120,-4.765,0.235,0.046,2,14,0,0.235,0,0,0.360,0.2643,0,14.570,3.162,-5.697,-0.697,0.072,2,14,0,0.175,0,0,0.503,0.2918,0,8.742,3.160,-5.159,-0.159,0.019,2,14,0,0.175,0,0,0.365,0.2328,0,14.705,-3.193,-5.024,-0.024,0.050,2,14,0,0.239,0,0,0.374,0.2629,0,8.899,-2.976,-6.348,-1.348,0.036,2,14,0,0.162,0,0,0.247,0.2670,0,2.829,0.460,0,0,0.239,12.000,0.000,0.000,0.000
