t,d0_x,d0_y,d0_z,d0_zerr,d0_velxy,d0_arm,d0_nav,d0_mpc,d0_solve_ms,d0_fallback,d0_hover,d0_poserr,d1_x,d1_y,d1_z,d1_zerr,d1_velxy,d1_arm,d1_nav,d1_mpc,d1_solve_ms,d1_fallback,d1_hover,d1_poserr,d2_x,d2_y,d2_z,d2_zerr,d2_velxy,d2_arm,d2_nav,d2_mpc,d2_solve_ms,d2_fallback,d2_hover,d2_poserr,d3_x,d3_y,d3_z,d3_zerr,d3_velxy,d3_arm,d3_nav,d3_mpc,d3_solve_ms,d3_fallback,d3_hover,d3_poserr,d4_x,d4_y,d4_z,d4_zerr,d4_velxy,d4_arm,d4_nav,d4_mpc,d4_solve_ms,d4_fallback,d4_hover,d4_poserr,d5_x,d5_y,d5_z,d5_zerr,d5_velxy,d5_arm,d5_nav,d5_mpc,d5_solve_ms,d5_fallback,d5_hover,d5_poserr,d6_x,d6_y,d6_z,d6_zerr,d6_velxy,d6_arm,d6_nav,d6_mpc,d6_solve_ms,d6_fallback,d6_hover,d6_poserr,d7_x,d7_y,d7_z,d7_zerr,d7_velxy,d7_arm,d7_nav,d7_mpc,d7_solve_ms,d7_fallback,d7_hover,d7_poserr,d8_x,d8_y,d8_z,d8_zerr,d8_velxy,d8_arm,d8_nav,d8_mpc,d8_solve_ms,d8_fallback,d8_hover,d8_poserr,min_spacing,formation_max_err,safety_violations,total_fallbacks,max_solve_ms,leader_x,leader_y,leader_vx,leader_vy
1.0,0.232,-0.093,-5.017,-0.017,0.049,2,14,0,0.210,0,0,0.038,0.177,2.790,-3.523,1.477,0.024,2,14,0,0.151,0,0,0.070,-0.231,-3.059,-4.096,0.904,0.031,2,14,0,0.161,0,0,0.055,nan,nan,nan,nan,nan,0,0,-1,0.000,0,0,0.000,-2.824,-0.240,-4.390,0.610,0.092,2,14,0,0.232,0,0,0.061,2.877,2.969,-4.164,0.836,0.069,2,14,0,0.176,0,0,0.159,-2.845,3.040,-4.031,0.969,0.061,0,0,0,0.222,0,0,0.147,2.736,-3.201,-5.127,-0.127,0.029,0,0,0,0.176,0,0,0.056,-3.317,-2.864,-4.315,0.685,0.030,2,14,0,0.153,0,0,0.059,2.671,nan,0,0,0.232,0.000,0.000,0.000,0.000
2.0,0.255,-0.095,-4.956,0.044,0.039,2,14,0,0.188,0,0,0.042,0.207,2.799,-3.510,1.490,0.018,2,14,0,0.211,0,0,0.102,-0.228,-3.105,-3.982,1.018,0.026,2,14,0,0.179,0,0,0.024,nan,nan,nan,nan,nan,0,0,-1,0.000,0,0,0.000,-2.827,-0.380,-4.421,0.579,0.077,2,14,0,0.179,0,0,0.093,2.758,3.001,-4.144,0.856,0.100,2,14,0,0.177,0,0,0.052,-2.882,3.052,-4.031,0.969,0.062,2,14,0,0.178,0,0,0.117,2.730,-3.196,-5.117,-0.117,0.037,2,14,0,0.146,0,0,0.049,-3.289,-2.913,-4.342,0.658,0.031,2,14,0,0.184,0,0,0.012,2.576,nan,0,0,0.211,0.000,0.000,0.000,0.000
3.0,0.292,-0.006,-5.050,-0.050,0.043,2,14,0,0.189,0,0,0.061,0.110,2.764,-3.496,1.504,0.056,2,14,0,0.174,0,0,0.026,-0.215,-3.082,-4.019,0.981,0.012,2,14,0,0.184,0,0,0.046,nan,nan,nan,nan,nan,0,0,-1,0.000,0,0,0.000,-2.874,-0.424,-4.385,0.615,0.005,2,14,0,0.175,0,0,0.152,2.665,3.062,-4.066,0.934,0.071,2,14,0,0.177,0,0,0.078,-2.986,3.063,-4.040,0.960,0.083,2,14,0,0.213,0,0,0.047,2.711,-3.191,-5.114,-0.114,0.032,2,14,0,0.149,0,0,0.037,-3.321,-2.981,-4.379,0.621,0.027,2,14,0,0.182,0,0,0.084,2.596,nan,0,0,0.213,0.000,0.000,0.000,0.000
4.0,0.368,0.040,-4.987,0.013,0.004,2,14,0,0.156,0,0,0.150,0.012,2.691,-3.491,1.509,0.044,2,14,0,0.151,0,0,0.123,-0.221,-3.104,-4.104,0.896,0.020,2,14,0,0.162,0,0,0.030,nan,nan,nan,nan,nan,0,0,-1,0.000,0,0,0.000,-2.860,-0.356,-4.379,0.621,0.063,2,14,0,0.174,0,0,0.090,2.692,3.050,-4.087,0.913,0.019,2,14,0,0.176,0,0,0.053,-2.994,3.066,-3.992,1.008,0.057,2,14,0,0.152,0,0,0.050,2.716,-3.132,-5.098,-0.098,0.041,2,14,0,0.175,0,0,0.023,-3.349,-2.993,-4.277,0.723,0.016,2,14,0,0.156,0,0,0.111,2.684,nan,0,0,0.176,0.000,0.000,0.000,0.000
5.0,0.363,-0.008,-4.974,0.026,0.062,2,14,0,0.181,0,0,0.123,0.018,2.686,-3.451,1.549,0.033,2,14,0,0.152,0,0,0.121,-0.227,-3.139,-4.114,0.886,0.033,2,14,0,0.187,0,0,0.037,nan,nan,nan,nan,nan,0,0,-1,0.000,0,0,0.000,-2.754,-0.251,-4.366,0.634,0.075,2,14,0,0.177,0,0,0.058,2.682,3.056,-4.130,0.870,0.015,2,14,0,0.146,0,0,0.061,-3.064,3.050,-4.062,0.938,0.050,2,14,0,0.179,0,0,0.080,2.714,-3.085,-5.069,-0.069,0.018,2,14,0,0.175,0,0,0.070,-3.332,-2.918,-4.308,0.692,0.065,2,14,0,0.181,0,0,0.057,2.729,nan,0,0,0.187,0.000,0.000,0.000,0.000
6.0,0.261,-0.077,-4.970,0.030,0.076,2,14,0,0.182,0,0,0.025,-0.014,2.681,-3.523,1.477,0.050,2,14,0,0.179,0,0,0.150,-0.246,-3.092,-4.053,0.947,0.037,2,14,0,0.186,0,0,0.019,nan,nan,nan,nan,nan,0,0,-1,0.000,0,0,0.000,-2.738,-0.237,-4.349,0.651,0.020,2,14,0,0.150,0,0,0.082,2.703,3.043,-4.145,0.855,0.025,2,14,0,0.175,0,0,0.041,-3.076,3.001,-4.019,0.981,0.030,2,14,0,0.150,0,0,0.085,2.746,-3.100,-5.115,-0.115,0.018,2,14,0,0.151,0,0,0.067,-3.273,-2.878,-4.302,0.698,0.047,2,14,0,0.179,0,0,0.031,2.695,nan,0,0,0.186,0.000,0.000,0.000,0.000
7.0,0.120,-0.143,-5.039,-0.039,0.061,2,14,0,0.186,0,0,0.158,0.037,2.703,-3.474,1.526,0.099,2,14,0,0.181,0,0,0.099,-0.360,-3.070,-4.069,0.931,0.026,2,14,0,0.157,0,0,0.116,nan,nan,nan,nan,nan,0,0,-1,0.000,0,0,0.000,-2.796,-0.208,-4.436,0.564,0.012,2,14,0,0.181,0,0,0.084,2.745,3.018,-4.226,0.774,0.022,2,14,0,0.152,0,0,0.031,-3.030,3.009,-4.000,1.000,0.042,2,14,0,0.182,0,0,0.040,2.739,-3.116,-5.129,-0.129,0.034,2,14,0,0.147,0,0,0.051,-3.222,-2.844,-4.333,0.667,0.032,2,14,0,0.175,0,0,0.084,2.672,nan,0,0,0.186,0.000,0.000,0.000,0.000
8.0,0.132,-0.112,-5.027,-0.027,0.038,2,14,0,0.189,0,0,0.134,0.242,2.716,-3.483,1.517,0.101,2,14,0,0.181,0,0,0.118,-0.340,-3.088,-4.064,0.936,0.054,2,14,0,0.184,0,0,0.092,nan,nan,nan,nan,nan,0,0,-1,0.000,0,0,0.000,-2.800,-0.197,-4.386,0.614,0.042,2,14,0,0.154,0,0,0.096,2.767,3.055,-4.163,0.837,0.021,2,14,0,0.185,0,0,0.026,-3.002,3.014,-4.041,0.959,0.037,2,14,0,0.157,0,0,0.012,2.695,-3.146,-5.134,-0.134,0.047,2,14,0,0.187,0,0,0.013,-3.230,-2.785,-4.393,0.607,0.021,2,14,0,0.175,0,0,0.132,2.623,nan,0,0,0.189,0.000,0.000,0.000,0.000
9.0,0.165,-0.064,-4.943,0.057,0.075,2,14,0,0.185,0,0,0.088,0.331,2.737,-3.519,1.481,0.022,2,14,0,0.211,0,0,0.207,-0.248,-3.120,-4.128,0.872,0.067,2,14,0,0.185,0,0,0.010,nan,nan,nan,nan,nan,0,0,-1,0.000,0,0,0.000,-2.768,-0.280,-4.365,0.635,0.065,2,14,0,0.185,0,0,0.032,2.730,3.055,-4.164,0.836,0.010,2,14,0,0.144,0,0,0.013,-3.001,3.021,-4.040,0.960,0.021,2,14,0,0.150,0,0,0.010,2.654,-3.180,-5.046,-0.046,0.025,2,14,0,0.182,0,0,0.058,-3.305,-2.851,-4.344,0.656,0.063,2,14,0,0.182,0,0,0.064,2.504,nan,0,0,0.211,0.000,0.000,0.000,0.000
10.0,0.311,-0.011,-4.984,0.016,0.081,2,14,0,0.157,0,0,0.072,0.295,2.735,-3.447,1.553,0.089,2,14,0,0.170,0,0,0.173,-0.222,-3.133,-4.108,0.892,0.022,2,14,0,0.190,0,0,0.036,nan,nan,nan,nan,nan,0,0,-1,0.000,0,0,0.000,-2.775,-0.307,-4.344,0.656,0.045,2,14,0,0.148,0,0,0.026,2.746,3.028,-4.135,0.865,0.021,2,14,0,0.159,0,0,0.022,-2.966,3.024,-4.041,0.959,0.027,2,14,0,0.499,0,0,0.026,2.626,-3.178,-5.114,-0.114,0.013,2,14,0,0.159,0,0,0.083,-3.294,-2.971,-4.293,0.707,0.067,2,14,0,0.185,0,0,0.065,2.563,nan,0,0,0.499,0.000,0.000,0.000,0.000
